match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed
10913473,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193.0,156,M,838439,EUR,597888000,G,1,1,False,True,33.0,10.0,31.0,9.0,1.0,3.0,9.0,30.0,3.0,13.0,1.0,1.0,3.0,1.0,2.0,2.0,90.0,51.0,5.7,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10913473,home,Al-Khaleej,Omar Al-Oudah,,,omar-al-oudah,O. Al-Oudah,D,22,174.0,4,,2266015,EUR,914889600,D,2,2,False,,20.0,17.0,2.0,,10.0,10.0,7.0,10.0,5.0,4.0,,,,,,,90.0,39.0,6.5,6.0,0,3.0,1.0,6.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,
10913473,home,Al-Khaleej,Mohammed Al-Khabrani,,,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,,22.0,16.0,6.0,2.0,13.0,15.0,3.0,7.0,6.0,2.0,,,,,,,90.0,32.0,6.3,7.0,0,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10913473,home,Al-Khaleej,Izuchukwu Jude Anthony,,,izuchukwu-jude-anthony,I. J. Anthony,D,16,187.0,51,M,834130,EUR,878515200,D,25,25,False,,20.0,17.0,4.0,1.0,13.0,14.0,4.0,6.0,5.0,3.0,,,,,,,90.0,31.0,6.6,4.0,0,,,1.0,3.0,1.0,,,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,
10913473,home,Al-Khaleej,Pedro Amaral,,,amaral-pedro,P. Amaral,D,24,178.0,86,M,834247,EUR,872467200,D,5,5,False,,37.0,28.0,5.0,2.0,16.0,20.0,13.0,21.0,4.0,14.0,,,,,,,90.0,68.0,6.0,19.0,0,1.0,,8.0,3.0,2.0,3.0,2.0,1.0,,,1.0,,2.0,4.0,1.0,3.0,1.0,,,,,,,,,
10913473,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186.0,38,M,311608,EUR,647049600,M,8,8,False,,51.0,45.0,2.0,1.0,23.0,25.0,22.0,27.0,3.0,10.0,,,,,,,90.0,78.0,8.1,10.0,1,,,6.0,14.0,3.0,5.0,5.0,7.0,4.0,2.0,1.0,2.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,
10913473,home,Al-Khaleej,Khaled Al-Semeiry,,,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,6,6,False,,41.0,31.0,3.0,2.0,18.0,20.0,13.0,22.0,2.0,7.0,,,,,,,89.0,56.0,6.6,14.0,0,,,6.0,3.0,4.0,,,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,
10913473,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173.0,385,M,177103,EUR,725846400,M,15,15,False,,18.0,11.0,2.0,1.0,7.0,9.0,4.0,9.0,,5.0,,,,,,,45.0,28.0,6.4,10.0,0,,1.0,3.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,
10913473,home,Al-Khaleej,Hamad Al Abdan,,,hamad-al-abdan,H. A. Abdan,M,,165.0,13,M,1019294,EUR,959299200,M,99,99,False,,19.0,17.0,1.0,1.0,8.0,9.0,9.0,10.0,1.0,2.0,,,,,,,80.0,35.0,7.0,7.0,1,,,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,,,
10913473,home,Al-Khaleej,Fábio Martins,,,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,93,93,False,,29.0,18.0,1.0,,7.0,12.0,11.0,18.0,,5.0,,,,,,,90.0,51.0,6.6,18.0,1,,5.0,12.0,13.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,,1.0,,5.0,,,,1.0,,,,,,
