match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_blockedScoringAttempt,stat_fouls,stat_aerialLost,stat_challengeLost,stat_wonContest,player_sofascoreId,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalOffside
10838065,home,Lazio,Luís Maximiano,,,luis-maximiano,L. Maximiano,G,81,190,766,M,845797,EUR,915494400,G,1,1,False,37.0,35.0,8.0,6.0,34.0,34.0,1.0,3.0,10.0,1.0,90.0,43.0,6.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10838065,home,Lazio,Manuel Lazzari,,,manuel-lazzari,M. Lazzari,D,29,173,750,M,273405,EUR,754531200,D,29,29,False,25.0,20.0,,,10.0,11.0,11.0,17.0,,,67.0,43.0,6.9,12.0,0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10838065,home,Lazio,Patric,,,patric,Patric,D,4,184,503,M,217784,EUR,735004800,D,4,4,False,104.0,97.0,5.0,3.0,68.0,72.0,29.0,32.0,6.0,,90.0,112.0,7.3,8.0,0,,,,2.0,,2.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10838065,home,Lazio,Alessio Romagnoli,,,alessio-romagnoli,A. Romagnoli,D,13,185,1926,M,227864,EUR,789868800,D,13,13,False,67.0,60.0,4.0,,45.0,49.0,15.0,18.0,2.0,,67.0,71.0,6.7,7.0,3,,,1.0,3.0,,1.0,,,,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
10838065,home,Lazio,Elseid Hysaj,,,elseid-hysaj,E. Hysaj,D,23,182,1317,M,136322,EUR,760147200,D,23,23,False,68.0,58.0,6.0,2.0,34.0,38.0,25.0,32.0,7.0,,90.0,96.0,7.7,16.0,0,2.0,1.0,3.0,10.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10838065,home,Lazio,Sergej Milinković-Savić,,,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13384,M,331447,EUR,793843200,M,21,21,False,57.0,48.0,1.0,1.0,22.0,27.0,27.0,32.0,4.0,,80.0,77.0,6.8,14.0,3,2.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,,1.0,,3.0,,1.0,,1.0,,sms,True,2.0,1.0,2.0,1.0,,,,,,,,
10838065,home,Lazio,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,964,M,317301,EUR,776131200,M,32,32,False,72.0,66.0,4.0,1.0,36.0,38.0,30.0,34.0,11.0,,89.0,79.0,6.7,8.0,0,,,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
10838065,home,Lazio,Luis Alberto,,,luis-alberto,L. Alberto,M,32,182,1859,M,111416,EUR,717638400,M,10,10,False,73.0,62.0,3.0,3.0,24.0,26.0,41.0,55.0,4.0,,90.0,96.0,8.3,17.0,3,8.0,3.0,3.0,7.0,2.0,5.0,2.0,,1.0,5.0,,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,
10838065,home,Lazio,Pedro,,,pedro,Pedro,F,9,167,5291,M,35428,EUR,554428800,F,9,9,False,33.0,30.0,1.0,1.0,11.0,12.0,19.0,21.0,5.0,,80.0,45.0,7.5,8.0,0,,,3.0,7.0,3.0,5.0,4.0,3.0,1.0,1.0,,,,,,,1.0,1.0,Pedro,,,,,,1.0,1.0,,,,,,
10838065,home,Lazio,Felipe Anderson,,,felipe-anderson,F. Anderson,M,7,175,6076,M,152276,EUR,734832000,F,7,7,False,26.0,21.0,,,4.0,4.0,17.0,22.0,3.0,,90.0,41.0,7.3,11.0,3,,,7.0,2.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,F_Andersoon,,3.0,,,3.0,,,1.0,,,,,
