match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_blockedScoringAttempt,stat_totalClearance,stat_accurateCross,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,player_sofascoreId,stat_outfielderBlock
12117114,home,Internacional,Fabricio,,,fabricio,Fabricio,G,12,193,150,M,883917,EUR,505440000,G,12,12,False,15.0,13.0,3.0,1.0,0.0,13.0,13.0,2.0,1.0,1.0,7.0,1.0,2.0,4.0,90.0,26.0,7.1,3.0,6.676e-05,0,-0.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117114,home,Internacional,Fabricio Bustos,,,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,85.0,76.0,6.0,5.0,0.0,24.0,26.0,62.0,2.0,8.0,7.0,,,,90.0,121.0,7.7,20.0,0.0720868,2,,52.0,3.0,3.0,12.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.3499,0.9323,3.0,,,,,,,,,,,
12117114,home,Internacional,Igor Gomes,,,igor-gomes,I. Gomes,D,25,186,325,M,997023,EUR,983836800,D,3,3,False,82.0,69.0,2.0,,0.0,41.0,45.0,37.0,4.0,5.0,9.0,,,,90.0,90.0,6.5,16.0,0.0123329,0,,28.0,,3.0,5.0,,,,,,,,,,2.0,1.0,2.0,,,,,2.0,,,,,,,,,,
12117114,home,Internacional,Fernando,,,fernando-reges,Fernando,M,,183,1104,M,41837,EUR,554169600,D,5,5,False,89.0,85.0,6.0,5.0,0.0,45.0,46.0,43.0,,,12.0,,,,90.0,95.0,6.6,5.0,0.0284684,1,,40.0,,1.0,4.0,2.0,,,,,,,,,1.0,,1.0,,0.0269,,,,1.0,1.0,,,,,,,,
12117114,home,Internacional,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,22.0,19.0,,,0.0,6.0,7.0,20.0,1.0,3.0,2.0,,,,45.0,41.0,6.9,10.0,0.0221529,0,,15.0,5.0,,2.0,,2.0,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,
12117114,home,Internacional,Bruno Gomes,,,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,M,15,15,False,76.0,66.0,1.0,,1.0,16.0,16.0,63.0,,5.0,2.0,,,,81.0,94.0,8.3,13.0,0.315483,2,,51.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,,,0.0275,0.0301,3.0,,,,1.0,1.0,,,,,,
12117114,home,Internacional,Rômulo Zwarg,,,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,76.0,68.0,2.0,1.0,0.0,32.0,33.0,43.0,2.0,3.0,6.0,,,,90.0,86.0,6.7,11.0,0.0360162,1,,36.0,,2.0,6.0,,,2.0,,1.0,,,1.0,,1.0,,2.0,,0.0114,,,2.0,,,,,,,,,,
12117114,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,28.0,27.0,,,0.0,6.0,6.0,24.0,,,,,,,45.0,33.0,6.6,3.0,0.0388762,0,,22.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,
12117114,home,Internacional,Alan Patrick,,,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,41.0,35.0,,,0.0,5.0,5.0,39.0,,4.0,3.0,,,,90.0,64.0,6.9,17.0,0.0626744,3,,30.0,3.0,,7.0,,3.0,5.0,2.0,1.0,2.0,,1.0,,1.0,1.0,2.0,,0.1476,0.186,2.0,,,,,,True,,,,,
12117114,home,Internacional,Hyoran,,,hyoran,Hyoran,M,19,174,485,M,551348,EUR,738288000,M,7,7,False,23.0,20.0,,,0.0,1.0,2.0,24.0,1.0,4.0,1.0,,,,66.0,39.0,6.9,9.0,0.0925775,2,,20.0,3.0,1.0,8.0,3.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,2.0,1.0,0.0698,0.0174,2.0,,,,1.0,,,,,,,
