match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,player_lastName,stat_hitWoodwork,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_punches,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_penaltyWon
10408579,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,24.0,15.0,11.0,2.0,14.0,15.0,1.0,9.0,8.0,2.0,1.0,1.0,1.0,90.0,31.0,6.4,9.0,0.0,0.0,0.00054777,0,-0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408579,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181.0,1573,M,1084081,EUR,1051228800,D,4,4,False,41.0,36.0,3.0,2.0,14.0,15.0,24.0,30.0,3.0,,,,,90.0,53.0,6.8,8.0,0.0,0.0,0.0758692,0,,Arnau Martinez,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10408579,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189.0,1175,M,846308,EUR,910569600,D,22,22,False,81.0,74.0,4.0,2.0,24.0,26.0,50.0,55.0,4.0,,,,,90.0,84.0,6.5,7.0,0.0,0.0,0.0524891,0,,,,,,2.0,6.0,1.0,,,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408579,home,Girona FC,Bernardo Espinosa,bernardo-espinosa,Bernardo,D,,192.0,218,M,139919,EUR,616118400,D,2,2,False,73.0,65.0,3.0,1.0,36.0,36.0,29.0,37.0,3.0,,,,,90.0,90.0,7.3,8.0,0.4847,0.4776,0.00820956,2,,,,,5.0,8.0,6.0,2.0,,,2.0,,5.0,1.0,,,,1.0,True,1.0,1.0,1.0,9.0,1.0,,,,,,,,,,,,,,
10408579,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,D,3,3,False,50.0,48.0,,,24.0,24.0,24.0,28.0,2.0,,,,,73.0,69.0,6.9,5.0,0.0732,0.0659,0.0420381,2,,,2.0,,,4.0,2.0,1.0,,,,,1.0,,1.0,,,2.0,,1.0,,,,,MGutiérrez,1.0,1.0,,,,,,,,,,,
10408579,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182.0,14412,M,69416,EUR,685670400,M,18,18,False,51.0,43.0,5.0,2.0,19.0,22.0,24.0,29.0,4.0,,,,,90.0,63.0,7.5,8.0,0.1634,0.1272,0.068929,3,,,,,,,6.0,,,,1.0,,3.0,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,oriolromeu,,1.0,,1.0,,,,,,,,,
10408579,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,319735,EUR,879552000,M,8,8,False,51.0,40.0,3.0,1.0,8.0,10.0,36.0,47.0,4.0,,,,,89.0,74.0,7.1,19.0,0.0,0.0,0.209489,0,,,6.0,4.0,,6.0,6.0,1.0,1.0,1.0,3.0,4.0,1.0,,1.0,1.0,,,,,,,,,viktortsygankov,5.0,,,,1.0,1.0,1.0,,,,,,
10408579,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,39.0,34.0,1.0,1.0,9.0,10.0,28.0,33.0,3.0,,,,,89.0,57.0,7.2,11.0,0.0,0.0,0.511935,0,,,4.0,3.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,2.0,,1.0,,,,,
10408579,home,Girona FC,Reinier,reinier,Reinier,F,19,185.0,23831,M,978562,EUR,1011398400,M,19,19,False,18.0,16.0,2.0,,6.0,6.0,10.0,12.0,2.0,,,,,60.0,25.0,6.6,4.0,0.0597,0.0,0.00998456,1,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,reinier.jesus,1.0,1.0,,,,1.0,,,,,,,
10408579,home,Girona FC,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174.0,4780,M,989113,EUR,954633600,M,17,17,False,37.0,30.0,,,11.0,11.0,20.0,32.0,6.0,,,,,90.0,67.0,7.2,23.0,0.0505,0.0,0.14167,1,,,6.0,1.0,,5.0,8.0,,10.0,7.0,1.0,3.0,,,,,,,,,,,,,,2.0,1.0,,,,6.0,,,,,,,
