match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wasFouled,stat_challengeLost,player_firstName,player_lastName,player_sofascoreId,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,captain,stat_errorLeadToAGoal,stat_punches,stat_totalOffside
10433979,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,29.0,21.0,11.0,3.0,18.0,21.0,3.0,8.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,90.0,40.0,7.0,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433979,home,Beşiktaş JK,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,D,88,88,False,39.0,31.0,6.0,3.0,22.0,25.0,11.0,20.0,2.0,,,8.0,2.0,2.0,,,,,,90.0,70.0,6.8,18.0,0,6.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10433979,home,Beşiktaş JK,Welinton,welinton,Welinton,D,,181,86,M,76529,EUR,608169600,D,23,23,False,72.0,56.0,12.0,4.0,40.0,43.0,16.0,29.0,7.0,,,6.0,1.0,1.0,,,,,,90.0,83.0,6.7,18.0,0,,,4.0,,3.0,1.0,2.0,2.0,,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
10433979,home,Beşiktaş JK,Tayyip Talha Sanuç,tayyip-talha-sanuc,T. T. Sanuç,D,23,188,911,M,851909,EUR,945388800,D,3,3,False,62.0,54.0,4.0,1.0,49.0,50.0,5.0,12.0,6.0,,,5.0,2.0,2.0,,,,,,90.0,73.0,6.9,9.0,0,,,4.0,,4.0,,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10433979,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,25,25,False,60.0,52.0,7.0,5.0,29.0,32.0,26.0,38.0,2.0,2.0,1.0,7.0,1.0,,,,,,,90.0,90.0,7.0,19.0,1,10.0,3.0,4.0,1.0,,,2.0,1.0,1.0,,,1.0,,1.0,,,masuaku26,1.0,,,,,,,,,,
10433979,home,Beşiktaş JK,Nathan Redmond,nathan-redmond,N. Redmond,M,,173,416,M,115346,EUR,762912000,M,15,15,False,31.0,21.0,2.0,,6.0,8.0,16.0,26.0,5.0,,,6.0,2.0,,,,,,,83.0,50.0,7.5,16.0,3,3.0,1.0,5.0,1.0,,,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
10433979,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,47.0,43.0,4.0,3.0,24.0,26.0,20.0,22.0,2.0,1.0,1.0,9.0,,,,,,,,90.0,56.0,6.7,9.0,1,1.0,1.0,5.0,1.0,,,4.0,1.0,2.0,1.0,,,1.0,2.0,,,gedson_83,,,1.0,1.0,,,,,,,
10433979,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,False,53.0,48.0,4.0,2.0,27.0,29.0,22.0,25.0,1.0,,,6.0,1.0,1.0,,,,,,89.0,58.0,7.6,5.0,0,1.0,1.0,2.0,,,,,1.0,2.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,
10433979,home,Beşiktaş JK,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172,2369,M,342909,EUR,792633600,M,7,7,False,24.0,19.0,3.0,2.0,4.0,5.0,15.0,22.0,6.0,3.0,2.0,1.0,2.0,1.0,,,,,,63.0,42.0,6.8,15.0,0,3.0,,4.0,1.0,,,4.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,
10433979,home,Beşiktaş JK,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6763,M,252215,EUR,713145600,F,10,10,False,24.0,17.0,1.0,1.0,6.0,7.0,11.0,19.0,7.0,1.0,1.0,2.0,,,,,,,,90.0,43.0,7.5,11.0,5,2.0,,4.0,,4.0,1.0,2.0,,1.0,4.0,4.0,,2.0,,,,wout.weghorst,3.0,,,,2.0,2.0,1.0,,,,
