match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,captain,stat_wonContest,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine,player_sofascoreId
11408298,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,27.0,14.0,20.0,8.0,0.0,6.0,8.0,8.0,19.0,1.0,10.0,1.0,2.0,90.0,36.0,6.7,13.0,0.00283814,0,-0.2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408298,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,D,7,7,False,36.0,31.0,5.0,1.0,0.0,11.0,12.0,25.0,41.0,1.0,4.0,,,90.0,71.0,7.3,24.0,0.816605,0,,11,17.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,,,
11408298,home,Boavista,Vincent Sasso,vincent-sasso,V. Sasso,D,190,44,M,74071,EUR,666662400,D,23,23,False,34.0,27.0,5.0,2.0,0.0,17.0,18.0,11.0,18.0,2.0,5.0,,,90.0,47.0,6.7,8.0,0.753055,4,,23,2.0,1.0,3.0,6.0,3.0,2.0,,,1.0,,1.0,2.0,1.0,,,3.0,1.0,2.0,2.0,2.0,1.0,0.3783,,,,,,,,,,,,,
11408298,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,54.0,44.0,10.0,8.0,0.0,20.0,22.0,27.0,41.0,3.0,9.0,,,90.0,86.0,8.3,23.0,0.312199,1,,26,9.0,3.0,1.0,4.0,6.0,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,,4.0,3.0,,,1.0,2.0,0.0579,True,1.0,,,,,,,,,,,
11408298,home,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,178,34,M,143584,EUR,654393600,D,20,20,False,40.0,29.0,5.0,1.0,0.0,14.0,17.0,16.0,26.0,,3.0,,,90.0,53.0,6.1,14.0,0.0865979,0,,20,3.0,1.0,,4.0,2.0,1.0,,,,,1.0,,,,,,2.0,,,,3.0,,,,Filipe,Ferreira,,,,,,,,,
11408298,home,Boavista,Joel Silva,joel-silva,J. Silva,M,185,56,M,1393991,EUR,1044921600,M,16,16,False,12.0,9.0,1.0,,0.0,4.0,5.0,5.0,7.0,1.0,,,,69.0,19.0,7.0,4.0,0.00660784,2,,26,,,,3.0,3.0,,,,,,1.0,2.0,1.0,1.0,,,1.0,,,1.0,3.0,0.1474,,,Joel Silva,,1.0,1.0,0.055,,,,,,
11408298,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,False,29.0,26.0,2.0,1.0,0.0,13.0,13.0,13.0,16.0,,2.0,,,79.0,35.0,6.8,4.0,0.135911,1,,8,,,,3.0,6.0,,1.0,,,,1.0,3.0,3.0,,,,3.0,,,1.0,2.0,0.0222,,,Ilija,Vukotić,,,,,,,,,
11408298,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,M,8,8,False,18.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,23.0,,1.0,,,84.0,39.0,6.9,16.0,0.141006,0,,8,9.0,,,2.0,7.0,,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,
11408298,home,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,184,1041,M,892309,EUR,923616000,M,10,10,False,27.0,18.0,3.0,1.0,0.0,5.0,6.0,13.0,22.0,1.0,4.0,,,90.0,43.0,7.4,13.0,0.124964,1,,7,1.0,,5.0,9.0,7.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,1.0,,2.0,,,,2.0,0.7884,,1.0,,,1.0,1.0,0.9735,,,,,,
11408298,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,M,1134441,EUR,923097600,M,70,70,False,15.0,8.0,,,0.0,5.0,8.0,3.0,8.0,1.0,5.0,,,69.0,30.0,7.0,11.0,0.00392671,1,,70,1.0,,2.0,4.0,6.0,,1.0,1.0,,,2.0,3.0,3.0,2.0,1.0,,1.0,1.0,1.0,,1.0,0.1341,,1.0,,,,,,1.0,,,,,
11408298,home,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,188,1028,M,912033,EUR,942883200,F,9,9,False,17.0,12.0,1.0,,0.0,2.0,2.0,10.0,15.0,,3.0,,,90.0,32.0,6.8,12.0,0.0339896,6,,11,,,1.0,6.0,2.0,,2.0,1.0,,,1.0,,,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.645,,,,,3.0,,0.16,,,,,,
11408298,home,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,189,1826,M,804764,EUR,852076800,D,5,5,True,24.0,21.0,5.0,3.0,0.0,8.0,9.0,13.0,15.0,,3.0,,,21.0,25.0,6.8,3.0,0.0111873,0,,6,,,1.0,2.0,1.0,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11408298,home,Boavista,Masaki Watai,masaki-watai,M. Watai,M,168,73,M,926641,EUR,932256000,M,13,13,True,18.0,16.0,,,0.0,5.0,5.0,11.0,14.0,,1.0,,,21.0,23.0,6.8,3.0,0.0194913,0,,11,1.0,,,3.0,2.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
