match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_hitWoodwork,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_bigChanceMissed
12450917,home,Angers,Ahmadou Bamba Dieng,ahmadou-bamba-dieng,A. B. Dieng,F,12,178,8305,M,dieng_ahmadou_bamba,1102503,EUR,953769600,F,99,99,False,6.0,3.0,,,0.0,1.0,1.0,2.0,6.0,,,,55.0,11.0,6.4,5.0,0.00367279,0,,1.0,,6.0,2.0,8.0,3.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,Ahmadou Bamba Dieng,,,,,,1.0,,,,,,
12450917,home,Angers,Ibrahima Niane,ibrahima-niane,I. Niane,F,,187,431,M,,880775,EUR,921110400,F,7,7,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,35.0,7.0,6.4,2.0,6.489e-05,0,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
12450917,home,Angers,Esteban Lepaul,lepaul-esteban,E. Lepaul,F,9,177,1997,M,,966621,EUR,956016000,F,19,19,True,8.0,8.0,,,0.0,2.0,2.0,6.0,6.0,,,,24.0,13.0,6.7,2.0,0.228124,1,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,0.0934,1.0,,,,,,,,,,,,,
12450917,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179,570,M,,1170532,EUR,1061251200,D,3,3,True,6.0,4.0,,,0.0,2.0,3.0,2.0,3.0,1.0,,,14.0,14.0,6.4,3.0,0.0007527,0,,,,1.0,,2.0,,1.0,,,,1.0,,,,,,1.0,,,,,,Jacques Ekomie,,,,,,1.0,,,,,,
12450917,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178,247,M,,1462778,EUR,961113600,D,27,27,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,14.0,14.0,6.0,3.0,0.00249379,1,,,,,,5.0,1.0,,1.0,3.0,1.0,1.0,,,,2.0,,,,1.0,,0.138,,Lilian Raolisoa,,,,,,,,,,,,
12450917,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175,1155,M,,1195241,EUR,1013644800,M,14,14,True,3.0,1.0,,,0.0,1.0,2.0,,1.0,,,,14.0,7.0,6.4,3.0,1.097e-05,1,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,0.0063,,,,,,,,,,,,,,
12450917,home,Angers,Melvin Zinga,melvin-zinga,M. Zinga,G,16,187,122,M,,963201,EUR,1016236800,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,home,Angers,Cédric Hountondji,cedric-hountondji,C. Hountondji,D,4,195,551,M,,342911,EUR,758937600,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,home,Angers,Pierrick Capelle,pierrick-capelle,P. Capelle,M,15,181,58,M,,209768,EUR,545443200,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,home,Angers,Zinedine Ferhat,zinedine-ferhat,Z. Ferhat,M,8,183,1385,M,,842400,EUR,730944000,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Lucas Perri,lucas-perri,L. Perri,G,1,196,3418,M,,871290,EUR,881712000,G,23,23,False,31.0,21.0,16.0,6.0,0.0,17.0,19.0,4.0,12.0,7.0,1.0,2.0,90.0,40.0,7.3,10.0,0.00140546,0,0.2153,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,
12450917,away,Olympique Lyonnais,Ainsley Maitland-Niles,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,,352768,EUR,872812800,D,98,98,False,47.0,42.0,4.0,1.0,1.0,16.0,17.0,26.0,31.0,1.0,,,90.0,72.0,7.7,9.0,0.388375,1,,1.0,,,,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,2.0,0.1255,,,,1.0,0.0482,,,1.0,,,1.0,,,
12450917,away,Olympique Lyonnais,Clinton Mata,clinton-mata,C. Mata,D,22,180,1320,M,,152813,EUR,721094400,D,22,22,False,79.0,73.0,6.0,2.0,0.0,47.0,50.0,26.0,31.0,5.0,,,90.0,90.0,7.4,8.0,0.021541,0,,2.0,,1.0,2.0,3.0,4.0,,,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Duje Ćaleta-Car,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,,257091,EUR,842918400,D,55,55,False,82.0,79.0,5.0,3.0,0.0,56.0,57.0,23.0,25.0,6.0,,,90.0,93.0,7.7,4.0,0.681566,0,,,,,6.0,2.0,8.0,1.0,,,,6.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Nicolás Tagliafico,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,tagliafico3,158243,EUR,715219200,D,3,3,False,55.0,47.0,2.0,,0.0,25.0,28.0,22.0,29.0,3.0,,,82.0,74.0,8.0,10.0,0.0096204,2,,2.0,,,1.0,1.0,7.0,,,,,1.0,3.0,1.0,3.0,1.0,,,2.0,,,0.2661,1.0,,,1.0,0.599,,,,,,,1.0,,
12450917,away,Olympique Lyonnais,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,,151124,EUR,730944000,M,7,7,False,48.0,42.0,5.0,5.0,0.0,14.0,15.0,28.0,34.0,3.0,,,90.0,60.0,7.6,8.0,0.0798229,4,,1.0,,,,5.0,4.0,1.0,,,,,2.0,1.0,2.0,4.0,1.0,,,,1.0,0.206,2.0,,,2.0,1.0997,,,,,,,,,
12450917,away,Olympique Lyonnais,Nemanja Matić,nemanja-matic,N. Matić,M,18,194,3565,M,Mati,44241,EUR,586396800,M,31,31,False,74.0,62.0,4.0,1.0,0.0,22.0,24.0,40.0,51.0,5.0,,,82.0,80.0,6.9,14.0,0.123928,0,,1.0,,1.0,1.0,3.0,4.0,1.0,1.0,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,
12450917,away,Olympique Lyonnais,Corentin Tolisso,corentin-tolisso,C. Tolisso,M,8,181,3233,M,,343067,EUR,775872000,M,8,8,False,40.0,35.0,1.0,1.0,0.0,8.0,8.0,27.0,33.0,,,,90.0,56.0,7.6,8.0,0.205244,2,,1.0,,5.0,2.0,6.0,6.0,,,,,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.1488,,,,1.0,0.1164,,,,,,1.0,,,
12450917,away,Olympique Lyonnais,Rayan Cherki,cherki-rayan,R. Cherki,M,10,176,76914,M,rayan_cherki,979128,EUR,1061078400,F,18,18,False,51.0,46.0,3.0,3.0,1.0,8.0,8.0,40.0,48.0,5.0,,,68.0,72.0,8.9,14.0,0.317951,1,,5.0,2.0,,,5.0,3.0,1.0,3.0,1.0,,,2.0,1.0,1.0,,5.0,,1.0,,1.0,0.29,,,,1.0,0.9282,,,,,,1.0,1.0,,
12450917,away,Olympique Lyonnais,Alexandre Lacazette,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,lacazettealex,50070,EUR,675388800,F,10,10,False,17.0,15.0,1.0,,0.0,2.0,2.0,13.0,16.0,,,,68.0,24.0,7.3,4.0,0.414673,3,,1.0,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,0.2046,1.0,,,2.0,0.2192,True,,,,,1.0,,,
12450917,away,Olympique Lyonnais,Malick Fofana,malick-fofana,M. Fofana,F,11,169,6170,M,,1195784,EUR,1112227200,F,11,11,False,37.0,33.0,,,1.0,10.0,11.0,24.0,28.0,4.0,,,89.0,56.0,7.0,9.0,0.237768,1,,2.0,1.0,1.0,,6.0,6.0,2.0,,4.0,1.0,,2.0,1.0,3.0,,1.0,,3.0,,1.0,0.3764,,Malick Fofana,,1.0,0.6814,,,,,,,,,1.0
12450917,away,Olympique Lyonnais,Ernest Nuamah,ernest-nuamah,E. Nuamah,F,37,178,6900,M,nana_nuamah10,1202024,EUR,1067644800,F,37,37,True,4.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,5.0,,,,22.0,9.0,6.7,3.0,0.104573,0,,3.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,Ernest Nuamah,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,georgesmkd,1009372,EUR,972950400,F,69,69,True,7.0,3.0,,,0.0,,2.0,3.0,5.0,,,,22.0,14.0,7.0,6.0,0.020835,2,,,,,2.0,2.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,0.4165,1.0,,,1.0,0.6517,,,,,,,1.0,,1.0
12450917,away,Olympique Lyonnais,Abner Vinícius,abner-vinicius,Abner Vinícius,D,16,181,3931,M,,973838,EUR,959385600,D,16,16,True,6.0,5.0,1.0,,0.0,1.0,1.0,4.0,5.0,,,,8.0,8.0,6.6,1.0,0.00332342,0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Tanner Tessmann,tanner-tessmann,T. Tessmann,M,6,187,1230,M,,1022084,EUR,1001289600,M,15,15,True,5.0,4.0,1.0,,0.0,3.0,3.0,1.0,2.0,,,,8.0,6.0,6.5,1.0,0.00084791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18787,M,wilfriedzaha,111850,EUR,721353600,F,12,12,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,,,1.0,6.0,,1.0,0.00052929,0,,,,,,1.0,2.0,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,,788180,EUR,835660800,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,,999030,EUR,956448000,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,niakhate,758168,EUR,826243200,D,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450917,away,Olympique Lyonnais,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,,859027,EUR,950572800,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
