match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_wonContest,stat_dispossessed,player_firstName,player_lastName,stat_goalAssist,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed
10411617,home,Milan,Ciprian Tătărușanu,ciprian-tatarusanu,C. Tătărușanu,G,198,630,M,44453,EUR,508291200,G,1,1,False,30.0,26.0,5.0,1.0,26.0,28.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,90.0,40.0,6.3,5.0,0.0,0.0,8.173e-05,0,-0.8954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411617,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,177,2430,M,318607,EUR,849830400,D,2,2,False,78.0,69.0,7.0,3.0,44.0,47.0,35.0,6.0,5.0,,6.0,1.0,,,,,90.0,104.0,6.9,17.0,0.0,0.0,0.0907248,0,,2,True,26.0,4.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
10411617,home,Milan,Pierre Kalulu,pierre-kalulu,P. Kalulu,D,183,6630,M,965330,EUR,960163200,D,20,20,False,83.0,76.0,5.0,2.0,62.0,69.0,14.0,3.0,1.0,2.0,5.0,,,,,,90.0,91.0,7.7,7.0,0.0907,0.3096,0.00251689,1,,15,,14.0,,,2.0,,,1.0,1.0,,,Kalulujr_,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,
10411617,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,185,7146,M,788255,EUR,882489600,D,23,23,False,73.0,68.0,17.0,14.0,52.0,53.0,20.0,6.0,1.0,1.0,9.0,1.0,,,,,90.0,81.0,7.2,5.0,0.0,0.0,0.00379762,0,,23,,16.0,,,2.0,,,3.0,1.0,,,fikayotomori,1.0,2.0,,,,1.0,,,,,,,,,,
10411617,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,184,26616,M,788027,EUR,876096000,D,19,19,False,35.0,33.0,2.0,2.0,20.0,21.0,14.0,7.0,2.0,,6.0,5.0,,,,,90.0,58.0,7.1,5.0,0.0304,0.1196,0.0173462,1,,19,,13.0,,,2.0,,1.0,1.0,1.0,3.0,1.0,TheoHdez,,,1.0,,1.0,2.0,1.0,,,,,,,,,
10411617,home,Milan,Ismaël Bennacer,ismael-bennacer,I. Bennacer,M,175,31837,M,823733,EUR,880934400,M,4,4,False,60.0,54.0,4.0,4.0,21.0,21.0,40.0,5.0,,1.0,7.0,1.0,,,,,74.0,74.0,7.4,9.0,0.0,0.0,0.0368095,0,,4,,34.0,1.0,1.0,4.0,,,4.0,2.0,2.0,3.0,IsmaëlBennacer,,,,,,3.0,,1.0,,,,,,,,
10411617,home,Milan,Sandro Tonali,sandro-tonali,S. Tonali,M,181,14225,M,892673,EUR,957744000,M,8,8,False,25.0,19.0,2.0,,7.0,8.0,19.0,6.0,3.0,2.0,2.0,1.0,,,,,90.0,43.0,7.6,9.0,0.0773,0.0,0.0795795,1,,8,,13.0,2.0,1.0,2.0,,,5.0,5.0,2.0,2.0,sandrotonali,1.0,,,,1.0,2.0,,,,,1.0,1.0,,,,
10411617,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,180,7592,M,901891,EUR,930441600,M,56,56,False,30.0,23.0,1.0,1.0,9.0,10.0,24.0,4.0,,2.0,,1.0,,,,,85.0,47.0,6.8,12.0,0.0285,0.0,0.154774,1,,56,,15.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,,,AS56,,,,,,1.0,1.0,2.0,,,,1.0,,,,
10411617,home,Milan,Brahim Díaz,brahim-diaz,B. Díaz,M,170,258553,M,835485,EUR,933638400,M,10,10,False,38.0,35.0,4.0,4.0,13.0,13.0,25.0,6.0,,,7.0,,,,,,70.0,54.0,7.4,6.0,0.0858,0.0414,0.0388087,2,,21,,22.0,,,6.0,,3.0,5.0,4.0,,,Brahim,1.0,,1.0,,,2.0,1.0,1.0,,,,1.0,,,,
10411617,home,Milan,Rafael Leão,rafael-leao,R. Leão,M,188,75751,M,851284,EUR,928972800,M,17,17,False,18.0,14.0,,,,,22.0,7.0,,1.0,2.0,2.0,,,,,90.0,38.0,6.5,12.0,0.0498,0.0,0.156946,1,,10,,15.0,4.0,1.0,8.0,1.0,6.0,,,1.0,2.0,RLeão,2.0,1.0,,,,2.0,4.0,1.0,,,1.0,1.0,1.0,,,
