match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper
12514217,away,Casa Pia,João Goulart,,,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,,46.0,40.0,4.0,,0.0,37.0,39.0,3.0,7.0,3.0,,,90.0,65.0,6.5,9.0,0.0007575,1,,,4.0,1.0,7.0,7.0,4.0,3.0,,1.0,1.0,,4.0,1.0,,,2.0,,0.0098,,,3.0,,3.0,,1.0,,,,,,
12514217,away,Casa Pia,José Fonte,,,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,True,35.0,27.0,3.0,,0.0,22.0,27.0,5.0,8.0,5.0,,,90.0,50.0,6.6,9.0,0.00183925,0,,,,2.0,1.0,3.0,4.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,
12514217,away,Casa Pia,Duplexe Tchamba,,,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,False,,56.0,39.0,18.0,6.0,0.0,29.0,36.0,10.0,20.0,4.0,,,90.0,80.0,6.9,22.0,0.00757518,0,,,1.0,,3.0,4.0,7.0,1.0,1.0,1.0,1.0,,2.0,,,,2.0,1.0,,,,2.0,,1.0,,,,,,,,
12514217,away,Casa Pia,Gaizka Larrazabal,,,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,,38.0,25.0,9.0,2.0,0.0,21.0,25.0,4.0,13.0,6.0,,,90.0,55.0,6.5,19.0,0.00144004,1,,,1.0,,1.0,2.0,,1.0,,,,2.0,,,,,1.0,1.0,0.0271,,,,1.0,1.0,,,,,,,,
12514217,away,Casa Pia,Andrian Kraev,,,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,False,,20.0,14.0,3.0,,0.0,9.0,12.0,5.0,8.0,6.0,,,68.0,35.0,6.7,9.0,0.00493208,0,,,2.0,2.0,7.0,7.0,1.0,5.0,5.0,,1.0,2.0,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,,,
12514217,away,Casa Pia,Rafael Brito,,,rafael-brito,R. Brito,M,8,183,129,M,983537,EUR,1011398400,M,17,17,False,,19.0,12.0,5.0,2.0,0.0,8.0,8.0,4.0,11.0,3.0,,,79.0,23.0,6.4,8.0,0.00449545,0,,,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,
12514217,away,Casa Pia,Leonardo Lelo,,,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,,28.0,22.0,5.0,2.0,0.0,10.0,10.0,13.0,23.0,4.0,,,90.0,52.0,6.7,13.0,0.0568408,0,,5.0,,,4.0,3.0,1.0,2.0,,2.0,,1.0,2.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,
12514217,away,Casa Pia,Jérémy Livolant,,,jeremy-livolant,J. Livolant,F,29,175,282,M,826054,EUR,884304000,F,29,29,False,,10.0,5.0,1.0,,1.0,2.0,5.0,3.0,6.0,3.0,,,79.0,23.0,6.9,10.0,0.00485749,0,,1.0,1.0,,3.0,3.0,1.0,,1.0,,,3.0,1.0,,,,,2.0,,,,1.0,,,1.0,1.0,,1.0,,,,
12514217,away,Casa Pia,Cassiano,,,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,90,90,False,,11.0,9.0,,,0.0,4.0,4.0,5.0,7.0,1.0,,,69.0,16.0,6.7,3.0,0.00238354,0,,,,,1.0,2.0,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,
12514217,away,Casa Pia,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,7,7,False,,15.0,11.0,2.0,2.0,0.0,4.0,6.0,7.0,9.0,4.0,,,79.0,24.0,7.1,6.0,0.00726939,2,,,,,2.0,2.0,1.0,,,,,,2.0,,1.0,1.0,,1.0,0.1989,0.5435,,1.0,1.0,,,1.0,,,,,,
12514217,away,Casa Pia,Miguel Sousa,,,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,M,14,14,True,,21.0,16.0,4.0,2.0,0.0,9.0,12.0,7.0,10.0,4.0,,,22.0,27.0,6.9,6.0,0.0103566,0,,1.0,2.0,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
12514217,away,Casa Pia,Max Svensson,,,max-svensson,M. Svensson,F,9,182,45,M,1085569,EUR,1005177600,F,9,9,True,,8.0,3.0,,,0.0,,,3.0,9.0,1.0,,,21.0,17.0,6.6,11.0,0.00372955,1,,1.0,1.0,2.0,4.0,3.0,,,1.0,,,3.0,3.0,,1.0,,,,0.0167,0.0427,,1.0,,,,,,,,,,
12514217,away,Casa Pia,Pablo,,,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,True,,6.0,3.0,,,0.0,,1.0,3.0,6.0,1.0,,,11.0,11.0,6.6,5.0,0.00157263,0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,
12514217,away,Casa Pia,Beni Mukendi,,,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,True,,9.0,9.0,,,0.0,2.0,2.0,7.0,7.0,1.0,,,11.0,14.0,6.6,2.0,0.00374906,0,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
12514217,away,Casa Pia,Henrique Pereira,,,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,52,52,True,,2.0,,,,0.0,,,,5.0,,,,11.0,7.0,6.5,5.0,,0,,3.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12514217,away,Casa Pia,Ricardo Batista,,,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514217,away,Casa Pia,André Geraldes,,,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514217,away,Casa Pia,Ruben Kluivert,,,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514217,away,Casa Pia,Fahem Benaissa-Yahia,,,fahem-benaissa-yahia,F. Benaissa-Yahia,M,50,188,115,M,1529932,EUR,1020038400,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
