match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,captain,stat_challengeLost,stat_fouls,stat_keyPass,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_lastManTackle
11409216,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,False,16.0,13.0,5.0,2.0,12.0,13.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,26.0,7.3,3.0,0.0,0.0,0.00083491,0,0.0472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,False,74.0,63.0,5.0,3.0,25.0,29.0,38.0,46.0,,4.0,,9.0,,,,,,90.0,94.0,7.3,15.0,0.3411,0.0,0.0384007,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,False,68.0,63.0,2.0,2.0,42.0,45.0,21.0,23.0,4.0,6.0,1.0,6.0,,,,,,90.0,76.0,7.4,5.0,0.0,0.0,0.00927485,0,,,,,2.0,,,,,2.0,1.0,,,antoniosilva.66,2.0,1.0,,,,,,,,,,,,,,,
11409216,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,71.0,63.0,9.0,6.0,41.0,43.0,22.0,28.0,3.0,7.0,3.0,7.0,,,,,,90.0,84.0,7.7,9.0,0.0426,0.0,0.0381285,1,,,,,7.0,,,1.0,,3.0,2.0,1.0,1.0,Notamendi30,4.0,1.0,True,2.0,1.0,1.0,,,,,,,,,,,
11409216,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,D,8,8,False,60.0,54.0,3.0,2.0,22.0,23.0,33.0,40.0,1.0,3.0,,10.0,,,,,,90.0,78.0,7.6,12.0,0.0,0.0,0.0934386,0,,,,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11409216,home,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,False,54.0,47.0,3.0,3.0,18.0,21.0,30.0,34.0,1.0,4.0,1.0,6.0,,,,,,45.0,66.0,6.9,8.0,0.0641,0.0,0.0245022,2,,,,1.0,3.0,1.0,,1.0,,,,,2.0,joao_neves,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,
11409216,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,907461,EUR,978048000,M,10,10,False,92.0,77.0,11.0,9.0,14.0,16.0,64.0,80.0,,3.0,,7.0,,,,,,89.0,110.0,8.6,21.0,0.2185,0.1077,0.52009,3,,,,4.0,2.0,1.0,,,2.0,2.0,2.0,1.0,1.0,orkunkokcu,,,,1.0,,5.0,1.0,,,2.0,2.0,1.0,,,,,
11409216,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,30027,EUR,571795200,M,11,11,False,51.0,40.0,5.0,5.0,9.0,10.0,34.0,49.0,1.0,5.0,,5.0,,,,,,90.0,84.0,8.1,25.0,0.5237,0.4611,0.433686,7,,,,8.0,6.0,4.0,1.0,4.0,,,,4.0,2.0,ÁDiMaría,1.0,,,,,5.0,3.0,2.0,3.0,1.0,,2.0,1.0,,,,
11409216,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,44.0,39.0,1.0,1.0,3.0,4.0,36.0,40.0,1.0,6.0,,6.0,,,,,,90.0,68.0,8.1,12.0,1.131,1.0359,0.113296,6,,,,,5.0,5.0,1.0,1.0,2.0,,,3.0,4.0,Rafa_Silva,,,,,1.0,3.0,,1.0,,3.0,,2.0,,1.0,1.0,,
11409216,home,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,31.0,28.0,2.0,1.0,4.0,4.0,24.0,30.0,,4.0,,3.0,,,,,,69.0,44.0,7.2,7.0,0.1078,0.0,0.208687,3,,,,3.0,3.0,3.0,,1.0,,2.0,1.0,,,JoaoMario,1.0,,,,1.0,3.0,,2.0,,2.0,,,,,,,
11409216,home,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,False,10.0,9.0,,,,,9.0,10.0,2.0,7.0,,,,,,,,78.0,25.0,7.1,5.0,0.5786,0.3886,0.0753829,3,,,,,4.0,5.0,1.0,1.0,,,,3.0,1.0,arthurcabral9,1.0,,,,2.0,2.0,,4.0,,,,2.0,1.0,,,,
11409216,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,True,49.0,44.0,1.0,1.0,18.0,19.0,26.0,30.0,1.0,2.0,,3.0,,,,,,45.0,57.0,7.1,5.0,0.0,0.0,0.0415009,0,,,,,4.0,,,,5.0,1.0,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,
11409216,home,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,True,24.0,22.0,1.0,,9.0,9.0,13.0,16.0,,5.0,,4.0,,,,,,21.0,35.0,9.1,5.0,0.0968,0.0442,0.864612,3,,,,1.0,1.0,5.0,,1.0,,1.0,1.0,,,davidneres,,,,,,4.0,,4.0,,1.0,2.0,1.0,,,,2.0,
11409216,home,Benfica,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,19,19,True,9.0,7.0,,,2.0,2.0,5.0,7.0,,2.0,,,,,,,,12.0,12.0,7.8,2.0,0.215,0.9159,0.374685,1,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,
11409216,home,Benfica,Chiquinho,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,True,5.0,5.0,,,5.0,5.0,,,,,,,,,,,,1.0,5.0,,,0.0,0.0,3.661e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,966616,EUR,996624000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,anatoliytrubin81,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,1100952,EUR,1086048000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,andreasschjelderup,,,,,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,34.0,19.0,21.0,6.0,16.0,19.0,3.0,15.0,,,,9.0,2.0,3.0,7.0,,,90.0,50.0,7.8,15.0,0.0,0.0,0.00037997,0,0.9534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,27,27,False,31.0,20.0,2.0,1.0,9.0,16.0,12.0,17.0,2.0,2.0,2.0,3.0,,,,,,90.0,57.0,6.5,16.0,0.0,0.0,0.051015,0,,,,2.0,5.0,2.0,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
11409216,away,CF Estrela Amadora,Johnstone Omurwa,omurwa-johnstone,J. Omurwa,D,55,183,132,M,1006303,EUR,902534400,D,2,2,False,39.0,34.0,3.0,1.0,27.0,29.0,7.0,10.0,2.0,3.0,7.0,5.0,,,,,,90.0,61.0,6.9,8.0,0.0149,0.0294,0.00271145,1,,,,,9.0,1.0,,,4.0,1.0,,1.0,,,1.0,3.0,,5.0,1.0,1.0,,,1.0,,,1.0,,,,,
11409216,away,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,28.0,26.0,2.0,,23.0,23.0,3.0,5.0,2.0,4.0,9.0,8.0,,,,,,90.0,45.0,7.5,2.0,0.0,0.0,0.0010273,0,,Kialonda Gaspar,,,1.0,,,,3.0,1.0,1.0,,1.0,,1.0,3.0,True,,,,,,,,,,,,,,1.0
11409216,away,CF Estrela Amadora,Mansur,mansur,Mansur,D,70,181,47,M,328871,EUR,735004800,D,70,70,False,23.0,19.0,3.0,2.0,13.0,15.0,6.0,8.0,1.0,3.0,4.0,3.0,,,,,,90.0,31.0,6.7,5.0,0.0,0.0,0.00255674,0,,,,,,,,,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,João Reis,joao-reis,J. Reis,D,17,174,24,M,343487,EUR,709344000,D,17,17,False,21.0,9.0,,,5.0,14.0,4.0,8.0,,4.0,,7.0,,,,,,53.0,41.0,6.7,15.0,0.0,0.0,0.00199195,0,,,,1.0,2.0,,,,1.0,3.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Ronald,ronald,Ronald,M,35,177,288,M,1123234,EUR,992476800,M,90,90,False,18.0,11.0,5.0,3.0,4.0,7.0,7.0,12.0,,8.0,1.0,6.0,,,,,,90.0,43.0,7.0,15.0,0.1289,0.0,0.0337728,3,,Ronald,,1.0,7.0,5.0,,2.0,,1.0,,5.0,3.0,,3.0,,,1.0,2.0,1.0,,4.0,1.0,1.0,,,,,,,
11409216,away,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,13.0,12.0,,,9.0,9.0,3.0,5.0,,3.0,,3.0,,,,,,70.0,20.0,6.8,2.0,0.0,0.0,0.00281479,0,,,,1.0,2.0,,,,2.0,2.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Vitó,vito,Vitó,M,8,180,26,M,845680,EUR,874540800,M,18,18,False,34.0,25.0,1.0,,12.0,17.0,13.0,20.0,,2.0,1.0,4.0,,,,,,71.0,41.0,6.6,13.0,0.0,0.0,0.0255525,0,,,,3.0,5.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,3.0,1.0,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,M,8,8,False,7.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,,1.0,,1.0,,,,,,59.0,15.0,6.6,5.0,0.0061,0.0,0.0044265,1,,,,1.0,4.0,,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,
11409216,away,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,False,12.0,7.0,1.0,1.0,1.0,3.0,6.0,9.0,3.0,4.0,1.0,1.0,,,,,,71.0,21.0,6.8,9.0,0.0319,0.0,0.110743,1,,,,,4.0,1.0,,,,1.0,1.0,2.0,,,1.0,,,,1.0,3.0,,,1.0,1.0,,,,,,,
11409216,away,CF Estrela Amadora,Jean Felipe,jean-felipe,J. Felipe,D,12,180,36,M,386094,EUR,769219200,D,12,12,True,10.0,7.0,2.0,1.0,2.0,4.0,6.0,8.0,,,,,,,,,,37.0,14.0,6.2,5.0,0.0,0.0,0.143762,0,,,,2.0,3.0,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,
11409216,away,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,True,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,,,,1.0,,,,,,31.0,11.0,6.3,3.0,0.0,0.0,0.0105895,0,,,,,4.0,2.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,23,23,True,5.0,3.0,,,2.0,3.0,1.0,2.0,1.0,3.0,,1.0,,,,,,20.0,13.0,6.7,4.0,0.1822,0.0,0.00021663,1,,Manuel Keliano,,,4.0,,,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,
11409216,away,CF Estrela Amadora,Alioune Ndour,alioune-ndour,A. Ndour,F,45,188,55,M,1025215,EUR,983577600,F,61,61,True,8.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,,1.0,1.0,3.0,,,,,,19.0,19.0,6.5,9.0,0.0238,0.0178,0.00031849,1,,,,,6.0,2.0,,,,,,4.0,,,3.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,
11409216,away,CF Estrela Amadora,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,True,9.0,4.0,1.0,,3.0,4.0,2.0,6.0,,2.0,,1.0,,,,,,19.0,16.0,6.1,8.0,0.0,0.0,0.00269811,0,,,,1.0,3.0,2.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
11409216,away,CF Estrela Amadora,António Filipe,antonio-filipe,A. Filipe,G,,187,15,M,61246,EUR,482284800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Júnior Almeida,erivaldo-almeida,Jr. Almeida,D,4,189,45,M,1046500,EUR,947894400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Erivaldo Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409216,away,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
