match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_errorLeadToAShot,stat_totalOffside,stat_hitWoodwork
12421218,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190.0,332,M,843151,EUR,886464000,G,41,41,False,22.0,13.0,16.0,7.0,0.0,9.0,11.0,4.0,11.0,9.0,2.0,4.0,90.0,33.0,6.8,9.0,0.00234221,0,-0.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Gilles Dewaele,,,gilles-dewaele,G. Dewaele,D,20,180.0,52,M,285943,EUR,824169600,D,20,20,False,25.0,11.0,3.0,2.0,0.0,4.0,8.0,7.0,19.0,3.0,,,90.0,50.0,6.5,21.0,0.0240536,0,,2.0,1.0,2.0,5.0,7.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,79,M,846330,EUR,896140800,D,27,27,False,35.0,27.0,3.0,1.0,0.0,19.0,23.0,8.0,12.0,4.0,,,84.0,44.0,6.6,8.0,0.00209565,1,,,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,1.0,,,,1.0,1.0,1.0,0.0219,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184.0,2644,M,845930,EUR,868665600,D,93,93,False,40.0,20.0,17.0,3.0,0.0,12.0,17.0,8.0,23.0,4.0,,,90.0,54.0,7.0,21.0,0.00265927,1,,,,,3.0,3.0,2.0,,4.0,3.0,3.0,1.0,,1.0,,,2.0,0.0635,1.0,1.0,0.4063,,,,,,,,,,,,
12421218,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185.0,119,M,998740,EUR,1047427200,D,4,4,False,23.0,16.0,3.0,,0.0,11.0,12.0,5.0,11.0,2.0,,,71.0,36.0,6.4,9.0,0.0025841,1,,,4.0,3.0,6.0,3.0,,,4.0,1.0,,,,2.0,1.0,,,0.0328,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,19,174.0,155,M,122859,EUR,675475200,D,16,16,False,20.0,14.0,3.0,2.0,0.0,1.0,2.0,16.0,29.0,4.0,,,71.0,52.0,7.3,20.0,0.110548,0,,11.0,,,,6.0,,2.0,1.0,2.0,4.0,,,,,1.0,2.0,,,,,True,3.0,2.0,2.0,,,,,,,,
12421218,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,M,6,6,False,21.0,18.0,1.0,1.0,0.0,10.0,11.0,8.0,10.0,4.0,,,71.0,43.0,7.0,11.0,0.0353125,0,,,,,3.0,7.0,,2.0,,1.0,2.0,5.0,3.0,,,,1.0,,,,,,,2.0,1.0,3.0,,,,,,,
12421218,home,KV Kortrijk,Marco Ilaimaharitra,,,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178.0,500,M,358198,EUR,806716800,M,23,23,False,45.0,31.0,3.0,1.0,0.0,11.0,14.0,21.0,34.0,6.0,,,90.0,61.0,6.6,21.0,0.0378381,0,,3.0,,2.0,6.0,6.0,3.0,3.0,,,2.0,2.0,,1.0,,,2.0,,,,,,1.0,2.0,,1.0,,,,,,,
12421218,home,KV Kortrijk,Karim Dermane,Karim Dermane,,karim-dermane,K. Dermane,M,29,193.0,3302,M,1130307,EUR,1072396800,M,8,8,False,44.0,26.0,5.0,1.0,0.0,11.0,14.0,15.0,32.0,14.0,,,90.0,69.0,7.0,33.0,0.144846,1,,2.0,2.0,1.0,10.0,10.0,,6.0,,,4.0,5.0,2.0,1.0,1.0,,1.0,0.0175,,,,,,3.0,1.0,4.0,,,,,,,
12421218,home,KV Kortrijk,Koen Kostons,Koen,Kostons,koen-kostons,K. Kostons,F,10,185.0,334,M,847073,EUR,937612800,F,18,18,False,19.0,15.0,,,0.0,4.0,4.0,11.0,15.0,1.0,,,71.0,28.0,6.9,7.0,0.0154764,0,,,4.0,,6.0,3.0,,1.0,1.0,,2.0,2.0,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,
12421218,home,KV Kortrijk,Nacho Ferri,,,nacho-ferri,N. Ferri,F,90,192.0,459,M,1196903,EUR,1096934400,F,19,19,False,19.0,7.0,,,0.0,2.0,2.0,5.0,17.0,1.0,,,90.0,39.0,7.2,16.0,0.0150337,5,,,9.0,11.0,12.0,14.0,,2.0,2.0,,1.0,2.0,1.0,1.0,3.0,,1.0,0.2275,1.0,,0.2072,,,1.0,,1.0,1.0,,,,,,
12421218,home,KV Kortrijk,Ryotaro Tsunoda,,,tsunoda-ryotaro,R. Tsunoda,D,22,183.0,198,M,1083801,EUR,930441600,D,33,33,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,1.0,,,19.0,13.0,6.7,2.0,0.00143474,0,,,,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Mouhamed Gueye,,,gueye-mouhamed,M. Guèye,M,2,171.0,130,M,1470031,EUR,1068940800,M,32,32,True,10.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,8.0,2.0,,,19.0,21.0,6.9,4.0,0.00743693,1,,,,1.0,3.0,5.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,,1.0,0.0982,,,,,,1.0,,1.0,,,,,,,
12421218,home,KV Kortrijk,Dion De Neve,,,dion-de-neve,D. D. Neve,M,14,180.0,102,M,923974,EUR,992304000,D,11,11,True,4.0,4.0,,,0.0,3.0,3.0,3.0,5.0,1.0,,,19.0,10.0,6.6,3.0,0.160066,0,,4.0,,,2.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,2.0,,1.0,,,1.0,,,,,
12421218,home,KV Kortrijk,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178.0,423,M,356024,EUR,859507200,F,68,68,True,5.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,,,19.0,14.0,6.7,6.0,0.00250761,1,,,1.0,1.0,4.0,2.0,,1.0,,,,2.0,,,1.0,,,0.2912,,,,,,1.0,,3.0,,,1.0,,,,
12421218,home,KV Kortrijk,Karol Czubak,,,karol-czubak,K. Czubak,F,9,193.0,493,M,1006858,EUR,948758400,F,9,9,True,3.0,1.0,,,1.0,,,1.0,3.0,,,,12.0,4.0,7.0,2.0,0.0243133,0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12421218,home,KV Kortrijk,Lucas Pirard,,,lucas-pirard,L. Pirard,G,21,191.0,81,M,190379,EUR,794793600,G,95,95,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Fuhna Nsolo,Fuhna Nsolo,,fuhna-nsolo,F. Nsolo,D,49,,35,M,2022306,EUR,1114473600,M,49,49,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,James Ndjeungoue,,,james-ndjeungoue,J. Ndjeungoue,D,5,186.0,158,M,1394357,EUR,1049414400,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421218,home,KV Kortrijk,Nathan Huygevelde,,,nathan-huygevelde,N. Huygevelde,M,35,185.0,46,M,1388593,EUR,1074816000,M,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421218,away,Royale Union Saint-Gilloise,Anthony Moris,,,anthony-moris,A. Moris,G,49,184.0,297,M,39457,EUR,641347200,G,49,49,False,38.0,23.0,23.0,8.0,0.0,21.0,23.0,2.0,15.0,7.0,1.0,1.0,90.0,44.0,6.6,15.0,0.00046688,0,-0.3865,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,2.0,,,
12421218,away,Royale Union Saint-Gilloise,Ross Sykes,,,ross-sykes,R. Sykes,D,26,196.0,234,M,845558,EUR,922406400,D,26,26,False,22.0,15.0,3.0,,0.0,12.0,15.0,3.0,7.0,1.0,,,45.0,35.0,6.8,12.0,0.138368,1,,,1.0,3.0,3.0,4.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,0.0154,,,,,,,1.0,,,,,,,,
12421218,away,Royale Union Saint-Gilloise,Christian Burgess,,,christian-burgess,C. Burgess,D,16,196.0,311,M,303634,EUR,686793600,D,16,16,False,54.0,38.0,10.0,3.0,1.0,22.0,26.0,16.0,28.0,,,,90.0,83.0,7.8,19.0,0.00571046,2,,,7.0,10.0,9.0,14.0,1.0,,16.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,0.2194,1.0,,0.082,,,,2.0,,,,,,1.0,,
12421218,away,Royale Union Saint-Gilloise,Fedde Leysen,Fedde Leysen,,fedde-leysen,F. Leysen,D,48,191.0,390,M,1088899,EUR,1057708800,D,48,48,False,49.0,42.0,6.0,2.0,0.0,29.0,33.0,13.0,18.0,5.0,,,90.0,76.0,6.8,14.0,0.00499027,1,,2.0,2.0,3.0,2.0,4.0,,,9.0,,,2.0,1.0,,1.0,,,0.2007,,,,,,,,,,,,,,,
12421218,away,Royale Union Saint-Gilloise,Anan Khalaili,,,khalaili-anan,A. Khalaili,M,25,183.0,2317,M,1403362,EUR,1094169600,M,25,25,False,28.0,18.0,2.0,,0.0,10.0,15.0,8.0,16.0,7.0,,,90.0,56.0,7.3,20.0,0.0921305,3,,3.0,1.0,1.0,5.0,7.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,,1.0,,1.0,0.5155,1.0,,0.5958,,,2.0,1.0,,1.0,,,,,1.0,
12421218,away,Royale Union Saint-Gilloise,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173.0,15438,M,1171539,EUR,1103241600,M,27,27,False,39.0,36.0,3.0,2.0,0.0,17.0,17.0,19.0,23.0,5.0,,,90.0,59.0,6.6,13.0,0.0342484,1,,1.0,1.0,,9.0,4.0,1.0,2.0,2.0,,3.0,3.0,,1.0,1.0,,1.0,0.1241,,,,,,1.0,1.0,5.0,,,,,,,1.0
