match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_fouls,player_sofascoreId,stat_keyPass,stat_goals,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,captain,stat_totalOffside,stat_hitWoodwork
11978620,home,Leicester City,Jakub Stolarczyk,,,jakub-stolarczyk,J. Stolarczyk,G,1,194,1023,M,997830,EUR,977184000,G,41,41,False,73.0,54.0,25.0,9.0,52.0,59.0,2.0,14.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,2.0,90.0,85.0,8.9,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11978620,home,Leicester City,Benjamin Nelson,,,benjamin-nelson,B. Nelson,D,4,193,230,M,1391844,EUR,1082246400,D,45,45,False,51.0,41.0,5.0,2.0,35.0,42.0,6.0,9.0,1.0,9.0,7.0,8.0,8.0,3.0,,,,,,,90.0,72.0,7.5,11.0,2,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11978620,home,Leicester City,Conor Coady,,,conor-coady,C. Coady,D,15,184,633,M,98449,EUR,730598400,D,4,4,False,86.0,81.0,4.0,1.0,75.0,77.0,6.0,9.0,,3.0,3.0,5.0,1.0,,,,,,,,90.0,99.0,7.7,6.0,0,,,,,,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
11978620,home,Leicester City,Callum Doyle,Callum Doyle,,callum-doyle,C. Doyle,D,2,185,1051,M,1090508,EUR,1065139200,D,5,5,False,18.0,10.0,4.0,1.0,8.0,10.0,2.0,9.0,1.0,7.0,,1.0,3.0,2.0,,,,,,,45.0,39.0,6.6,13.0,0,6.0,2.0,,,,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11978620,home,Leicester City,Brandon Cover,Brandon Cover,,brandon-cover,B. Cover,M,28,187,91,M,1148548,EUR,1064448000,M,58,58,False,12.0,12.0,1.0,1.0,10.0,10.0,2.0,2.0,,3.0,2.0,1.0,3.0,3.0,,,,,,,45.0,25.0,7.3,,0,2.0,,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,
11978620,home,Leicester City,Hamza Choudhury,,,hamza-choudhury,H. Choudhury,M,17,178,85684,M,833057,EUR,875664000,M,17,17,False,56.0,48.0,3.0,1.0,38.0,40.0,10.0,16.0,1.0,2.0,,2.0,,,,,,,,,90.0,63.0,6.6,9.0,0,6.0,1.0,,,,1.0,,,,,1.0,,,1.0,4.0,HChoudhury,2.0,,,,,,,,
11978620,home,Leicester City,Yunus Akgün,,,yunus-akgun,Y. Akgün,M,11,173,9047,M,857738,EUR,962928000,M,29,29,False,23.0,22.0,2.0,2.0,12.0,13.0,10.0,10.0,,8.0,1.0,2.0,4.0,3.0,,,,,,,81.0,45.0,7.9,6.0,2,4.0,1.0,,1.0,1.0,1.0,5.0,4.0,,3.0,,,1.0,,1.0,yunusakgun17,,1.0,,,,,,,
11978620,home,Leicester City,Dennis Praet,,,dennis-praet,D. Praet,M,8,181,722,M,135647,EUR,768873600,M,26,26,False,36.0,28.0,,,12.0,14.0,16.0,23.0,,1.0,5.0,3.0,1.0,1.0,,,,,,,90.0,49.0,7.2,11.0,2,6.0,,,,1.0,,1.0,,,1.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,
11978620,home,Leicester City,Marc Albrighton,,,marc-albrighton,M. Albrighton,M,,175,230,M,47737,EUR,627350400,F,11,11,False,28.0,19.0,4.0,2.0,9.0,9.0,12.0,28.0,1.0,7.0,2.0,7.0,1.0,1.0,,,,,,,90.0,53.0,7.8,20.0,2,4.0,,,1.0,,,4.0,3.0,,2.0,2.0,9.0,1.0,,2.0,,2.0,,1.0,1.0,2.0,1.0,,,
11978620,home,Leicester City,Jamie Vardy,,,jamie-vardy,J. Vardy,F,10,178,22954,M,173827,EUR,537321600,F,9,9,False,9.0,8.0,1.0,1.0,2.0,2.0,6.0,7.0,1.0,2.0,1.0,,,,,,,,,,67.0,16.0,7.2,3.0,1,4.0,,,,1.0,,,,,2.0,1.0,,1.0,,3.0,Vardy7,,1.0,,,,,True,1.0,
