match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,confirmed,player_id,player_name,playerName,reason,rescinded,from
10408422,FT,2.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10408422,,,,,90,1.0,,1,,,substitution,121681284.0,False,False,regular,,,,,,,,
10408422,,,,,90,1.0,,1,,,substitution,121681283.0,False,False,regular,,,,,,,,
10408422,,,,,90,0.0,,1,,,injuryTime,,,,,7.0,,,,,,,
10408422,,,,,84,,,7,,,varDecision,16628.0,,True,penaltyAwarded,,False,973887.0,Eduardo Camavinga,,,,
10408422,,2.0,3.0,,80,,,11,,,goal,168631716.0,,False,regular,,,822470.0,Samuel Chukwueze,,,,
10408422,,,,,75,,,16,,,substitution,121681223.0,False,True,regular,,,,,,,,
10408422,,,,,72,,,19,,,substitution,121681203.0,False,True,regular,,,,,,,,
10408422,,,,,71,,,20,,,varDecision,16627.0,,False,goalNotAwarded,,False,344129.0,José Luis Morales,,,,
10408422,,2.0,2.0,,70,,,21,,,goal,168631662.0,,False,regular,,,344129.0,José Luis Morales,,,,
10408422,,,,,69,,,22,,,card,120699054.0,,False,yellow,,,873189.0,Juan Foyth,Juan Foyth,Persistent fouling,False,
10408422,,,,,67,,,24,,,substitution,121681179.0,False,False,regular,,,,,,,,
10408422,,,,,67,,,24,,,substitution,121681178.0,False,False,regular,,,,,,,,
10408422,,,,,59,,,32,,,substitution,121681130.0,False,True,regular,,,,,,,,
10408422,,2.0,1.0,,48,,,43,,,goal,168631218.0,,True,regular,,,868812.0,Vinícius Júnior,,,,
10408422,,,,,46,,,45,,,substitution,121681067.0,False,True,regular,,,,,,,,
10408422,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10408422,,,,,45,0.0,,1,,,injuryTime,,,,,2.0,,,,,,,
10408422,,1.0,1.0,,39,,,7,,,goal,168630536.0,,False,regular,,,822470.0,Samuel Chukwueze,,,,
10408422,,,,,35,,,11,,,card,120698953.0,,False,yellow,,,797290.0,Alfonso Pedraza,Alfonso Pedraza,Foul,False,
10408422,,,,,33,,,13,,,substitution,121680949.0,False,False,regular,,,,,,,,
10408422,,,,,25,,,21,,,card,120698919.0,,False,yellow,,,984624.0,Yéremy Pino,Yéremy Pino,Foul,False,
10408422,,1.0,0.0,,16,,,30,,,goal,168629968.0,,True,ownGoal,,,864169.0,Pau Torres,,,,owngoal
