match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,captain,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,stat_clearanceOffLine
13189388,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171.0,173851,M,Foden,859765,EUR,959472000,M,47,47,True,24.0,23.0,3.0,2.0,1.0,10.0,10.0,13.0,15.0,,,,,,,35.0,29.0,7.1,3.0,1,,,,,1.0,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,
13189388,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178.0,33771,M,Kova8,136710,EUR,768182400,M,8,8,True,21.0,19.0,,,0.0,9.0,9.0,10.0,12.0,,1.0,,,,,16.0,23.0,6.6,3.0,0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
13189388,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186.0,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170.0,17470,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,,0,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186.0,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173.0,62462,M,BSilva,331209,EUR,776476800,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181.0,315719,M,KDB,70996,EUR,678067200,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194.0,849024,M,EHaaland,839956,EUR,964137600,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,away,Salford City,Matthew Young,young-matthew,M. Young,G,1,191.0,143,M,,1471477,EUR,1164326400,G,13,13,False,31.0,16.0,28.0,13.0,0.0,6.0,8.0,10.0,23.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,35.0,5.7,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,
13189388,away,Salford City,Liam Shephard,liam-shephard,L. Shephard,D,18,178.0,27,M,,611758,EUR,785462400,D,32,32,False,26.0,20.0,5.0,2.0,0.0,11.0,12.0,9.0,15.0,,6.0,,,,,90.0,48.0,5.5,10.0,0,,,,1.0,2.0,5.0,,,2.0,2.0,,,1.0,,,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,
13189388,away,Salford City,Curtis Tilt,curtis-tilt,C. Tilt,D,26,194.0,55,M,,856303,EUR,681264000,D,16,16,False,23.0,17.0,7.0,3.0,0.0,12.0,14.0,5.0,9.0,10.0,2.0,,,,,90.0,41.0,5.8,7.0,1,,,1.0,3.0,4.0,5.0,,,2.0,2.0,,1.0,,,,,,1.0,,,,3.0,1.0,3.0,True,,,,,,1.0,1.0,
13189388,away,Salford City,Luke Garbutt,luke-garbutt,L. Garbutt,D,29,178.0,41,M,,98429,EUR,737942400,D,29,29,False,26.0,21.0,4.0,,0.0,11.0,12.0,13.0,19.0,6.0,2.0,,,,,90.0,49.0,5.9,11.0,0,,,,,4.0,,,,,,,2.0,5.0,3.0,2.0,1.0,,,,,,1.0,,2.0,,,,,,,1.0,,
13189388,away,Salford City,Ossama Ashley,ossama-ashley,O. Ashley,M,4,180.0,51,M,,915130,EUR,976492800,M,4,4,False,12.0,10.0,1.0,1.0,0.0,6.0,7.0,4.0,5.0,1.0,3.0,,,,,58.0,20.0,6.0,3.0,0,,,,1.0,4.0,3.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,,1.0,
13189388,away,Salford City,Haji Mnoga,haji-mnoga,H. Mnoga,M,19,190.0,650,M,,958722,EUR,1018915200,M,19,19,False,8.0,6.0,,,0.0,1.0,2.0,5.0,6.0,1.0,2.0,,,,,58.0,19.0,6.1,7.0,0,,,1.0,,4.0,3.0,,,1.0,,,,,,1.0,1.0,,,,3.0,2.0,,1.0,,,,,,,,1.0,,
13189388,away,Salford City,Matthew Lund,matthew-lund,M. Lund,M,,170.0,15,M,,77153,EUR,659145600,M,8,8,False,14.0,13.0,1.0,1.0,0.0,4.0,5.0,9.0,9.0,1.0,2.0,,,,,70.0,23.0,6.5,3.0,1,,,,1.0,3.0,4.0,,,2.0,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
13189388,away,Salford City,Tyrese Fornah,tyrese-fornah,T. Fornah,M,14,181.0,183,M,,1014098,EUR,937008000,M,6,6,False,30.0,26.0,2.0,1.0,0.0,12.0,13.0,14.0,17.0,,4.0,,,,,90.0,41.0,6.0,10.0,0,,,,,2.0,2.0,,,1.0,,,1.0,,,,,,,,3.0,1.0,,2.0,,,,,,,,,,
13189388,away,Salford City,Kevin Berkoe,kevin-berkoe,K. Berkoe,M,30,178.0,26,M,,987543,EUR,994291200,M,3,3,False,10.0,7.0,,,0.0,2.0,2.0,5.0,10.0,1.0,2.0,,,,,90.0,24.0,6.3,7.0,1,,,1.0,1.0,2.0,4.0,,,2.0,2.0,,,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,
13189388,away,Salford City,Kylian Kouassi,kylian-kouassi,K. Kouassi,F,20,189.0,46,M,,1133297,EUR,1055894400,F,27,27,False,8.0,3.0,,,0.0,1.0,1.0,2.0,7.0,,,,,,,70.0,17.0,7.0,6.0,2,Kylian Kouassi,,4.0,6.0,5.0,7.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,1.0
13189388,away,Salford City,Hakeeb Adelakun,hakeeb-adelakun,H. Adelakun,F,47,190.0,59,M,,303450,EUR,834451200,F,31,31,False,29.0,24.0,1.0,,0.0,11.0,12.0,15.0,19.0,1.0,4.0,,,,,87.0,35.0,6.9,6.0,2,,,,1.0,2.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,2.0,,1.0,,2.0,,,,,,,,,,,
13189388,away,Salford City,Ryan Watson,ryan-watson,R. Watson,M,,185.0,9,M,,255107,EUR,742003200,M,7,7,True,10.0,9.0,2.0,1.0,0.0,4.0,4.0,5.0,6.0,,2.0,,,,,32.0,13.0,6.2,1.0,0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
13189388,away,Salford City,Jon Taylor,jon-taylor,J. Taylor,M,11,180.0,10,M,,104782,EUR,711590400,M,11,11,True,7.0,4.0,,,0.0,2.0,2.0,2.0,5.0,,,,,,,32.0,14.0,6.3,5.0,1,Jon,Taylor,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
13189388,away,Salford City,Cole Stockton,cole-stockton,C. Stockton,F,9,185.0,84,M,,218192,EUR,763516800,F,9,9,True,1.0,,,,0.0,,,,1.0,,1.0,,,,,20.0,2.0,6.5,1.0,1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
13189388,away,Salford City,Conor McAleny,conor-mcaleny,C. McAleny,F,14,178.0,23,M,,103119,EUR,713577600,F,18,18,True,,,,,0.0,,,,,,,,,,,20.0,6.0,6.7,1.0,1,,,,,2.0,2.0,,,1.0,1.0,,1.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,
13189388,away,Salford City,Will Wright,will-wright,W. Wright,F,9,190.0,1620,M,,1984100,EUR,1199145600,D,44,44,True,,,,,0.0,,,,,,,,,,,3.0,,,,0,Will Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,away,Salford City,Jamie Jones,jamie-jones,J. Jones,G,,188.0,22,M,,38689,EUR,603763200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,away,Salford City,James Chester,james-chester,J. Chester,D,,177.0,38,M,,46347,EUR,601516800,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,away,Salford City,Marshall Heys,marshall-heys,M. Heys,M,,,6,M,,1984099,EUR,1251331200,M,42,42,True,,,,,,,,,,,,,,,,,,,,0,Marshall Heys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189388,away,Salford City,Kyrell Malcolm,kyrell-malcolm,K. Malcolm,F,30,178.0,20,M,,1566896,EUR,1181606400,M,23,23,True,,,,,,,,,,,,,,,,,,,,0,Kyrell Malcolm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
