match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_goodHighClaim
10408375,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,26.0,19.0,14.0,7.0,17.0,19.0,2.0,7.0,8.0,2.0,2.0,1.0,1.0,90.0,35.0,7.5,7.0,0.0,0.0,0.00036203,0,0.4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408375,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,False,71.0,54.0,6.0,3.0,24.0,31.0,31.0,46.0,7.0,,,,,90.0,94.0,6.7,28.0,0.1032,0.0,0.051006,1,,6.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408375,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,56.0,47.0,5.0,3.0,31.0,36.0,16.0,20.0,5.0,,,,,90.0,65.0,7.2,9.0,0.0952,0.0,0.00630189,1,,,,1.0,5.0,,1.0,3.0,,,,,,1.0,1.0,5.0,1.0,,,,,,,,,,,,,
10408375,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,60.0,51.0,14.0,12.0,37.0,43.0,14.0,17.0,4.0,,,,,90.0,68.0,6.7,10.0,0.0,0.0,0.0075435,0,,,,4.0,3.0,4.0,,3.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,
10408375,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,53.0,45.0,4.0,,22.0,23.0,23.0,31.0,10.0,,,,,90.0,81.0,8.2,11.0,0.0,0.0,0.0203706,0,,1.0,,2.0,11.0,1.0,,2.0,7.0,4.0,1.0,3.0,,,1.0,1.0,2.0,,,,,4.0,,,,,,,,
10408375,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,38.0,33.0,,,18.0,21.0,15.0,19.0,5.0,,,,,90.0,57.0,7.1,11.0,0.0171,0.02,0.0311853,1,,2.0,,4.0,5.0,1.0,,,4.0,2.0,2.0,,1.0,,,,1.0,,,2.0,1.0,,1.0,1.0,,,,,,
10408375,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,55.0,54.0,7.0,7.0,19.0,20.0,36.0,37.0,5.0,,,,,59.0,59.0,7.2,3.0,0.0,0.0,0.198729,0,,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,
10408375,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,92.0,79.0,9.0,5.0,38.0,42.0,41.0,51.0,7.0,,,,,90.0,105.0,6.7,14.0,0.0493,0.0,0.0481928,2,,1.0,,4.0,1.0,4.0,,2.0,1.0,1.0,,,,2.0,,,,,,,,,,,True,2.0,,,,
10408375,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,M,21,21,False,32.0,28.0,1.0,1.0,9.0,10.0,19.0,24.0,6.0,,,,,72.0,55.0,6.7,13.0,0.4378,0.9581,0.0284875,5,,2.0,,3.0,4.0,,1.0,,,,3.0,,,,,,,,,7.0,4.0,,,2.0,,2.0,1.0,,,
10408375,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,20.0,14.0,2.0,2.0,4.0,5.0,10.0,15.0,3.0,,,,,59.0,33.0,6.9,12.0,0.0278,0.3745,0.0277951,1,,,,4.0,1.0,,,,,,2.0,1.0,,2.0,,,,,,3.0,,,1.0,1.0,,,,1.0,,
