match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot,stat_totalOffside
14572810,home,Panathinaikos FC,Alban Lafont,alban-lafont,A. Lafont,G,40,195.0,2919,M,826201,EUR,917049600,G,40,40,False,26.0,23.0,7.0,4.0,0.0,22.0,22.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,90.0,32.0,6.4,3.0,0.00028255,0.4057,0,-0.0115,0.08,0.0,-0.5,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572810,home,Panathinaikos FC,Giannis Kotsiras,giannis-kotsiras,G. Kotsiras,D,27,183.0,408,M,842148,EUR,724464000,D,27,27,False,60.0,53.0,2.0,1.0,0.0,27.0,30.0,26.0,30.0,3.0,5.0,,,,79.0,81.0,7.3,13.0,0.169866,,1,,0.35,0.21,-0.08,,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0297,0.0484,1.0,0.14,,,,,,,,,,,,,,,,
14572810,home,Panathinaikos FC,Erik Palmer-Brown,erik-palmer-brown,E. Palmer-Brown,D,14,190.0,561,M,540112,EUR,861840000,D,14,14,False,79.0,72.0,8.0,6.0,0.0,33.0,37.0,39.0,42.0,4.0,6.0,,,,90.0,92.0,7.1,8.0,0.0223904,,0,,0.22,0.12,-0.12,,,,2.0,1.0,5.0,,,,,,,2.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
14572810,home,Panathinaikos FC,Ahmed Touba,ahmed-touba,A. Touba,D,5,190.0,4977,M,856216,EUR,889747200,D,5,5,False,74.0,69.0,5.0,2.0,0.0,33.0,35.0,36.0,39.0,8.0,6.0,,,,90.0,89.0,7.6,5.0,0.0310608,,3,,0.3,0.25,-0.27,,,,7.0,1.0,8.0,,,,,2.0,2.0,,,,0.2724,0.4927,1.0,0.27,,,1.0,,,1.0,Toubaahmed59,1.0,1.0,,,,,,,
14572810,home,Panathinaikos FC,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186.0,879,M,377302,EUR,823478400,D,77,77,False,56.0,51.0,,,0.0,13.0,14.0,38.0,42.0,2.0,3.0,,,,86.0,81.0,6.7,12.0,0.204128,,3,,0.31,0.4,-0.26,,7.0,1.0,,5.0,3.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,0.1581,0.0615,2.0,-0.44,,,1.0,1.0,,,,,1.0,1.0,,,,,,
14572810,home,Panathinaikos FC,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180.0,2113,M,114076,EUR,741225600,M,11,11,False,51.0,43.0,2.0,1.0,0.0,11.0,12.0,32.0,39.0,,7.0,,,,67.0,70.0,6.8,10.0,0.122712,,5,,-0.02,0.33,0.34,,2.0,2.0,,4.0,4.0,,2.0,,,,1.0,2.0,2.0,1.0,0.1674,,3.0,-0.58,,,1.0,1.0,,2.0,,,4.0,1.0,True,,,,,
14572810,home,Panathinaikos FC,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178.0,559,M,799216,EUR,864345600,M,4,4,False,56.0,51.0,4.0,3.0,0.0,16.0,19.0,35.0,37.0,1.0,3.0,,,,90.0,63.0,6.9,6.0,0.0511859,,1,,0.29,0.01,-0.1,,,,,4.0,4.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,0.0228,,,-0.06,,,3.0,,1.0,2.0,,,1.0,,,,,,,
14572810,home,Panathinaikos FC,Adam Gnezda Čerin,adam-gnezda-cerin,A. G. Čerin,M,16,180.0,1013,M,843251,EUR,932083200,M,16,16,False,43.0,43.0,,,0.0,9.0,9.0,34.0,34.0,,3.0,,,,79.0,57.0,6.8,4.0,0.154747,,3,,0.21,0.3,-0.08,,5.0,2.0,1.0,6.0,4.0,1.0,,1.0,,1.0,,2.0,2.0,1.0,0.1095,0.0902,3.0,-0.33,,,3.0,,,1.0,,,1.0,1.0,,,,,,
14572810,home,Panathinaikos FC,Tetê,tete,Tetê,F,21,175.0,4004,M,980327,EUR,950572800,F,10,10,False,56.0,48.0,3.0,3.0,1.0,5.0,6.0,43.0,50.0,1.0,4.0,,,,90.0,82.0,9.2,18.0,0.57883,,6,,0.87,0.69,-0.07,,7.0,2.0,,6.0,5.0,1.0,1.0,5.0,3.0,2.0,,,,,0.367,0.9727,7.0,0.34,,,2.0,,2.0,2.0,Tete,1.0,3.0,1.0,,,,,,
14572810,home,Panathinaikos FC,Karol Świderski,karol-swiderski,K. Świderski,F,19,184.0,4813,M,576438,EUR,853977600,F,19,19,False,16.0,15.0,,,0.0,2.0,2.0,13.0,14.0,,2.0,,,,67.0,23.0,7.0,3.0,0.0483154,,5,,-0.47,-0.53,-0.01,,,,4.0,1.0,4.0,,,,,1.0,,,,,0.7035,0.3072,2.0,0.35,,,1.0,,2.0,,swider9,,2.0,2.0,,1.0,1.0,,,
