match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_challengeLost,stat_bigChanceCreated,stat_penaltyConceded,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_penaltyWon,stat_hitWoodwork,stat_goals
11450071,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194,88,M,1066726,EUR,987120000,G,1,1,False,21.0,15.0,9.0,3.0,14.0,15.0,1.0,6.0,1.0,9.0,3.0,1.0,3.0,90.0,32.0,6.7,7.0,0.00012441,0,-0.4954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450071,home,Pendikspor,Erdem Özgenç,,,erdem-ozgenc,E. Özgenç,D,22,177,9,M,60332,EUR,461980800,D,22,22,False,56.0,49.0,1.0,1.0,22.0,23.0,28.0,36.0,,6.0,,,,90.0,79.0,6.7,14.0,0.0598685,1,,True,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0156,1.0,,,,,,,,,,,,,,,,,,
11450071,home,Pendikspor,Alpaslan Öztürk,,,alpaslan-ozturk,A. Öztürk,D,33,184,46,M,148857,EUR,742780800,D,33,33,False,66.0,51.0,9.0,3.0,28.0,35.0,23.0,31.0,4.0,3.0,,,,90.0,83.0,7.3,16.0,0.0457368,0,,,,,1.0,6.0,3.0,11.0,1.0,1.0,,,1.0,,,1.0,2.0,4.0,4.0,,,,,,,,,,,,,,
11450071,home,Pendikspor,Joher Khadim Rassoul,Joher,Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187,111,M,800344,EUR,820368000,D,14,14,False,63.0,54.0,7.0,1.0,36.0,37.0,18.0,26.0,1.0,3.0,,,,90.0,70.0,6.1,10.0,0.0177873,0,,,,,4.0,3.0,7.0,4.0,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11450071,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184,51,M,170117,EUR,651024000,D,6,6,False,34.0,27.0,7.0,3.0,16.0,20.0,14.0,19.0,4.0,8.0,,,,90.0,51.0,6.6,10.0,0.298824,0,,,5.0,3.0,,2.0,2.0,2.0,,,,1.0,2.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,
11450071,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,98198,EUR,745027200,M,18,18,False,35.0,27.0,,,9.0,10.0,18.0,26.0,,4.0,,,,72.0,42.0,6.7,11.0,0.246181,0,,,1.0,,2.0,,4.0,2.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
11450071,home,Pendikspor,Arnaud Lusamba,,,arnaud-lusamba,A. Lusamba,M,11,180,284,M,361342,EUR,852336000,M,66,66,False,31.0,26.0,1.0,1.0,16.0,18.0,10.0,14.0,1.0,2.0,,,,61.0,40.0,7.1,6.0,0.00829677,0,,,1.0,,,,,3.0,,,,,,,,,,3.0,1.0,,,,2.0,2.0,,,,,,,,,
11450071,home,Pendikspor,Badou Ndiaye,,,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,5,5,False,41.0,39.0,5.0,5.0,15.0,16.0,24.0,26.0,1.0,5.0,,,,90.0,65.0,7.2,8.0,0.0391599,1,,,1.0,,1.0,1.0,7.0,9.0,3.0,1.0,,3.0,2.0,0.0663,,,,3.0,6.0,2.0,,,2.0,1.0,1.0,,,,,,,,
11450071,home,Pendikspor,Halil Akbunar,,,halil-akbunar,H. Akbunar,M,77,170,140,M,217782,EUR,752803200,F,11,11,False,13.0,12.0,1.0,,6.0,6.0,6.0,10.0,,4.0,,,,61.0,28.0,6.7,11.0,0.18163,0,,,3.0,,1.0,,6.0,1.0,2.0,,,4.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
11450071,home,Pendikspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,284767,EUR,741225600,F,17,17,False,28.0,14.0,2.0,,6.0,8.0,8.0,20.0,,2.0,,,,90.0,40.0,6.7,16.0,0.521912,2,,,,,5.0,4.0,8.0,7.0,,,2.0,,1.0,0.3478,1.0,2.0,,,2.0,,1.0,,1.0,,,1.0,,,,,,,
