match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_aerialWon,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_penaltyConceded,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalOffside,stat_goals,stat_penaltyWon,stat_clearanceOffLine,stat_bigChanceMissed,stat_bigChanceCreated
10385509,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,True,33.0,16.0,26.0,9.0,8.0,9.0,8.0,24.0,1.0,1.0,1.0,12.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,90.0,48.0,7.2,18.0,0.0,0.0,0.00373837,0,0.9145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385509,home,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,3,3,False,,30.0,27.0,1.0,1.0,10.0,11.0,17.0,20.0,5.0,1.0,3.0,4.0,,,,,,,,90.0,53.0,6.6,7.0,0.0,0.0,0.112023,0,,Nathan,Patterson,1.0,7.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10385509,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,,5.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,18.0,6.0,6.7,1.0,0.0,0.0,0.00027475,0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10385509,home,Everton,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,yerrymina,360396,EUR,780278400,D,13,13,False,,16.0,14.0,5.0,4.0,10.0,11.0,4.0,5.0,3.0,,3.0,3.0,,,,,,,,70.0,26.0,6.9,2.0,0.0,0.0,0.00418532,0,,,,,3.0,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10385509,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,,36.0,29.0,8.0,4.0,20.0,24.0,9.0,12.0,7.0,,3.0,9.0,,,,,,,,90.0,48.0,7.4,7.0,0.0904,0.1194,0.124046,2,,,,,2.0,1.0,,,,,,,3.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,
10385509,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,,28.0,21.0,3.0,1.0,9.0,12.0,13.0,18.0,6.0,,3.0,3.0,,,,,,,,90.0,50.0,6.8,11.0,0.1093,0.0,0.0905277,1,,,,2.0,3.0,1.0,,,2.0,,1.0,,4.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,
10385509,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,,21.0,15.0,,,6.0,9.0,10.0,15.0,6.0,1.0,,5.0,,,,,,,,61.0,38.0,7.2,10.0,0.0,0.0,0.0484008,0,,Dwight,McNeil,3.0,8.0,2.0,4.0,3.0,4.0,4.0,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,
10385509,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,,36.0,32.0,1.0,1.0,14.0,14.0,18.0,22.0,3.0,,1.0,9.0,,,,,,,,90.0,46.0,7.2,4.0,0.1242,0.0269,0.0220024,2,,,,,7.0,,1.0,1.0,5.0,4.0,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,
10385509,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,,38.0,31.0,7.0,3.0,8.0,9.0,23.0,29.0,3.0,,3.0,7.0,,,,,,,,90.0,48.0,6.7,7.0,0.0,0.0,0.0967344,0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,,,2.0,,,2.0,,,,,,,,,,,
10385509,home,Everton,Demarai Gray,demarai-gray,D. Gray,M,10,184,1780,M,,355152,EUR,835920000,M,11,11,False,,23.0,11.0,1.0,,5.0,6.0,7.0,22.0,6.0,4.0,,6.0,,,,,,,,90.0,43.0,6.3,24.0,0.1069,0.0,0.0202438,1,,,,5.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,3.0,,1.0,1.0,,,1.0,,,,,,,
