match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside
11409127,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,30.0,25.0,9.0,4.0,21.0,23.0,4.0,7.0,4.0,1.0,3.0,90.0,37.0,7.2,5.0,0.00070374,1.0,0,0.2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409127,home,Estoril Praia,Volnei Feltes,,,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,False,44.0,35.0,10.0,4.0,21.0,22.0,14.0,24.0,5.0,,,90.0,75.0,6.8,17.0,0.00444338,,1,,2.0,1.0,3.0,10.0,8.0,4.0,2.0,3.0,1.0,1.0,6.0,1.0,4.0,3.0,1.0,1.0,0.0108,,,,,,,,,,,,,
11409127,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,55.0,51.0,3.0,,49.0,51.0,2.0,4.0,2.0,,,90.0,62.0,6.9,4.0,0.00105558,,0,,,2.0,1.0,3.0,1.0,,,,,,6.0,1.0,,,,1.0,,,,,,,,,,,,,,
11409127,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,49.0,46.0,5.0,3.0,37.0,39.0,9.0,10.0,2.0,,,90.0,59.0,7.1,3.0,0.00219094,,0,,,,1.0,2.0,2.0,1.0,,,,,6.0,,1.0,,,1.0,,True,1.0,,,,,,,,,,,
11409127,home,Estoril Praia,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,M,21,21,False,24.0,19.0,1.0,,4.0,6.0,15.0,18.0,3.0,,,80.0,39.0,9.0,10.0,0.304247,5.0,2,,,,1.0,4.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.3207,,,2.0,2.0,1.0,1.0,1.0,0.9322,,,,,
11409127,home,Estoril Praia,Jordan Holsgrove,,,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,8,8,False,73.0,67.0,5.0,4.0,45.0,48.0,22.0,25.0,6.0,,,90.0,93.0,7.2,10.0,0.01248,,3,,,1.0,,4.0,3.0,,,2.0,,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0871,,,,,1.0,,1.0,0.2511,1.0,1.0,,,
11409127,home,Estoril Praia,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,False,62.0,56.0,3.0,2.0,31.0,35.0,25.0,30.0,7.0,,,90.0,82.0,7.6,13.0,0.122873,1.0,0,,3.0,,,2.0,6.0,1.0,,2.0,1.0,,2.0,1.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,
11409127,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,M,78,78,False,35.0,30.0,6.0,3.0,19.0,23.0,12.0,15.0,6.0,,,90.0,68.0,7.6,13.0,0.127445,2.0,2,,3.0,1.0,3.0,6.0,9.0,2.0,2.0,,,,6.0,,3.0,3.0,3.0,1.0,0.0456,,,,1.0,1.0,,3.0,0.0723,1.0,,1.0,,
11409127,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,10,10,False,36.0,29.0,1.0,1.0,13.0,15.0,16.0,21.0,5.0,,,89.0,52.0,8.0,10.0,0.0229512,1.0,2,,,,,4.0,7.0,1.0,1.0,4.0,3.0,,,1.0,,,1.0,1.0,0.1602,,,,,1.0,1.0,4.0,0.9048,1.0,1.0,,,
11409127,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,False,3.0,3.0,,,,,3.0,3.0,,,,71.0,16.0,7.4,1.0,0.0134757,1.0,3,,,3.0,,10.0,4.0,2.0,,1.0,,1.0,2.0,,2.0,1.0,,4.0,0.2803,,1.0,,,1.0,1.0,2.0,0.6212,1.0,,,,
