match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_interceptionWon,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_wasFouled,stat_dispossessed,stat_goals,stat_challengeLost,stat_errorLeadToAShot,stat_penaltyFaced,stat_blockedScoringAttempt,stat_penaltyConceded,stat_errorLeadToAGoal,stat_totalOffside
12499685,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,26.0,16.0,16.0,6.0,0.0,15.0,19.0,1.0,7.0,10.0,1.0,3.0,90.0,30.0,6.7,10.0,0.00014676,0,0.6885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,False,,42.0,36.0,5.0,3.0,0.0,16.0,18.0,20.0,26.0,5.0,,,90.0,62.0,7.0,13.0,0.0703904,0,,Arthur,,2.0,2.0,1.0,6.0,5.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,85.0,82.0,5.0,4.0,0.0,59.0,59.0,24.0,27.0,4.0,,,90.0,93.0,7.0,3.0,0.0516003,0,,,,1.0,,2.0,,2.0,,5.0,,,,,,jonatah,1.0,1.0,,,,,,,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,73.0,64.0,2.0,1.0,0.0,35.0,37.0,29.0,36.0,5.0,,,90.0,88.0,6.8,11.0,0.0340028,1,,,,,,,2.0,2.0,2.0,1.0,1.0,,,1.0,,edmondtapsoba,,2.0,1.0,1.0,0.0271,,,,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,D,20,20,False,,45.0,41.0,3.0,2.0,0.0,11.0,12.0,32.0,41.0,2.0,,,81.0,69.0,7.3,13.0,0.252843,1,,,,8.0,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,grimaldo35,2.0,,,,0.078,1.0,0.1422,,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,60.0,56.0,2.0,,0.0,28.0,29.0,28.0,31.0,4.0,,,90.0,69.0,6.9,4.0,0.0498759,1,,,,,1.0,,3.0,1.0,,1.0,1.0,,,2.0,,,,1.0,,1.0,0.0237,,,1.0,,,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,,89.0,81.0,5.0,5.0,1.0,31.0,32.0,50.0,59.0,7.0,,,81.0,98.0,8.0,10.0,0.0410463,0,,,,2.0,,,,4.0,2.0,1.0,1.0,,,,1.0,Granit_Xhaka,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,False,,13.0,11.0,,,0.0,1.0,3.0,10.0,11.0,1.0,,,63.0,21.0,6.3,7.0,0.0330591,1,,,,1.0,1.0,,6.0,,2.0,,,,1.0,2.0,,,,1.0,,1.0,0.032,,,,,,1.0,,,,,,,,
12499685,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,M,10,10,False,,47.0,35.0,1.0,1.0,1.0,12.0,14.0,24.0,37.0,2.0,,,81.0,70.0,9.5,21.0,0.537955,2,,,,4.0,4.0,,8.0,7.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,FWirtz,1.0,,2.0,,1.2107,2.0,1.0512,,1.0,3.0,2.0,2.0,,,,,,,
12499685,home,Bayer 04 Leverkusen,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2099,M,846445,EUR,857433600,M,11,11,False,,2.0,1.0,,,0.0,,,1.0,3.0,,,,8.0,4.0,6.6,2.0,6.382e-05,0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
