match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_clearanceOffLine,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_hitWoodwork
10665984,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400.0,G,1,1,False,True,30.0,17.0,18.0,6.0,11.0,17.0,6.0,13.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,90.0,38.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665984,home,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,178.0,8457,M,966849,EUR,932256000.0,D,66,66,False,,50.0,44.0,2.0,1.0,21.0,23.0,24.0,32.0,5.0,4.0,8.0,,,,,,,90.0,77.0,6.8,14.0,0,,,23,s.abdulhamed66,5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10665984,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,187.0,185,M,160875,EUR,686016000.0,D,20,20,False,,64.0,55.0,9.0,3.0,42.0,46.0,13.0,18.0,2.0,5.0,7.0,,,,,,,90.0,75.0,6.9,9.0,0,,,20,,,,,1.0,,,,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
10665984,home,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,182.0,1057,M,1138857,EUR,627609600.0,D,5,5,False,,40.0,36.0,4.0,2.0,25.0,29.0,11.0,11.0,6.0,,3.0,,1.0,,,,,69.0,50.0,7.7,4.0,0,,,3,,,,1.0,4.0,1.0,,,3.0,4.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,
10665984,home,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,178.0,1153,M,872607,EUR,914025600.0,D,16,16,False,,51.0,42.0,2.0,1.0,25.0,28.0,19.0,30.0,8.0,2.0,11.0,1.0,,,,,,90.0,79.0,7.2,21.0,0,,,16,,7.0,2.0,2.0,5.0,,,,2.0,6.0,2.0,1.0,1.0,1.0,3.0,,3.0,,1.0,1.0,1.0,,,,,,,
10665984,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180.0,14534,M,115182,EUR,676857600.0,M,19,19,False,,85.0,74.0,6.0,4.0,29.0,30.0,47.0,64.0,6.0,,6.0,,1.0,,,,,90.0,113.0,7.5,24.0,1,,,19,18andrecarrillo,9.0,2.0,1.0,3.0,1.0,2.0,1.0,,3.0,3.0,,1.0,3.0,1.0,,1.0,,,,1.0,1.0,,,,,,
10665984,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191.0,1575,M,828524,EUR,780192000.0,M,28,28,False,,95.0,87.0,8.0,5.0,40.0,40.0,47.0,55.0,7.0,1.0,9.0,,1.0,,,,,90.0,108.0,7.4,8.0,1,,,28,,,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,,,,,1.0,,,,,,
10665984,home,Al-Hilal,Abdulelah Al-Malki,abdulelah-al-malki,A. Al-Malki,M,170.0,376,M,818840,EUR,781833600.0,M,26,26,False,,60.0,57.0,1.0,1.0,30.0,30.0,27.0,30.0,3.0,1.0,6.0,,1.0,,,,,81.0,70.0,6.4,6.0,0,,,88,,,,1.0,8.0,3.0,,,2.0,1.0,2.0,5.0,,,,,1.0,,,,,,,,,,,
10665984,home,Al-Hilal,Salem Al-Dawsari,salem-al-dawsari,S. Al-Dawsari,M,171.0,11126,M,160893,EUR,682560000.0,M,29,29,False,,38.0,34.0,1.0,,9.0,11.0,25.0,28.0,4.0,,4.0,,3.0,,,,,90.0,57.0,6.3,13.0,3,,,29,29salem,1.0,,,5.0,,3.0,,1.0,1.0,1.0,,1.0,,,,,,,2.0,,,1.0,2.0,,,,
10665984,home,Al-Hilal,Odion Ighalo,odion-ighalo,O. Ighalo,F,183.0,2180,M,29774,EUR,613958400.0,F,9,9,False,,13.0,10.0,,,2.0,3.0,8.0,10.0,2.0,,,,1.0,,,,,69.0,20.0,7.0,5.0,3,,,,,,,1.0,4.0,,1.0,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,3.0,,1.0,1.0,,
10665984,home,Al-Hilal,Luciano Vietto,luciano-vietto,L. Vietto,F,173.0,1084,M,249407,EUR,755049600.0,F,10,10,False,,28.0,19.0,3.0,,9.0,10.0,10.0,19.0,6.0,,4.0,,4.0,,,,,74.0,44.0,7.2,17.0,2,,,19,,1.0,,,3.0,,3.0,1.0,,1.0,4.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,,
10665984,home,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,185.0,103,M,791561,EUR,656726400.0,D,70,70,True,,16.0,15.0,3.0,3.0,12.0,13.0,3.0,3.0,1.0,2.0,2.0,,,,,,,21.0,22.0,6.5,1.0,0,,,70,,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
10665984,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,184.0,1112,M,818779,EUR,752112000.0,F,11,11,True,,8.0,6.0,1.0,,2.0,3.0,4.0,5.0,3.0,,1.0,,1.0,,,,,21.0,13.0,5.8,2.0,2,,,11,,,,2.0,3.0,,,,,,,3.0,,,,,,,,,,,2.0,,2.0,,,
10665984,home,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,176.0,163,M,160925,EUR,712800000.0,M,8,8,True,,18.0,16.0,2.0,1.0,11.0,12.0,5.0,6.0,,,4.0,,,,,,,16.0,20.0,7.1,3.0,1,,,14,,,,,2.0,,,,,,,1.0,,2.0,,,,,,1.0,2.0,,,1.0,,,,
10665984,home,Al-Hilal,Michael,michael,Michael,M,166.0,9025,M,878084,EUR,826588800.0,M,96,96,True,,4.0,2.0,,,,,2.0,4.0,2.0,,1.0,,,,,,,9.0,8.0,6.3,4.0,0,,,96,Michael19,,,,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,
10665984,home,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,185.0,753,M,791416,EUR,687052800.0,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
