match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_totalOffside,stat_bigChanceMissed
12268595,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,36.0,20.0,24.0,8.0,15.0,19.0,5.0,17.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,90.0,45.0,6.5,16.0,0.0272197,0,-0.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12268595,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,27.0,22.0,2.0,1.0,9.0,11.0,15.0,21.0,10.0,2.0,5.0,5.0,,,,,90.0,57.0,6.5,15.0,0.102514,0,,5.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12268595,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,42.0,39.0,5.0,3.0,29.0,29.0,10.0,13.0,3.0,5.0,3.0,2.0,,,,,90.0,51.0,6.2,3.0,0.00277882,0,,,,1.0,4.0,,,1.0,,,,1.0,,YL15,2.0,1.0,,,,,,,,,,,,,,,,
12268595,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,52.0,46.0,6.0,2.0,30.0,34.0,16.0,18.0,6.0,2.0,4.0,1.0,,,,,90.0,67.0,8.4,7.0,0.0593701,3,,,,2.0,5.0,,1.0,1.0,,1.0,2.0,1.0,,,4.0,,1.0,1.0,2.0,2.0,1.0,0.576,0.3709,,,,,,,,,
12268595,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,47.0,37.0,6.0,1.0,13.0,20.0,24.0,28.0,6.0,4.0,2.0,1.0,,,,,90.0,66.0,5.9,15.0,0.0121921,0,,1.0,,2.0,4.0,,1.0,1.0,,3.0,2.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
12268595,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,58.0,52.0,6.0,6.0,24.0,25.0,28.0,33.0,5.0,,4.0,2.0,,,,,90.0,65.0,6.8,8.0,0.0299728,0,,,,1.0,3.0,1.0,3.0,1.0,2.0,,,,,nabilbentaleb,,1.0,2.0,,,,,,,,,,,,,,,
12268595,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,8,8,False,58.0,50.0,10.0,6.0,22.0,25.0,29.0,36.0,3.0,3.0,3.0,1.0,,,,,90.0,70.0,7.1,10.0,0.264164,1,,3.0,1.0,1.0,3.0,,1.0,2.0,1.0,,,3.0,1.0,,,,1.0,,,,,0.0166,,1.0,1.0,1.0,,,,,,
12268595,home,Lille,Yusuf Yazıcı,,,yusuf-yazici,Y. Yazıcı,M,97,183,2263,M,827804,EUR,854496000,M,12,12,False,7.0,7.0,,,3.0,3.0,5.0,5.0,1.0,,,,,,,,26.0,12.0,7.2,2.0,0.191094,1,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,0.0469,,1.0,1.0,,,,,,,
12268595,home,Lille,Hakon Arnar Haraldsson,,,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180,2141,M,1138804,EUR,1049932800,M,7,7,False,34.0,26.0,2.0,1.0,8.0,10.0,18.0,24.0,1.0,,4.0,,,,,,90.0,40.0,6.1,11.0,0.0261415,0,,,,,6.0,1.0,2.0,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
12268595,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,5,5,False,20.0,14.0,,,2.0,3.0,12.0,18.0,3.0,1.0,,1.0,,,,,58.0,35.0,7.0,12.0,0.279004,0,,1.0,,,4.0,1.0,,1.0,1.0,4.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,
