match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_keyPass,stat_aerialLost,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock
10913503,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400.0,G,1,1,False,30.0,20.0,16.0,6.0,19.0,21.0,1.0,9.0,1.0,6.0,2.0,2.0,1.0,90.0,37.0,6.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10913503,home,Al-Fateh,Ali Alzubaidi,,,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600.0,D,27,27,False,51.0,40.0,4.0,3.0,15.0,16.0,25.0,36.0,,8.0,,,,90.0,73.0,6.4,19.0,1,1.0,6.0,2.0,9.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,
10913503,home,Al-Fateh,Ziyad Aljari,Ziyad Aljari,,ziyad-aljari,Z. Aljari,D,4,182.0,17,M,1049202,EUR,1005782400.0,D,3,3,False,43.0,37.0,4.0,,36.0,37.0,1.0,6.0,4.0,1.0,,,,90.0,50.0,6.2,6.0,0,,,1.0,3.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,
10913503,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,61.0,50.0,16.0,8.0,27.0,28.0,23.0,33.0,1.0,10.0,,,,90.0,68.0,6.6,11.0,1,,,,2.0,,,2.0,1.0,,,,,1.0,3.0,1.0,,,,,,,,,,,
10913503,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000.0,D,25,25,False,46.0,36.0,9.0,4.0,11.0,14.0,27.0,36.0,,8.0,,,,77.0,71.0,7.0,15.0,0,4.0,,2.0,6.0,1.0,,1.0,1.0,1.0,,,5.0,,,,1.0,2.0,1.0,1.0,3.0,,,,,,
10913503,home,Al-Fateh,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200.0,M,6,6,False,70.0,61.0,8.0,3.0,24.0,24.0,37.0,46.0,1.0,10.0,,,,90.0,79.0,6.4,10.0,0,,,8.0,4.0,,,2.0,2.0,1.0,3.0,3.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,,,
10913503,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200.0,M,14,14,False,39.0,36.0,1.0,1.0,17.0,18.0,19.0,21.0,1.0,7.0,,,,58.0,47.0,6.1,6.0,0,,1.0,7.0,2.0,2.0,,,,1.0,2.0,3.0,1.0,,1.0,,,,,,1.0,,,True,,,
10913503,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800.0,M,11,11,False,29.0,24.0,1.0,,7.0,7.0,18.0,30.0,2.0,5.0,,,,90.0,61.0,7.2,21.0,2,8.0,2.0,9.0,13.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,4.0,,1.0,1.0,4.0,,,,
10913503,home,Al-Fateh,Tristan Dingomé,,,tristan-dingome,T. Dingomé,M,,174.0,26,,188269,EUR,666748800.0,M,91,91,False,18.0,13.0,,,8.0,9.0,5.0,9.0,,1.0,,,,40.0,21.0,6.5,5.0,0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10913503,home,Al-Fateh,Cristian Tello,,,cristian-tello,C. Tello,M,,178.0,644,M,114157,EUR,681868800.0,M,37,37,False,33.0,31.0,2.0,1.0,8.0,8.0,25.0,33.0,,4.0,,,,90.0,54.0,6.4,14.0,1,8.0,,7.0,3.0,3.0,,1.0,,1.0,1.0,3.0,,,,2.0,,2.0,2.0,,1.0,,2.0,,1.0,,
