match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,player_sofascoreId
11067305,home,Goiás,Tadeu,,,tadeu,Tadeu,G,23,184,759,M,552172,EUR,697161600,G,23,23,False,True,29.0,23.0,15.0,9.0,19.0,21.0,4.0,8.0,1.0,9.0,2.0,2.0,90.0,37.0,7.5,6.0,0.0,0.0,0.00149771,0,0.8027,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067305,home,Goiás,Maguinho,,,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,,19.0,15.0,1.0,1.0,7.0,7.0,8.0,15.0,1.0,1.0,,,90.0,35.0,5.9,12.0,0.0867,0.0,0.00225766,1,,3.0,1.0,1.0,7.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
11067305,home,Goiás,Lucas Halter,,,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,False,,33.0,27.0,7.0,5.0,15.0,17.0,12.0,16.0,3.0,5.0,,,90.0,41.0,6.7,7.0,0.0,0.0,0.00595567,0,,,,3.0,1.0,4.0,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
11067305,home,Goiás,Bruno Melo,,,bruno-melo,Bruno Melo,D,26,183,189,M,870851,EUR,720057600,D,19,19,False,,28.0,21.0,6.0,3.0,14.0,16.0,7.0,12.0,4.0,3.0,,,90.0,40.0,7.3,9.0,0.0,0.0,0.00321133,0,,,1.0,1.0,2.0,5.0,,,,,1.0,,1.0,,2.0,4.0,2.0,,,,,,,,,,,
11067305,home,Goiás,Hugo,,,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,66,66,False,,23.0,17.0,4.0,3.0,7.0,12.0,10.0,11.0,,5.0,,,55.0,36.0,7.3,7.0,0.0,0.0,0.0976851,0,,,1.0,1.0,2.0,3.0,1.0,,,,,,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,
11067305,home,Goiás,Everton Morelli,,,everton-morelli,E. Morelli,M,8,185,105,M,928137,EUR,878601600,M,40,40,False,,42.0,35.0,3.0,1.0,17.0,21.0,18.0,21.0,,1.0,,,90.0,56.0,7.0,9.0,0.0414,0.0,0.00922107,1,,,,,6.0,7.0,2.0,1.0,,1.0,1.0,2.0,3.0,,1.0,5.0,2.0,,,1.0,,,,,,,,
11067305,home,Goiás,Willian Oliveira,,,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,12,12,False,,27.0,21.0,2.0,2.0,15.0,16.0,6.0,11.0,1.0,4.0,,,55.0,33.0,7.0,6.0,0.0,0.0,0.00382651,0,,,1.0,3.0,2.0,5.0,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,
11067305,home,Goiás,Guilherme Marques,,,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,60,60,False,,23.0,14.0,2.0,,7.0,10.0,9.0,21.0,,4.0,,,76.0,39.0,6.9,17.0,0.0312,0.0,0.205227,1,,8.0,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,3.0,2.0,2.0,,,,,,
11067305,home,Goiás,Allano,,,allano,Allano,M,29,182,510,M,796925,EUR,798681600,F,77,77,False,,30.0,23.0,3.0,1.0,12.0,15.0,13.0,19.0,2.0,6.0,,,90.0,55.0,7.6,14.0,0.0187,0.0258,0.124577,1,,4.0,,5.0,5.0,12.0,3.0,3.0,3.0,,2.0,3.0,1.0,,,1.0,,,1.0,2.0,2.0,2.0,1.0,,,,,
11067305,home,Goiás,João Magno,,,joao-magno,João Magno,F,19,195,43,M,945307,EUR,855964800,F,45,45,False,,6.0,4.0,,,2.0,2.0,2.0,4.0,1.0,2.0,,,55.0,15.0,6.4,5.0,0.2458,0.3844,0.00048291,2,,,2.0,1.0,4.0,3.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,,
11067305,home,Goiás,Anderson Oliveira,,,anderson-oliveira,Anderson Oliveira,F,70,169,239,M,931538,EUR,900547200,F,70,70,False,,25.0,19.0,3.0,1.0,9.0,10.0,10.0,16.0,,5.0,,,76.0,36.0,7.2,8.0,0.0,0.0,0.0358391,0,,1.0,1.0,,3.0,7.0,,5.0,4.0,,,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,
