match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goalAssist,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11798063,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,46.0,38.0,9.0,1.0,38.0,41.0,5.0,1.0,1.0,1.0,4.0,1.0,90.0,51.0,6.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11798063,home,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14092,M,joegomez5,318927,EUR,864345600,D,2,2,False,49.0,44.0,3.0,3.0,22.0,23.0,28.0,1.0,5.0,,4.0,,90.0,74.0,7.2,11.0,1,23.0,2.0,1.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11798063,home,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10330,M,jarellquansah,1003339,EUR,1043798400,D,78,78,False,90.0,80.0,14.0,9.0,54.0,59.0,31.0,4.0,5.0,1.0,4.0,,90.0,95.0,7.0,11.0,2,26.0,,,,1.0,,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
11798063,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,VvD,151545,EUR,678931200,D,4,4,False,56.0,53.0,7.0,6.0,41.0,43.0,13.0,4.0,4.0,1.0,3.0,,60.0,62.0,7.1,3.0,0,12.0,,,,,,,,1.0,1.0,,,,,1.0,True,1.0,,,,,,,,,,,,,,
11798063,home,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16094,M,TK21,786259,EUR,831859200,D,21,21,False,31.0,28.0,3.0,1.0,8.0,9.0,31.0,1.0,5.0,,4.0,,69.0,60.0,7.1,18.0,0,20.0,9.0,,,1.0,,4.0,,,2.0,,,1.0,,1.0,,,1.0,3.0,3.0,1.0,,,,,,,,,,
11798063,home,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,77108,M,DomSzobo,869856,EUR,972432000,M,8,8,False,47.0,40.0,1.0,1.0,17.0,18.0,36.0,,1.0,,8.0,,60.0,64.0,7.9,14.0,3,26.0,7.0,3.0,1.0,,,1.0,,,4.0,1.0,1.0,1.0,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,
11798063,home,Liverpool,Wataru Endo,,,wataru-endo,W. Endo,M,3,178,19826,M,endowataru,143040,EUR,729216000,M,3,3,False,48.0,46.0,,,22.0,23.0,25.0,,5.0,1.0,9.0,,60.0,57.0,7.4,2.0,1,24.0,,,,3.0,1.0,,,,2.0,,1.0,2.0,,4.0,,2.0,,,,,,,,,,,,,,
11798063,home,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17589,M,curtisjones,927353,EUR,980812800,M,17,17,False,66.0,62.0,1.0,,18.0,19.0,47.0,,2.0,1.0,4.0,,90.0,89.0,9.1,9.0,7,44.0,,,3.0,,,4.0,,1.0,4.0,2.0,2.0,,,2.0,,,1.0,2.0,2.0,,2.0,2.0,,,,,,,,
11798063,home,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,20968,M,harvelliott,955245,EUR,1049414400,F,19,19,False,51.0,42.0,6.0,4.0,7.0,9.0,48.0,,3.0,,3.0,,90.0,75.0,8.0,17.0,5,37.0,6.0,2.0,2.0,2.0,1.0,1.0,,2.0,7.0,2.0,3.0,,,3.0,,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,
11798063,home,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51063,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,15.0,13.0,1.0,,,,15.0,1.0,3.0,1.0,1.0,,78.0,28.0,7.1,5.0,2,13.0,,,1.0,1.0,,2.0,,2.0,2.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,
