match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,player_sofascoreId,stat_outfielderBlock,stat_shotOffTarget,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyFaced,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_penaltyConceded
10406941,home,Royal Antwerp FC,Jean Butez,jean-butez,J. Butez,G,1,188,1350,M,599114,EUR,802569600,G,1,1,False,31.0,19.0,22.0,10.0,18.0,23.0,1.0,8.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,42.0,7.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Jelle Bataille,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,D,34,34,False,53.0,37.0,6.0,2.0,20.0,25.0,17.0,28.0,,3.0,3.0,6.0,,,,,,,90.0,80.0,6.7,22.0,0,1.0,7.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Toby Alderweireld,toby-alderweireld,T. Alderweireld,D,,186,1445,M,44575,EUR,604800000,D,23,23,False,47.0,34.0,13.0,4.0,28.0,31.0,6.0,16.0,3.0,4.0,5.0,7.0,,,,,,,90.0,58.0,7.2,14.0,1,1.0,1.0,,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,51,51,False,33.0,23.0,10.0,3.0,21.0,27.0,2.0,6.0,,1.0,2.0,6.0,,,,,,,90.0,43.0,7.0,11.0,0,,1.0,,,4.0,1.0,,,,,,1.0,,,pachowilliam,1.0,,,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Gastón Ávila,gaston-avila,G. Ávila,D,3,182,1203,M,975526,EUR,1001808000,D,22,22,False,39.0,30.0,13.0,8.0,16.0,18.0,14.0,21.0,2.0,6.0,2.0,8.0,,,,,,,90.0,69.0,7.3,17.0,3,,4.0,1.0,2.0,3.0,1.0,1.0,,,,,1.0,,1.0,,,2.0,3.0,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,14,14,False,43.0,34.0,7.0,5.0,14.0,17.0,21.0,28.0,,3.0,1.0,7.0,,,,,,,90.0,58.0,7.3,16.0,0,1.0,8.0,1.0,4.0,,2.0,2.0,1.0,1.0,3.0,,2.0,1.0,,,,,,,,2.0,1.0,,,,,,,,
10406941,home,Royal Antwerp FC,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,39.0,34.0,3.0,1.0,25.0,28.0,9.0,11.0,1.0,5.0,1.0,7.0,,,,,,,90.0,53.0,7.3,7.0,0,,3.0,2.0,,4.0,4.0,3.0,2.0,1.0,1.0,,,,,arthurvermeeren,,,,Arthur Vermeeren,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,M,11,11,False,17.0,15.0,,,7.0,7.0,8.0,10.0,,5.0,,5.0,,,,,,,90.0,35.0,6.6,14.0,1,1.0,9.0,1.0,1.0,,4.0,4.0,6.0,2.0,1.0,,4.0,,1.0,,,,1.0,Arbnor,Muja,,,,,,,,,,
10406941,home,Royal Antwerp FC,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1195,M,904887,EUR,954892800,M,24,24,False,26.0,17.0,3.0,1.0,5.0,7.0,12.0,19.0,,1.0,,2.0,,,,,,,74.0,31.0,6.4,11.0,1,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
10406941,home,Royal Antwerp FC,Michel Ange Balikwisha,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,M,10,10,False,29.0,25.0,4.0,4.0,14.0,14.0,11.0,15.0,,5.0,,8.0,,,,,,,74.0,45.0,7.7,8.0,1,,5.0,,2.0,1.0,3.0,3.0,1.0,2.0,1.0,,1.0,,1.0,,,,2.0,,,,,1.0,,,,,,,
10406941,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,23.0,17.0,5.0,2.0,5.0,6.0,12.0,18.0,1.0,5.0,,3.0,,,,,,,77.0,39.0,7.2,11.0,3,1.0,4.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,,2.0,,,1.0,,1.0,2.0,,,,,,
10406941,home,Royal Antwerp FC,Pieter Gerkens,pieter-gerkens,P. Gerkens,M,18,180,179,M,190401,EUR,808272000,M,16,16,True,13.0,10.0,2.0,1.0,8.0,9.0,2.0,4.0,1.0,2.0,,4.0,,,,,,,16.0,16.0,6.7,4.0,0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
