match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_lastManTackle,stat_wonTackle,stat_dispossessed,stat_aerialLost,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_ownGoals,stat_hitWoodwork
14035908,home,SV Zulte Waregem,Brent Gabriel,,,gabriel-brent,B. Gabriel,G,13,190,75,M,861977,EUR,917395200,G,13,13,False,38.0,26.0,20.0,8.0,0.0,19.0,21.0,7.0,17.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,50.0,7.7,12.0,0.00179343,0.7154,0,1.2333,0.13,0.02,-0.35,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035908,home,SV Zulte Waregem,Benoit Nyssen,,,benoit-nyssen,B. Nyssen,D,19,186,33,M,938190,EUR,874022400,D,19,19,False,30.0,21.0,9.0,4.0,0.0,17.0,19.0,4.0,11.0,,1.0,2.0,2.0,2.0,,,,,,,,,90.0,48.0,7.5,13.0,0.0804329,,1,,0.09,0.05,-0.17,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0226,0.2797,0.56,,,,,,,,,,,,,,,,,
14035908,home,SV Zulte Waregem,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,3,3,False,35.0,27.0,8.0,4.0,0.0,16.0,19.0,11.0,16.0,1.0,3.0,7.0,1.0,1.0,,,,,,,,,90.0,48.0,7.3,8.0,0.0211444,,0,,0.34,0.06,0.18,,,,1.0,,,,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14035908,home,SV Zulte Waregem,Jakob Kiilerich,,,jakob-kiilerich,J. Kiilerich,D,5,190,62,M,887822,EUR,957916800,D,5,5,False,50.0,47.0,7.0,4.0,0.0,39.0,40.0,8.0,10.0,4.0,8.0,14.0,2.0,2.0,,2.0,,,,,,,90.0,74.0,7.7,4.0,0.00306173,,0,,0.09,0.03,0.77,,,,1.0,,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,
14035908,home,SV Zulte Waregem,Yannick Cappelle,,,yannick-cappelle,Y. Cappelle,D,55,180,117,M,1506998,EUR,1057536000,D,55,55,False,34.0,28.0,3.0,,0.0,17.0,19.0,11.0,15.0,3.0,7.0,4.0,1.0,6.0,,1.0,,,,,,,90.0,66.0,7.0,12.0,0.0100481,,0,,0.28,0.02,-0.06,,2.0,,3.0,,,,2.0,1.0,,,,,3.0,1.0,,1.0,,,1.0,,,,,,,,,
14035908,home,SV Zulte Waregem,Tochukwu Nnadi,,,tochukwu-nadi,T. Nnadi,M,21,176,966,M,1191892,EUR,1056931200,M,21,21,False,40.0,31.0,6.0,2.0,0.0,21.0,26.0,10.0,14.0,4.0,9.0,3.0,,6.0,,4.0,,,,,,,85.0,53.0,7.0,11.0,0.0148743,,0,,0.04,0.05,-0.05,,,,4.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,
14035908,home,SV Zulte Waregem,Thomas Claes,,,claes-thomas,T. Claes,M,8,181,137,M,1188173,EUR,1080259200,M,8,8,False,35.0,31.0,3.0,,0.0,16.0,18.0,15.0,17.0,1.0,7.0,2.0,,7.0,,,,,,,,,90.0,55.0,8.3,10.0,0.10258,,2,,0.12,0.35,0.19,,3.0,1.0,3.0,,2.0,1.0,5.0,1.0,0.2212,0.9057,0.5,,1.0,1.0,,1.0,1.0,,4.0,1.0,2.0,,,,,,,
14035908,home,SV Zulte Waregem,Stavros Gavriel,,,stavros-gavriel,S. Gavriel,M,11,178,168,M,999013,EUR,1012262400,M,11,11,False,16.0,9.0,3.0,1.0,1.0,2.0,3.0,7.0,13.0,,2.0,,,1.0,,1.0,,,,,,,68.0,26.0,7.0,12.0,0.318432,,2,,0.31,0.29,-0.1,,4.0,1.0,4.0,2.0,,,,2.0,0.1655,,-0.12,,1.0,1.0,,1.0,1.0,,,,1.0,2.0,3.0,,,,,
14035908,home,SV Zulte Waregem,Jeppe Erenbjerg,,,erenbjerg-jeppe,J. Erenbjerg,M,10,184,356,M,1035095,EUR,956966400,M,24,24,False,27.0,19.0,3.0,1.0,0.0,4.0,6.0,15.0,21.0,,,1.0,1.0,4.0,,,,,,,,,90.0,42.0,8.0,14.0,0.0255316,,4,,-0.02,0.33,0.15,,,,5.0,1.0,2.0,1.0,,1.0,1.2096,1.2135,0.23,,3.0,,,1.0,1.0,,,,,,,1.0,1.0,2.0,,
14035908,home,SV Zulte Waregem,Joseph Opoku,Joseph Okopu,,joseph-okopu,J. Okopu,M,22,179,340,M,1933796,EUR,1123459200,M,22,22,False,18.0,14.0,,,0.0,3.0,3.0,11.0,15.0,,10.0,,1.0,4.0,,3.0,,,,,,,90.0,44.0,7.3,10.0,0.124059,,1,,0.2,0.37,-0.02,,1.0,1.0,5.0,,,,,3.0,0.0573,,-0.44,,9.0,7.0,,,2.0,,,1.0,2.0,,,,1.0,1.0,,
