match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_expectedGoals,player_firstName,player_lastName,stat_totalCross,stat_wonContest,stat_keyPass,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_ownGoals,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyWon,stat_goals
13472689,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,25.0,15.0,15.0,5.0,0.0,12.0,13.0,3.0,12.0,1.0,1.0,15.0,1.0,2.0,1.0,6.0,90.0,38.0,8.0,10.0,0.00566655,0,2.1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Charles,charles,Charles,M,35,187,3576,M,,845178,EUR,835142400,D,35,35,False,21.0,19.0,2.0,1.0,0.0,12.0,13.0,7.0,8.0,3.0,8.0,4.0,,,,,80.0,40.0,6.3,6.0,0.00784439,0,,1.0,9.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,25.0,21.0,2.0,,0.0,13.0,16.0,8.0,9.0,2.0,4.0,1.0,,,,,90.0,40.0,7.1,4.0,0.00383542,1,,,1.0,,,,8.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,0.0253,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,False,32.0,23.0,6.0,1.0,0.0,16.0,19.0,7.0,13.0,2.0,2.0,,,,,,90.0,45.0,7.3,9.0,0.00427545,0,,,,,,,9.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,26,185,4434,M,,311462,EUR,763689600,D,26,26,False,38.0,24.0,1.0,,0.0,15.0,18.0,9.0,20.0,4.0,11.0,5.0,,,,,90.0,60.0,7.0,22.0,0.00560475,1,,,4.0,2.0,1.0,2.0,1.0,,6.0,5.0,1.0,,,1.0,,,0.0136,,,2.0,1.0,,,,,,,,,,,,,
13472689,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,25.0,20.0,2.0,,0.0,8.0,11.0,12.0,14.0,,14.0,7.0,4.0,,,,90.0,54.0,7.5,8.0,0.00777887,0,,1.0,9.0,3.0,2.0,5.0,6.0,2.0,5.0,3.0,1.0,,3.0,,1.0,,,,,,5.0,1.0,,,,,,,,,,,,
13472689,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,False,16.0,12.0,1.0,1.0,0.0,8.0,11.0,4.0,5.0,2.0,5.0,1.0,1.0,,,,61.0,34.0,6.6,9.0,0.0103659,0,,3.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
13472689,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,29.0,21.0,1.0,,0.0,10.0,10.0,11.0,19.0,,3.0,2.0,1.0,,,,80.0,40.0,6.8,10.0,0.0149164,1,,1.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,,0.145,,,,1.0,,True,,,,,,,,,,,
13472689,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,8,8,False,27.0,22.0,4.0,2.0,0.0,6.0,7.0,16.0,20.0,,1.0,2.0,1.0,,,,80.0,43.0,6.5,14.0,0.0954447,1,,,5.0,1.0,1.0,1.0,,,,,4.0,,2.0,,,,0.0333,,,3.0,,1.0,,1.0,1.0,0.0145,,,,,,,,
13472689,home,Corinthians,Memphis Depay,memphis-depay,M. Depay,F,10,176,75964,M,Memphis,138833,EUR,761097600,F,10,10,False,23.0,15.0,4.0,3.0,0.0,4.0,6.0,11.0,17.0,1.0,5.0,2.0,4.0,,,,90.0,44.0,6.8,19.0,0.0268109,3,,2.0,5.0,,1.0,1.0,,,,,5.0,,1.0,2.0,,,0.1126,,,4.0,,1.0,,,,,1.0,1.0,,,,,,
13472689,home,Corinthians,Gui Negão,guilherme-silva-inacio,G. Negão,F,56,179,6638,M,,1922597,EUR,1170720000,F,56,56,False,15.0,9.0,,,0.0,3.0,6.0,6.0,9.0,,2.0,3.0,1.0,,,,87.0,30.0,6.5,13.0,0.0233859,1,,1.0,7.0,,1.0,2.0,,1.0,,,5.0,,4.0,,,,0.0274,,,,1.0,1.0,,,,,1.0,,,,,,,
13472689,home,Corinthians,João Pedro Tchoca,joao-pedro,J. Pedro,D,4,192,3424,M,,1411150,EUR,1072828800,D,47,47,True,11.0,9.0,2.0,1.0,0.0,5.0,5.0,4.0,6.0,1.0,2.0,2.0,,,,,29.0,17.0,6.7,2.0,0.00416271,0,,1.0,2.0,,,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,1.0,,,,,10.0,7.0,6.8,1.0,0.00102304,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,37,37,True,9.0,9.0,,,0.0,6.0,6.0,3.0,3.0,,2.0,1.0,,,,,10.0,12.0,6.6,1.0,0.00163026,0,,,2.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
13472689,home,Corinthians,Vitinho,vitinho,Vitinho,F,11,178,3973,M,,242054,EUR,750124800,F,29,29,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,,1.0,,1.0,,,,10.0,13.0,6.5,4.0,0.00118428,1,,,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,0.0184,,,,,,,,,,1.0,,,,,,,
13472689,home,Corinthians,Talles Magno,talles-magno,T. Magno,F,43,186,7732,M,TallesMagico,985860,EUR,1025049600,F,43,43,True,1.0,1.0,,,0.0,1.0,1.0,,,,2.0,,2.0,,,,8.0,5.0,6.6,,5.19e-06,0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Felipe Longo,felipe-longo,F. Longo,G,40,189,2226,M,,1485272,EUR,1109980800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472689,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,felix_torres,881848,EUR,852940800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
