match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_errorLeadToAShot
12450240,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186,316,M,159837,EUR,720748800,G,16,16,False,28.0,18.0,20.0,10.0,0.0,10.0,11.0,8.0,17.0,7.0,1.0,2.0,2.0,90.0,34.0,6.9,10.0,0.00391627,0,-0.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450240,home,Auxerre,Gabriel Osho,,,gabriel-osho,G. Osho,D,4,185,1150,M,920680,EUR,903052800,D,3,3,False,51.0,46.0,4.0,2.0,0.0,24.0,24.0,22.0,27.0,2.0,,,,90.0,56.0,6.8,6.0,0.0646724,1,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0975,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450240,home,Auxerre,Jubal,,,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,55.0,48.0,8.0,4.0,0.0,37.0,41.0,11.0,14.0,8.0,,,,90.0,74.0,7.3,8.0,0.01909,2,,4.0,1.0,7.0,,1.0,11.0,1.0,0.3492,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12450240,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183,819,M,1387156,EUR,1006560000,D,92,92,False,49.0,39.0,11.0,6.0,0.0,21.0,24.0,18.0,25.0,7.0,,,,82.0,63.0,6.9,10.0,0.0379065,0,,1.0,4.0,6.0,2.0,,4.0,3.0,,,,,,,,4.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
12450240,home,Auxerre,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,945,M,954044,EUR,1011312000,M,23,23,False,39.0,30.0,3.0,,0.0,4.0,4.0,27.0,44.0,4.0,,,,82.0,73.0,7.2,22.0,0.0722481,0,,,3.0,5.0,,,2.0,3.0,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,9.0,1.0,3.0,1.0,,,,,,,,,,
12450240,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183,449,M,1151803,EUR,1088380800,M,27,27,False,52.0,47.0,7.0,6.0,0.0,18.0,18.0,29.0,35.0,10.0,,,,90.0,62.0,7.9,10.0,0.552005,1,,2.0,7.0,3.0,1.0,,,1.0,0.0735,3.0,,1.0,,,,,1.0,1.0,,2.0,1.0,,1.0,,2.0,2.0,1.0,0.1513,,,,,,
12450240,home,Auxerre,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179,1294,M,904424,EUR,878860800,M,42,42,False,24.0,21.0,2.0,1.0,0.0,10.0,10.0,11.0,14.0,2.0,,,,69.0,29.0,6.5,5.0,0.00537343,1,,,4.0,1.0,,,,1.0,0.0094,,,2.0,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,
12450240,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177,2401,M,844942,EUR,900720000,M,14,14,False,31.0,25.0,5.0,3.0,0.0,9.0,11.0,16.0,22.0,7.0,,,,69.0,52.0,6.7,11.0,0.0186634,0,,,3.0,3.0,1.0,,3.0,2.0,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,
12450240,home,Auxerre,Gaëtan Perrin,,,gaetan-perrin,G. Perrin,M,28,169,447,M,827506,EUR,834105600,F,10,10,False,33.0,27.0,2.0,1.0,0.0,3.0,3.0,25.0,40.0,3.0,,,,90.0,61.0,7.5,23.0,0.62781,2,,,9.0,4.0,3.0,2.0,1.0,2.0,0.0683,5.0,,,,,,,2.0,3.0,,1.0,10.0,1.0,6.0,2.0,1.0,1.0,,,,,,,,
12450240,home,Auxerre,Hamed Junior Traorè,,,hamed-junior-traore,H. J. Traorè,M,20,177,3127,M,892924,EUR,950659200,F,25,25,False,19.0,16.0,1.0,1.0,0.0,3.0,3.0,13.0,18.0,2.0,,,,90.0,44.0,6.7,18.0,0.0428171,1,,1.0,9.0,6.0,3.0,,,3.0,0.1232,,,,,,,,2.0,7.0,2.0,1.0,2.0,,3.0,,2.0,,1.0,0.1606,,,,,,
