match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_clearanceOffLine,player_lastName,stat_dispossessed,stat_totalOffside,stat_errorLeadToAShot,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goalAssist
10913351,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,37.0,19.0,25.0,7.0,15.0,21.0,4.0,16.0,1.0,9.0,3.0,6.0,1.0,90.0,48.0,7.7,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913351,home,Al Wehda,Amiri Kurdi,amiri-kurdi,A. Kurdi,D,,179.0,20,M,115129,EUR,684547200,D,23,23,False,40.0,33.0,3.0,2.0,21.0,24.0,13.0,20.0,4.0,5.0,,,,90.0,67.0,6.7,13.0,0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10913351,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,2,2,False,44.0,39.0,7.0,5.0,30.0,32.0,9.0,12.0,2.0,7.0,,,,87.0,58.0,7.3,5.0,0,,,7.0,8.0,2.0,1.0,1.0,2.0,1.0,,1.0,Ali Makki,4.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
10913351,home,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,832637,EUR,774489600,D,3,3,False,45.0,36.0,12.0,5.0,30.0,34.0,6.0,11.0,2.0,3.0,,,,90.0,56.0,7.2,9.0,0,,,6.0,1.0,3.0,,,3.0,,,1.0,,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,
10913351,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,False,33.0,25.0,3.0,1.0,18.0,21.0,8.0,13.0,6.0,9.0,,,,90.0,62.0,6.5,15.0,0,1.0,1.0,9.0,7.0,4.0,2.0,2.0,,3.0,1.0,,Hawsawi Islam Ahmed,2.0,1.0,5.0,2.0,1.0,,,3.0,,,,,,,,,,,,,
10913351,home,Al Wehda,Sultan Al Akouz,sultan-al-akouz,S. A. Akouz,F,29,,4,M,1399139,EUR,1082764800,M,29,29,False,12.0,11.0,1.0,1.0,6.0,6.0,5.0,7.0,,5.0,,,,54.0,20.0,6.1,8.0,0,1.0,,4.0,,,,,,,3.0,2.0,Sultan Al Akouz,,,,,,,,2.0,1.0,,,,,,,,,,,,
10913351,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,False,64.0,53.0,5.0,2.0,30.0,36.0,23.0,28.0,3.0,11.0,,,,90.0,76.0,6.4,13.0,0,,,5.0,5.0,2.0,1.0,,,3.0,1.0,1.0,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,
10913351,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,59.0,47.0,8.0,3.0,31.0,35.0,16.0,24.0,,8.0,,,,90.0,71.0,6.8,13.0,0,,,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,1.0,3.0,1.0,2.0,,,,,,True,,,,,,,,,,
10913351,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,M,90,90,False,13.0,8.0,,,4.0,6.0,4.0,7.0,1.0,6.0,,,,54.0,25.0,6.3,9.0,0,,,5.0,6.0,2.0,4.0,2.0,,1.0,2.0,,Hazzaa Ahmed Al-Ghamdi,1.0,,,,3.0,,,,,,,,,,,,,,,,
10913351,home,Al Wehda,Jean-David Beauguel,jean-david-beauguel,J. Beauguel,F,9,192.0,94,M,174895,EUR,701136000,F,9,9,False,24.0,19.0,1.0,1.0,9.0,9.0,10.0,15.0,2.0,1.0,,,,79.0,38.0,6.6,13.0,0,,,13.0,6.0,,1.0,,,,5.0,5.0,,6.0,5.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
