match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_penaltyConceded,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_punches,stat_errorLeadToAShot,stat_totalOffside
12450214,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194.0,898,M,100390,EUR,668563200,G,40,40,False,37.0,27.0,13.0,3.0,0.0,25.0,26.0,2.0,11.0,2.0,9.0,3.0,4.0,1.0,6.0,3.0,3.0,90.0,52.0,7.8,11.0,0.00256982,0,-0.2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450214,home,Stade Brestois,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190.0,348,M,330099,EUR,829526400,D,6,6,False,34.0,28.0,8.0,4.0,0.0,18.0,20.0,11.0,16.0,3.0,3.0,,,,,,,90.0,44.0,6.4,8.0,0.03784,0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450214,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181.0,234,M,328035,EUR,788054400,D,5,5,False,54.0,42.0,17.0,7.0,0.0,38.0,41.0,4.0,13.0,3.0,4.0,,,,,,,90.0,68.0,7.0,13.0,0.0439376,1,,,,,,2.0,1.0,True,2.0,4.0,5.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0714,1.0,,,,,,,,,,,,,,,
12450214,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195.0,1264,M,984527,EUR,1018396800,D,3,3,False,31.0,30.0,4.0,4.0,0.0,24.0,25.0,6.0,6.0,2.0,3.0,,,,,,,50.0,37.0,5.9,1.0,0.00455133,0,,,,,,2.0,,,1.0,4.0,1.0,5.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
12450214,home,Stade Brestois,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179.0,600,M,143344,EUR,723254400,D,22,22,False,33.0,26.0,4.0,2.0,0.0,14.0,16.0,12.0,17.0,3.0,3.0,,,,,,,90.0,66.0,7.1,10.0,0.0750011,2,,,,,,,1.0,,1.0,2.0,6.0,9.0,3.0,,,2.0,5.0,1.0,0.033,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1833,,,,,,
12450214,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178.0,964,M,916041,EUR,899164800,M,45,45,False,33.0,30.0,1.0,,0.0,18.0,20.0,12.0,13.0,,5.0,,,,,,,79.0,49.0,6.5,8.0,0.00830453,3,,,,,,,4.0,,1.0,,4.0,2.0,1.0,,,,1.0,1.0,0.2153,,,,2.0,1.0,2.0,1.0,,,0.1873,1.0,,,,,
12450214,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185.0,589,M,801306,EUR,738288000,M,20,20,False,54.0,47.0,7.0,6.0,0.0,29.0,30.0,19.0,26.0,1.0,8.0,,,,,,,90.0,70.0,7.5,9.0,0.152412,2,,,,2.0,1.0,,1.0,,1.0,,6.0,5.0,1.0,,1.0,1.0,1.0,4.0,0.2381,,,,1.0,1.0,1.0,,3.0,1.0,0.8658,,1.0,,,,
12450214,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173.0,194,M,861324,EUR,896486400,M,8,8,False,30.0,28.0,3.0,3.0,0.0,17.0,17.0,11.0,14.0,1.0,4.0,,,,,,,66.0,35.0,6.6,4.0,0.043247,0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
12450214,home,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180.0,349,M,831400,EUR,849312000,F,26,26,False,22.0,18.0,1.0,1.0,1.0,8.0,10.0,10.0,21.0,,6.0,,,,,,,86.0,43.0,7.6,17.0,0.115629,1,,,,9.0,,1.0,2.0,,,,3.0,3.0,1.0,2.0,,,,,0.0648,2.0,,1.0,1.0,,,1.0,3.0,1.0,,,,,,,
12450214,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196.0,1367,M,343971,EUR,762134400,F,19,19,False,17.0,12.0,1.0,1.0,0.0,6.0,6.0,6.0,11.0,1.0,3.0,,,,,,,66.0,22.0,6.8,8.0,0.0195175,0,,,,,,,3.0,,1.0,3.0,2.0,3.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,
