match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385077,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,37.0,19.0,28.0,10.0,15.0,18.0,4.0,19.0,9.0,2.0,1.0,90.0,47.0,6.2,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,28.0,20.0,1.0,,12.0,16.0,9.0,14.0,8.0,,,90.0,48.0,6.5,13.0,0,,,2.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,35.0,28.0,9.0,5.0,24.0,28.0,4.0,7.0,10.0,,,90.0,50.0,6.7,8.0,0,,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,8.0,2.0,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,25.0,20.0,5.0,2.0,14.0,16.0,6.0,9.0,2.0,,,90.0,39.0,6.3,5.0,1,,,,,3.0,4.0,3.0,,,,,,7.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,24,24,False,37.0,30.0,8.0,6.0,15.0,18.0,16.0,22.0,7.0,,,90.0,53.0,7.9,11.0,1,,,3.0,1.0,2.0,2.0,3.0,,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
10385077,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,22.0,13.0,7.0,2.0,6.0,11.0,8.0,12.0,4.0,,,61.0,53.0,6.4,15.0,0,,,1.0,1.0,1.0,8.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,,,,,1.0,,,,1.0,4.0,2.0,1.0,1.0,,,,,
10385077,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,False,31.0,23.0,5.0,1.0,14.0,17.0,9.0,14.0,9.0,,,90.0,48.0,6.8,12.0,3,,,,,,5.0,5.0,1.0,4.0,2.0,2.0,,1.0,2.0,,,,3.0,,1.0,,,,,2.0,1.0,,2.0,,,,
10385077,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175,12,M,991846,EUR,943833600,M,8,8,False,33.0,23.0,2.0,1.0,10.0,12.0,13.0,22.0,3.0,,,90.0,44.0,6.8,12.0,1,Patrick,Vroegh,1.0,,,1.0,3.0,,3.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
10385077,home,RKC Waalwijk,Iliass Bel Hassani,iliass-bel-hassani,I. Bel Hassani,M,,173,104,M,128799,EUR,716601600,M,11,11,False,18.0,14.0,1.0,1.0,9.0,11.0,6.0,10.0,4.0,,,61.0,29.0,7.5,8.0,2,,,3.0,1.0,,,3.0,,,,2.0,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,
10385077,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,27.0,19.0,1.0,1.0,7.0,10.0,12.0,17.0,1.0,,,90.0,39.0,6.7,12.0,3,,,,,4.0,6.0,8.0,,,,4.0,1.0,,,5.0,1.0,1.0,2.0,,,,,1.0,,,,3.0,2.0,True,,,
10385077,home,RKC Waalwijk,Lennerd Daneels,lennerd-daneels,L. Daneels,M,11,172,41,M,794980,EUR,892166400,F,20,20,False,19.0,11.0,,,5.0,6.0,7.0,15.0,2.0,,,67.0,37.0,6.7,18.0,0,Lennerd,Daneels,2.0,1.0,1.0,5.0,4.0,,,,6.0,1.0,,,1.0,,,2.0,1.0,,,,,1.0,3.0,1.0,2.0,,,,,
10385077,home,RKC Waalwijk,Luuk Wouters,luuk-wouters,L. Wouters,D,15,190,33,M,1048222,EUR,928800000,D,34,34,True,9.0,8.0,1.0,,3.0,4.0,5.0,5.0,3.0,,,29.0,19.0,6.6,4.0,0,,,,,,1.0,3.0,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
10385077,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,True,22.0,19.0,2.0,2.0,9.0,10.0,10.0,12.0,6.0,,,29.0,26.0,6.7,3.0,0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Julen Lobete,julen-lobete,J. Lobete,F,24,176,172,M,1006232,EUR,969235200,F,7,7,True,11.0,7.0,,,7.0,9.0,,2.0,3.0,,,23.0,18.0,6.3,7.0,0,,,,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,3.0,,3.0,,,1.0,,
10385077,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Joel Pereira,joel-pereira,J. Pereira,G,1,188,279,M,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Hans Mulder,hans-mulder,H. Mulder,D,10,180,5,,18185,EUR,546480000,D,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Lars Nieuwpoort,lars-nieuwpoort,L. Nieuwpoort,D,,189,9,,339893,EUR,783388800,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Sebbe Augustijns,sebbe-augustijns,S. Augustijns,M,,179,19,M,997507,EUR,936316800,M,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Mika Biereth,mika-biereth,M. Biereth,F,14,187,5311,M,1083007,EUR,1044662400,F,9,9,True,,,,,,,,,,,,,,,,0,Mika Biereth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,home,RKC Waalwijk,Roy Kuijpers,roy-kuijpers,R. Kuijpers,F,17,175,50,M,1046728,EUR,948067200,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385077,away,FC Utrecht,Vasilis Barkas,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,18.0,17.0,3.0,2.0,16.0,16.0,1.0,2.0,13.0,,1.0,90.0,30.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
