match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,captain,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_goals
10389954,home,Toulouse,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,170,M,96542,EUR,731203200,G,30,30,False,29.0,21.0,16.0,8.0,17.0,20.0,4.0,9.0,7.0,7.0,8.0,90.0,42.0,8.0,9.0,0.0,0.0,0.0007146,0,1.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389954,home,Toulouse,Kévin Keben Biakolo,kevin-keben-biakolo,K. K. Biakolo,D,4,187,208,M,1102504,EUR,1075075200,D,31,31,False,20.0,14.0,,,9.0,13.0,5.0,8.0,7.0,,,90.0,43.0,6.2,11.0,0.0,0.0,0.00803371,0,,,,1.0,2.0,2.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10389954,home,Toulouse,Anthony Rouault,anthony-rouault,A. Rouault,D,24,186,600,M,991479,EUR,991094400,D,4,4,False,44.0,35.0,9.0,3.0,22.0,25.0,13.0,19.0,5.0,,,90.0,64.0,6.6,11.0,0.0,0.0,0.00843155,0,,,,,5.0,4.0,7.0,7.0,,1.0,7.0,3.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10389954,home,Toulouse,Rasmus Nicolaisen,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,40.0,31.0,5.0,3.0,18.0,21.0,13.0,19.0,1.0,,,90.0,53.0,7.3,10.0,0.1034,0.0,0.0033637,1,,,,,1.0,5.0,1.0,6.0,,,3.0,3.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,
10389954,home,Toulouse,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,12,12,False,48.0,35.0,2.0,,18.0,23.0,17.0,29.0,8.0,,,90.0,76.0,6.2,23.0,0.0,0.0,0.0199192,0,,Issiaga,Sylla,4.0,1.0,1.0,8.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,,,ISylla,1.0,,,,,,,,,,,,
10389954,home,Toulouse,Brecht Dejaegere,brecht-dejaegere,B. Dejaegere,M,19,174,153,M,122859,EUR,675475200,M,10,10,False,17.0,13.0,,,2.0,2.0,11.0,16.0,3.0,,,54.0,27.0,6.5,8.0,0.0354,0.0,0.0109342,1,,,,1.0,1.0,,5.0,1.0,2.0,1.0,,,,1.0,,2.0,1.0,,1.0,1.0,,,True,,,,,,,,,,,
10389954,home,Toulouse,Stijn Spierings,spierings-stijn,S. Spierings,M,6,189,224,M,788977,EUR,826588800,M,17,17,False,44.0,32.0,3.0,,12.0,14.0,20.0,30.0,12.0,,,90.0,52.0,6.1,13.0,0.0,0.0,0.0252324,0,,,,,1.0,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
10389954,home,Toulouse,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1185,M,190883,EUR,806284800,M,8,8,False,65.0,53.0,14.0,9.0,18.0,20.0,40.0,53.0,10.0,,,90.0,81.0,7.5,17.0,0.0931,0.3167,0.159139,3,,,,8.0,1.0,,3.0,,,,,2.0,,,,1.0,1.0,2.0,1.0,,,1.0,,,5.0,2.0,,,,,,,,
10389954,home,Toulouse,Rafael Ratão,rafael-ratao,R. Ratão,F,18,182,3346,M,352838,EUR,817689600,F,21,21,False,27.0,14.0,,,2.0,7.0,12.0,20.0,7.0,,,71.0,42.0,6.8,20.0,0.0,0.0,0.0495256,0,,,,,1.0,1.0,4.0,9.0,,4.0,,,3.0,3.0,3.0,3.0,,1.0,,,,1.0,,2.0,,,,,,,,,,
10389954,home,Toulouse,Zakaria Aboukhlal,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,6,6,False,19.0,17.0,1.0,1.0,3.0,3.0,14.0,16.0,2.0,,,90.0,35.0,6.5,9.0,0.2636,0.2106,0.0293205,4,,,,,,,6.0,,1.0,2.0,,1.0,,,,4.0,2.0,1.0,1.0,,zakariaaboukhlal,1.0,,,,1.0,2.0,,,,,,,
