match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_accurateCross,player_sofascoreId,stat_errorLeadToAGoal
14573025,home,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1497,M,358910,EUR,830822400,G,13,13,False,12.0,10.0,4.0,2.0,0.0,10.0,11.0,1.0,6.0,2.0,2.0,90.0,18.0,6.9,2.0,0.00011989,7.7648456291968,2.0,-1.47,0.945,0.0809,0,0.2219,0.03,0.0,0.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573025,home,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175.0,692,M,152446,EUR,694224000,D,20,20,False,63.0,57.0,3.0,2.0,0.0,15.0,17.0,46.0,2.0,,,90.0,86.0,7.3,11.0,0.0251978,99.355467919756,12.0,49.56,24.15,,1,,0.2,0.07,-0.01,,True,42.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1029,24.816314069579,1.0,1.0,-0.31,,,,,,,,,,,,,,,,,,
14573025,home,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1049,M,88528,EUR,674697600,D,24,24,False,100.0,96.0,6.0,2.0,1.0,42.0,42.0,58.0,3.0,,,90.0,115.0,9.9,4.0,0.138405,483.56087105535,56.0,308.7,24.045,,3,,0.68,0.39,0.47,,,54.0,,5.0,6.0,1.0,10.0,1.0,1.0,1.0,,,0.1429,56.366554852428,3.0,1.0,0.56,2.0,4.0,1.0,2.0,1.0,3.0,0.1356,,,,,,,,,,,
14573025,home,Rayo Vallecano,Luiz Felipe,luiz-felipe,L. Felipe,D,5,187.0,1042,M,850035,EUR,858988800,D,5,5,False,102.0,98.0,3.0,2.0,0.0,41.0,42.0,60.0,4.0,,,90.0,109.0,7.4,5.0,0.0189739,241.47468916382,36.0,108.99,33.39,,0,,0.31,0.2,0.21,,,57.0,,1.0,2.0,,1.0,1.0,1.0,,,,,33.444241896027,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,
14573025,home,Rayo Vallecano,Jozhua Vertrouwd,jozhua-vertrouwd,J. Vertrouwd,D,33,188.0,214,M,1120947,EUR,1093046400,D,33,33,False,38.0,32.0,3.0,2.0,0.0,15.0,18.0,20.0,2.0,,,79.0,58.0,6.9,13.0,0.0182587,133.3834766607,18.0,2.625,13.23,,0,,-0.1,0.02,-0.04,,,17.0,4.0,,5.0,,,,3.0,1.0,,1.0,,11.101889749047,1.0,,,,2.0,,,,1.0,,,,Jozhua Vertrouwd,,1.0,1.0,1.0,,,,
14573025,home,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180.0,572,M,900669,EUR,897004800,M,4,4,False,34.0,33.0,,,0.0,10.0,10.0,24.0,4.0,,,65.0,50.0,6.6,8.0,0.028576,121.7045592738,15.0,32.97,13.65,,3,,-0.24,0.16,-0.02,,,23.0,1.0,,4.0,1.0,,1.0,1.0,1.0,4.0,2.0,0.0766,13.801597733596,1.0,,-0.14,,3.0,,,,1.0,,,,,,,3.0,1.0,2.0,,,
14573025,home,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,510,M,588566,EUR,815011200,M,17,17,False,83.0,77.0,9.0,5.0,0.0,23.0,24.0,59.0,5.0,,,65.0,100.0,8.0,8.0,0.330528,291.38308952988,33.0,147.84,25.095,,2,,0.42,0.33,0.2,,,54.0,,3.0,8.0,,2.0,2.0,5.0,5.0,2.0,,0.0489,84.987113490773,4.0,1.0,-0.03,3.0,6.0,,1.0,,3.0,0.0246,,,,,,,,1.0,,,
14573025,home,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187.0,386,M,326471,EUR,787708800,M,15,15,False,75.0,69.0,6.0,5.0,0.0,21.0,23.0,52.0,6.0,,,90.0,86.0,8.3,9.0,0.113477,176.4980942405,24.0,53.695,13.965,,3,,0.31,0.25,-0.02,,,48.0,4.0,,3.0,,,,2.0,2.0,,1.0,0.1938,10.945588335032,1.0,2.0,0.48,1.0,3.0,,1.0,1.0,1.0,0.4741,,,,,1.0,,,2.0,1.0,,
14573025,home,Rayo Vallecano,Andrei Rațiu,andrei-ratiu,A. Rațiu,D,2,183.0,8260,M,965031,EUR,898300800,F,2,2,False,38.0,28.0,1.0,,0.0,6.0,6.0,32.0,3.0,,,90.0,66.0,6.3,27.0,0.221773,182.05662839298,23.0,97.69,13.44,,1,,0.08,0.17,-0.01,,,22.0,4.0,,4.0,,,,1.0,1.0,6.0,1.0,0.0716,49.023809258995,4.0,1.0,-0.27,4.0,9.0,,,,,,4.0,,,,,3.0,2.0,1.0,,Sonic,
14573025,home,Rayo Vallecano,Sergio Camello,sergio-camello,S. Camello,F,10,177.0,1010,M,910024,EUR,981763200,F,10,10,False,31.0,27.0,5.0,4.0,0.0,3.0,4.0,27.0,1.0,,,85.0,43.0,6.5,10.0,0.0308558,89.260209150639,12.0,15.225,13.23,,1,,-0.25,0.11,-0.01,,,24.0,,1.0,4.0,1.0,,,,,1.0,1.0,0.0841,15.066126376743,1.0,2.0,0.02,,5.0,,,,,,2.0,,,,,5.0,2.0,,,,
