match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_challengeLost,stat_bigChanceCreated,stat_lastManTackle,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_clearanceOffLine,stat_errorLeadToAShot,stat_goals
12436469,home,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,False,26.0,22.0,10.0,6.0,0.0,16.0,19.0,6.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,32.0,6.1,5.0,0.0011846,0,-2.4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436469,home,Leicester City,James Justin,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,2,2,False,26.0,15.0,3.0,1.0,0.0,5.0,9.0,10.0,17.0,5.0,4.0,,,,,,53.0,43.0,5.6,16.0,0.00405049,1,,,,2.0,4.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0242,0.1505,,,,,,,,,,,,,,,,,,,,,,,,
12436469,home,Leicester City,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,98449,EUR,730598400,D,4,4,False,54.0,52.0,7.0,6.0,0.0,30.0,31.0,22.0,23.0,,,2.0,,,,,90.0,62.0,7.2,2.0,0.1429,0,,,,,3.0,4.0,,,2.0,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436469,home,Leicester City,Jannik Vestergaard,jannik-vestergaard,J. Vestergaard,D,23,199,1227,M,120538,EUR,712800000,D,23,23,False,49.0,47.0,1.0,,0.0,35.0,36.0,12.0,13.0,1.0,1.0,2.0,,,,,45.0,56.0,6.2,2.0,0.00322693,0,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
12436469,home,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,66.0,56.0,4.0,,0.0,31.0,32.0,26.0,37.0,3.0,,5.0,,,,,90.0,87.0,6.5,14.0,0.0179933,0,,,,1.0,1.0,5.0,,,,,,3.0,,,,2.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12436469,home,Leicester City,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,22,22,False,30.0,28.0,2.0,1.0,0.0,14.0,15.0,14.0,16.0,1.0,,2.0,,,,,45.0,36.0,6.6,3.0,0.00669731,0,,,,,,4.0,,,,,,2.0,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12436469,home,Leicester City,Boubakary Soumaré,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,65.0,56.0,1.0,1.0,0.0,23.0,24.0,34.0,42.0,5.0,2.0,6.0,,,,,90.0,79.0,6.7,12.0,0.0600063,0,,,,,,4.0,1.0,,,,1.0,2.0,,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436469,home,Leicester City,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,M,18,18,False,26.0,21.0,,,0.0,6.0,7.0,16.0,26.0,10.0,3.0,6.0,,,,,84.0,51.0,6.3,18.0,0.0644079,1,,,,2.0,2.0,7.0,2.0,,,,2.0,2.0,0.0718,,,,1.0,,1.0,3.0,7.0,1.0,4.0,jordanayew9,1.0,1.0,,,,,,,,,,,,
12436469,home,Leicester City,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25212,M,1126569,EUR,1084147200,M,11,11,False,33.0,24.0,5.0,3.0,0.0,12.0,14.0,12.0,21.0,,,1.0,,,,,53.0,40.0,6.7,12.0,0.186591,0,,Bilal,El Khannouss,,,1.0,,,,,1.0,,,,,,1.0,,,,2.0,,,bilalekns_34,,,,,,,,,,,,,,
12436469,home,Leicester City,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,M,10,10,False,33.0,28.0,,,0.0,9.0,9.0,19.0,29.0,2.0,3.0,5.0,,,,,90.0,54.0,6.8,15.0,0.0162243,1,,,,,,6.0,1.0,1.0,,,2.0,1.0,0.0276,0.0439,,,4.0,2.0,,,5.0,,,,,,,,,,,,,,,,,
