match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_outfielderBlock,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss,stat_goalAssist,stat_totalOffside,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_clearanceOffLine,stat_penaltyConceded
11067586,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,22.0,20.0,6.0,4.0,19.0,20.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,90.0,29.0,6.6,2.0,0.00025282,0,0.5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067586,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,48.0,44.0,1.0,1.0,13.0,13.0,33.0,44.0,9.0,4.0,2.0,,,90.0,83.0,7.5,16.0,0.19703,2,,,,9.0,2.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,1.0,0.0298,3.0,,,,,,,,,,,,,,,,,,,
11067586,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,False,,57.0,50.0,7.0,4.0,22.0,24.0,28.0,33.0,4.0,6.0,,,,90.0,71.0,7.1,7.0,0.0176712,0,,,,,,2.0,1.0,4.0,,,,,,,2.0,3.0,2.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,,
11067586,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,71.0,63.0,7.0,5.0,32.0,34.0,31.0,37.0,6.0,5.0,1.0,,,90.0,80.0,7.2,8.0,0.0178371,0,,,,,,,5.0,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067586,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,51.0,44.0,5.0,4.0,20.0,20.0,26.0,37.0,5.0,6.0,1.0,,,90.0,71.0,6.5,13.0,0.325805,2,,,,6.0,2.0,4.0,,12.0,4.0,1.0,1.0,2.0,1.0,,,3.0,2.0,,3.0,0.1659,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11067586,home,Cruzeiro,Japa,joao-wellington-japa,Japa,M,77,177,1249,M,1459623,EUR,1073001600,M,77,77,False,,12.0,12.0,,,1.0,1.0,11.0,11.0,3.0,3.0,2.0,,,78.0,29.0,6.2,4.0,0.00528798,3,,,,,,2.0,1.0,6.0,1.0,1.0,1.0,,3.0,,2.0,,,2.0,1.0,0.4861,,,,,1.0,,,,,,,,,,,,,,,
11067586,home,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,,31.0,26.0,5.0,4.0,13.0,13.0,13.0,19.0,3.0,5.0,,,,58.0,37.0,7.2,6.0,0.0234739,2,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,2.0,1.0,,,0.0645,,1.0,,,,2.0,,0.3642,,,,,,,,,,,,
11067586,home,Cruzeiro,Ian Luccas,ian-luccas,Ian Luccas,M,5,187,203,M,1046496,EUR,1044921600,M,20,20,False,,11.0,11.0,1.0,1.0,3.0,3.0,8.0,9.0,2.0,1.0,,,,58.0,20.0,6.3,4.0,0.00212064,2,,,,1.0,,,,4.0,,1.0,,,,1.0,,2.0,,2.0,3.0,0.5815,,,,,1.0,1.0,,0.2856,,,,,,,,,,,,
11067586,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,377238,EUR,831254400,M,96,96,False,,55.0,43.0,5.0,3.0,6.0,6.0,39.0,54.0,5.0,6.0,3.0,,,90.0,79.0,8.2,16.0,0.143905,4,,,,5.0,2.0,,1.0,2.0,2.0,,1.0,,2.0,1.0,,,,,,0.1946,2.0,,,1.0,,1.0,,0.459,matheus_pereira,1.0,1.0,,,,,,,,,
11067586,home,Cruzeiro,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,667,M,822524,EUR,899424000,M,19,19,False,,32.0,27.0,3.0,1.0,6.0,7.0,21.0,25.0,5.0,8.0,2.0,,,83.0,42.0,6.6,7.0,0.293994,2,,,,,,,,1.0,1.0,,3.0,,1.0,,,,,2.0,,0.6486,3.0,,,3.0,2.0,1.0,,0.5811,,,,1.0,,,,,,,,
