match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_hitWoodwork,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalContest,stat_wasFouled,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonContest
10411627,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,21.0,19.0,4.0,2.0,19.0,19.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,90.0,29.0,7.4,2.0,0.0,0.0,8.343e-05,0,0.3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,69.0,59.0,10.0,6.0,41.0,46.0,25.0,4.0,7.0,2.0,3.0,,,,90.0,84.0,7.8,12.0,0.1055,0.0,0.0141967,2,,23,18.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192,1660,M,,47741,EUR,627696000,D,6,6,False,58.0,54.0,5.0,2.0,43.0,45.0,13.0,2.0,2.0,5.0,3.0,,,,90.0,68.0,7.0,4.0,0.0837,0.0,0.00477194,1,,5,11.0,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,191,1585,M,,893642,EUR,949968000,D,24,24,False,61.0,56.0,5.0,4.0,40.0,43.0,18.0,2.0,3.0,2.0,5.0,,,,90.0,69.0,7.3,6.0,0.0219,0.0,0.0265516,1,,4,16.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,180,2880,M,,893008,EUR,856137600,M,19,19,False,42.0,35.0,1.0,,21.0,25.0,18.0,,1.0,1.0,6.0,,,,90.0,64.0,7.0,11.0,0.1567,0.0,0.0621773,1,,19,14.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411627,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181,2073,M,,986352,EUR,1021507200,M,52,52,False,17.0,14.0,,,9.0,10.0,8.0,,2.0,,4.0,,,,67.0,27.0,6.1,10.0,0.0,0.0,0.00160193,0,,15,5.0,1.0,1.0,8.0,,,1.0,3.0,,1.0,3.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,
10411627,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,55.0,45.0,5.0,2.0,29.0,32.0,23.0,1.0,9.0,2.0,9.0,,,,90.0,72.0,7.4,14.0,0.0,0.0,0.0770742,0,,4,16.0,,,5.0,,,6.0,3.0,,5.0,1.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
10411627,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,175,16244,M,nico_zale,984184,EUR,1011744000,M,59,59,False,34.0,33.0,3.0,3.0,22.0,23.0,12.0,,7.0,,4.0,,,,66.0,51.0,7.3,6.0,0.0739,0.055,0.037742,2,,59,11.0,1.0,,2.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,1.0,5.0,,1.0,1.0,,,,,,,
10411627,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,F,7,7,False,17.0,15.0,,,8.0,8.0,9.0,,2.0,,3.0,,,,74.0,21.0,6.7,3.0,0.0,0.0,0.00217095,0,,7,7.0,,1.0,2.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,True,,,,,,
10411627,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,177,117714,M,LaJoya,256219,EUR,753321600,F,21,21,False,43.0,39.0,10.0,8.0,16.0,17.0,33.0,,3.0,,1.0,,,,89.0,60.0,9.3,10.0,0.3958,0.746,0.177069,2,,21,27.0,7.0,,1.0,,,3.0,1.0,,,2.0,4.0,,,,,,,,,,,2.0,,,4.0,2.0,,,,
10411627,home,Roma,Tammy Abraham,tammy-abraham,T. Abraham,F,195,19720,M,tammy_abraham,610766,EUR,875750400,F,9,9,False,12.0,9.0,1.0,,2.0,3.0,9.0,,3.0,2.0,3.0,,,,89.0,22.0,7.3,6.0,0.119,0.3182,0.383795,1,,18,7.0,,,5.0,,,,2.0,,,,2.0,,,,1.0,,,,2.0,3.0,1.0,1.0,,,,,2.0,1.0,1.0,
10411627,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185,3729,M,,148899,EUR,733017600,D,37,37,True,6.0,4.0,,,3.0,4.0,2.0,,,,1.0,,,,24.0,7.0,6.5,3.0,0.0,0.0,0.00153059,0,,37,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Nemanja Matić,nemanja-matic,N. Matić,M,194,3565,M,Mati,44241,EUR,586396800,M,8,8,True,10.0,9.0,,,7.0,8.0,2.0,,,,1.0,,,,23.0,11.0,6.5,1.0,0.0,0.0,0.00064196,0,,18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Benjamin Tahirović,benjamin-tahirovic,B. Tahirović,M,191,1887,M,,1102659,EUR,1046649600,M,68,68,True,5.0,5.0,2.0,2.0,5.0,5.0,1.0,,,,,,,,16.0,8.0,6.6,2.0,0.0,0.0,5.518e-05,0,,8,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10411627,home,Roma,Andrea Belotti,andrea-belotti,A. Belotti,F,181,3521,M,gallobelotti,220223,EUR,756345600,F,11,11,True,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
