match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_errorLeadToAShot,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_keyPass,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget
11369414,home,Las Palmas,Álvaro Valles,alvaro-valles,Á. Valles,G,1,192.0,931,M,964983,EUR,869788800,G,13,13,False,87.0,79.0,16.0,8.0,74.0,75.0,5.0,12.0,1.0,1.0,1.0,17.0,1.0,3.0,1.0,4.0,1.0,1.0,90.0,104.0,8.1,9.0,0.00118643,0,0.3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369414,home,Las Palmas,Julián Araujo,julian-araujo,J. Araujo,D,22,175.0,4723,M,978150,EUR,997660800,D,28,28,False,49.0,40.0,3.0,1.0,19.0,23.0,22.0,27.0,3.0,5.0,3.0,6.0,3.0,,,,,,90.0,73.0,7.6,18.0,0.0270887,1,,julian_araujo,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3071,0.2677,,,,,,,,,,,,,,,
11369414,home,Las Palmas,Saúl Coco,saul-coco,S. Coco,D,23,188.0,1248,M,1089453,EUR,918518400,D,23,23,False,84.0,73.0,6.0,1.0,55.0,59.0,18.0,25.0,4.0,6.0,4.0,4.0,1.0,,,,,,90.0,100.0,6.8,13.0,0.00682476,0,,,,,5.0,7.0,1.0,,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
11369414,home,Las Palmas,Mika Mármol,mika-marmol,M. Mármol,D,3,181.0,783,M,979146,EUR,993945600,D,15,15,False,92.0,83.0,9.0,3.0,71.0,72.0,12.0,20.0,2.0,2.0,5.0,3.0,,,,,,,90.0,105.0,7.4,9.0,0.00559884,0,,,,,,4.0,1.0,1.0,,,2.0,1.0,,,,,3.0,1.0,,,1.0,1.0,,,,,,,,,
11369414,home,Las Palmas,Sergi Cardona,sergi-cardona,S. Cardona,D,23,186.0,1119,M,986245,EUR,932256000,D,3,3,False,43.0,34.0,2.0,,19.0,22.0,15.0,21.0,3.0,7.0,2.0,4.0,,,,,,,90.0,64.0,7.0,10.0,0.02063,1,,,,,1.0,3.0,1.0,1.0,1.0,,1.0,,2.0,1.0,0.0671,0.2778,2.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,
11369414,home,Las Palmas,Munir El Haddadi,munir-el-haddadi,M. E. Haddadi,F,17,175.0,3412,M,350170,EUR,809913600,M,17,17,False,18.0,17.0,1.0,1.0,11.0,11.0,6.0,7.0,1.0,3.0,,3.0,,,,,,,63.0,27.0,7.1,3.0,0.116559,0,,,,,1.0,5.0,1.0,,,,4.0,,,1.0,,,,,,,,4.0,,1.0,,1.0,,,,,
11369414,home,Las Palmas,Javier Muñoz,javier-munoz,J. Muñoz,M,14,179.0,313,M,353154,EUR,793929600,M,5,5,False,50.0,41.0,2.0,,24.0,27.0,17.0,24.0,1.0,3.0,1.0,2.0,,,,,,,90.0,57.0,7.0,10.0,0.0981052,1,,,1.0,,,2.0,1.0,1.0,,,1.0,,1.0,,0.032,,,,,,,1.0,1.0,,,1.0,1.0,,,,
11369414,home,Las Palmas,Kirian Rodríguez,kirian-rodriguez,K. Rodríguez,M,20,180.0,441,M,964985,EUR,825984000,M,20,20,False,112.0,99.0,4.0,2.0,60.0,63.0,40.0,50.0,1.0,2.0,,7.0,1.0,,,,,,89.0,124.0,8.0,17.0,0.367438,1,,,1.0,1.0,,,,,1.0,,,,,,0.0423,0.017,3.0,,,,1.0,,,1.0,,3.0,,True,1.0,1.0,
11369414,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,False,33.0,28.0,4.0,2.0,9.0,11.0,19.0,22.0,1.0,2.0,,5.0,3.0,,,,,,63.0,46.0,7.1,10.0,0.0249332,0,,,,,2.0,9.0,,,,,4.0,3.0,,,,,,,,,,2.0,,1.0,,,,,,,
11369414,home,Las Palmas,Alberto Moleiro,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,10,10,False,42.0,33.0,1.0,,10.0,11.0,23.0,31.0,,5.0,,6.0,5.0,,,,,,89.0,56.0,6.7,16.0,0.0879222,1,,,,,,2.0,3.0,2.0,,,,,3.0,,0.0154,,2.0,,,,,,2.0,,,,1.0,,,,
