match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_lastManTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_outfielderBlock,stat_clearanceOffLine,stat_errorLeadToAShot,stat_totalOffside,stat_goals
14566736,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200.0,9685,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,27.0,24.0,7.0,4.0,0.0,21.0,22.0,3.0,5.0,5.0,2.0,2.0,90.0,32.0,6.9,3.0,0.00192197,20.016,4.79945,0.0,0.4507,0,-0.6253,0.04,0.01,-0.09,0.2,3.29,1.39,0.09,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566736,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179.0,4054,M,,228364,EUR,818553600,D,8,8,False,56.0,46.0,5.0,3.0,0.0,16.0,18.0,30.0,38.0,5.0,,,90.0,77.0,6.8,17.0,0.363708,29.7,12.04556,15.0,,1,,0.45,0.05,-0.3,,2.75,5.73,2.28,0.96,0.33,6.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0682,1.0,-0.14,,,,,,,,,,,,,,,,,,,,,
14566736,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186.0,2798,M,,983542,EUR,1021507200,D,44,44,False,61.0,53.0,4.0,2.0,0.0,31.0,35.0,22.0,26.0,4.0,,,90.0,77.0,7.1,11.0,0.014841,29.34,10.61749,10.0,,0,,0.14,0.08,0.51,,3.02,5.37,1.31,0.69,0.23,1.0,,2.0,2.0,5.0,,1.0,,,3.0,4.0,3.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14566736,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183.0,18023,M,Notamendi30,74915,EUR,571622400,D,30,30,False,83.0,79.0,8.0,5.0,0.0,41.0,41.0,38.0,42.0,6.0,,,90.0,96.0,6.6,4.0,0.0344024,30.132,10.54351,13.0,,3,,0.25,0.22,-0.38,,3.07,5.13,1.4,0.68,0.27,,,4.0,6.0,6.0,,,,2.0,1.0,4.0,1.0,1.0,0.216,1.0,-0.53,3.0,,,,,True,1.0,1.0,1.0,4.0,0.0833,,,,,,,,,,
14566736,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171.0,2240,M,,993101,EUR,1046736000,D,26,26,False,29.0,27.0,2.0,1.0,0.0,11.0,11.0,16.0,18.0,3.0,,,69.0,46.0,6.4,4.0,0.0294983,29.952,8.51602,15.0,,1,,0.17,0.01,-0.44,,2.13,4.03,1.38,0.67,0.31,,,,2.0,6.0,,,,1.0,2.0,,5.0,4.0,0.0224,,0.0,2.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,
14566736,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186.0,6540,M,,1087316,EUR,990489600,M,5,5,False,75.0,72.0,3.0,1.0,0.0,27.0,28.0,45.0,47.0,7.0,,,90.0,83.0,7.2,4.0,0.0993135,27.576,13.0603,10.0,,0,,0.38,0.1,-0.01,,2.52,6.78,2.65,0.93,0.18,,,2.0,2.0,7.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,
14566736,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,20,185.0,34402,M,richardrios,1015292,EUR,959904000,M,20,20,False,57.0,51.0,3.0,3.0,0.0,21.0,23.0,30.0,34.0,7.0,,,90.0,79.0,7.1,13.0,0.0263365,29.736,11.61468,15.0,,2,,0.14,0.37,-0.1,,3.28,5.17,1.92,0.94,0.3,2.0,,2.0,5.0,5.0,1.0,3.0,1.0,,,3.0,1.0,,0.0526,5.0,-0.2,1.0,,1.0,,,,1.0,,,,0.0323,,2.0,2.0,1.0,,,,,,
14566736,home,Benfica,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187.0,4897,M,DLukebakio,823631,EUR,875059200,M,11,11,False,38.0,32.0,5.0,5.0,0.0,6.0,6.0,26.0,32.0,5.0,,,90.0,61.0,7.5,13.0,0.279241,31.5,9.73831,10.0,,8,,0.39,0.73,-0.12,,3.57,4.41,1.09,0.43,0.24,3.0,1.0,1.0,4.0,3.0,1.0,3.0,,3.0,,,,,0.819,3.0,0.02,,,3.0,,,,3.0,1.0,,1.0,0.5951,,2.0,1.0,2.0,2.0,,,,,
14566736,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170.0,2537,M,,906800,EUR,946857600,M,18,18,False,14.0,11.0,1.0,1.0,0.0,6.0,6.0,5.0,8.0,2.0,,,69.0,32.0,6.7,10.0,0.0651756,27.576,9.59437,7.0,,2,,0.17,0.12,0.17,,1.88,4.87,1.93,0.79,0.12,2.0,,1.0,4.0,4.0,,3.0,,1.0,1.0,,1.0,,0.0821,1.0,-0.49,,,1.0,,,,,,2.0,,,,,1.0,1.0,,1.0,,,,
14566736,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177.0,6537,M,,1123925,EUR,1030838400,M,10,10,False,35.0,32.0,5.0,3.0,0.0,15.0,15.0,17.0,20.0,7.0,,,69.0,50.0,7.2,10.0,0.553313,27.792,8.6624,5.0,,1,,0.51,0.18,-0.12,,2.1,4.46,1.46,0.54,0.1,5.0,2.0,,4.0,4.0,2.0,1.0,1.0,,,,2.0,2.0,0.0406,4.0,-0.27,,,3.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,
