match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_totalTackle,stat_outfielderBlock,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,captain,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_bigChanceCreated
10913531,home,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,15.0,13.0,4.0,2.0,12.0,12.0,1.0,3.0,7.0,1.0,3.0,4.0,90.0,26.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,23.0,21.0,1.0,,10.0,10.0,11.0,14.0,1.0,,,,45.0,38.0,6.2,8.0,0,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Fahad Al-Jayzani,fahad-aljayzani,F. Al-Jayzani,D,4,183.0,1,M,1466640,EUR,1062892800,D,42,42,False,42.0,36.0,4.0,1.0,33.0,36.0,3.0,6.0,9.0,,,,90.0,47.0,6.5,7.0,0,,,,3.0,3.0,,,,,,,,,3.0,2.0,3.0,1.0,,,,,,,,,,,,
10913531,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,156401,EUR,612835200,D,6,6,False,52.0,49.0,10.0,8.0,34.0,35.0,15.0,17.0,4.0,,,,90.0,59.0,6.7,3.0,0,,,,2.0,1.0,,,,,2.0,,2.0,,,1.0,4.0,,1.0,,,,,,,,,,,
10913531,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,False,34.0,26.0,1.0,,16.0,19.0,10.0,18.0,9.0,,,,90.0,60.0,6.7,13.0,1,Hawsawi Islam Ahmed,,3.0,3.0,5.0,1.0,,,,1.0,2.0,1.0,,1.0,1.0,8.0,2.0,,1.0,2.0,2.0,,,,,,,,
10913531,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,256671,EUR,603936000,M,87,87,False,59.0,51.0,6.0,1.0,27.0,28.0,24.0,31.0,7.0,,,,90.0,85.0,7.2,15.0,2,,,,12.0,10.0,2.0,1.0,2.0,2.0,1.0,4.0,9.0,1.0,,2.0,3.0,5.0,,,2.0,1.0,1.0,1.0,1.0,,,,,
10913531,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,97.0,89.0,8.0,5.0,56.0,57.0,34.0,41.0,8.0,,,,90.0,111.0,6.8,12.0,0,,,1.0,4.0,3.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,,True,1.0,1.0,,
10913531,home,Al Wehda,Gerson Rodrigues,gerson-rodrigues,G. Rodrigues,F,9,188.0,560,M,842565,EUR,803606400,M,10,10,False,25.0,20.0,2.0,1.0,6.0,7.0,14.0,19.0,5.0,,,,90.0,52.0,6.2,17.0,5,,,1.0,8.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,,,,,,,2.0,,,1.0,2.0,,,,,,
10913531,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,72.0,66.0,7.0,6.0,38.0,38.0,30.0,44.0,7.0,,,,90.0,93.0,8.0,16.0,2,,,10.0,,4.0,,,,,,1.0,,,,1.0,,,,,,3.0,1.0,1.0,,,2.0,4.0,1.0,
10913531,home,Al Wehda,Karim Yoda,karim-yoda,K. Yoda,M,10,182.0,57,M,23448,EUR,593740800,M,74,74,False,37.0,34.0,5.0,3.0,8.0,9.0,26.0,29.0,3.0,,,,90.0,62.0,6.7,12.0,3,,,1.0,10.0,7.0,1.0,4.0,5.0,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,1.0,2.0,,1.0,1.0,,,,3.0,,
10913531,home,Al Wehda,Jean-David Beauguel,jean-david-beauguel,J. Beauguel,F,9,192.0,94,M,174895,EUR,701136000,F,9,9,False,7.0,6.0,,,3.0,4.0,3.0,3.0,,,,,61.0,9.0,6.6,1.0,1,,,,2.0,3.0,,,,,,,,2.0,2.0,3.0,,,,1.0,,,,,,,,,,
10913531,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,True,28.0,23.0,2.0,,14.0,14.0,9.0,14.0,1.0,,,,45.0,34.0,7.4,5.0,1,,,,,3.0,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,
10913531,home,Al Wehda,Hussain Ahmed Al Issa,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,989764,EUR,978048000,M,7,7,True,6.0,4.0,,,1.0,2.0,3.0,4.0,,,,,29.0,8.0,6.5,2.0,0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Basem Al-Baqi,basem-al-baqi,B. Al-Baqi,G,,188.0,2,M,832639,EUR,626400000,G,66,66,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,832637,EUR,774489600,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,2,2,True,,,,,,,,,,,,,,,,,0,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Sultan Al-Sawadi,sultan-al-sawadi,S. Al-Sawadi,M,49,168.0,8,M,818777,EUR,724291200,M,49,49,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Yousef Alharbi,yousef-alharbi,Y. Alharbi,M,35,169.0,6,M,881833,EUR,858470400,M,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913531,home,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,M,90,90,True,,,,,,,,,,,,,,,,,0,Hazzaa Ahmed Al-Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
