match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_goals,player_sofascoreId,stat_goodHighClaim
14572778,home,FCSB,Mamadou Thiam,mamadou-thiam,M. Thiam,F,93,179.0,514,M,789193,EUR,795657600,F,93,93,False,30.0,20.0,,,0.0,7.0,10.0,13.0,20.0,1.0,6.0,,3.0,,,,,,90.0,51.0,6.4,18.0,0.208006,119.53453838186,15.0,60.278010960844,,3,,0.02,0.27,-0.02,,,,2.0,10.0,,1.0,2.0,2.0,3.0,1.0,27.946252558144,28.651848177735,1.0,6.0,2.0,0.1865,-0.25,,1.0,4.0,2.0,1.0,1.0,,,1.0,,1.0,0.0319,,1.0,,,
14572778,home,FCSB,Juri Cisotti,juri-cisotti,J. Cisotti,M,31,175.0,813,M,151076,EUR,736560000,M,31,31,True,10.0,7.0,,,0.0,3.0,4.0,4.0,6.0,,4.0,2.0,2.0,,,,,,45.0,19.0,7.6,5.0,0.00235308,59.38303776794,4.0,14.69339458658,,1,,0.02,0.15,-0.08,,,,1.0,7.0,3.0,,1.0,1.0,1.0,1.0,22.592446275833,32.248342841145,1.0,3.0,,0.3739,0.51,,,1.0,1.0,,,,,2.0,,1.0,0.2894,,,1.0,,
14572778,home,FCSB,Octavian Popescu,popescu-octavian,G. O. Popescu,M,37,180.0,1662,M,1067660,EUR,1040947200,F,37,37,True,16.0,10.0,1.0,,0.0,6.0,10.0,4.0,6.0,1.0,4.0,,3.0,,,,,,45.0,28.0,7.0,9.0,0.00178161,33.275548801804,7.0,13.615092644247,,2,,-0.16,0.08,-0.06,,,,3.0,2.0,1.0,,1.0,,,1.0,,,,,,0.0943,0.26,,,,,,,,,2.0,,2.0,0.7843,,,,,
14572778,home,FCSB,Mihai Toma,toma-mihai,M. Toma,M,22,172.0,360,M,1446612,EUR,1171670400,M,22,22,True,10.0,8.0,,,0.0,3.0,3.0,5.0,7.0,,2.0,,2.0,,,,,,24.0,14.0,6.6,3.0,0.00204882,129.92755422971,10.0,13.749937964993,,0,,-0.1,0.1,-0.03,,Mihai Toma,,1.0,2.0,1.0,,,,,,36.748385931632,38.422728117613,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,
14572778,home,FCSB,Valentin Crețu,valentin-cretu,V. Crețu,D,2,176.0,426,M,44478,EUR,599702400,D,2,2,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,20.0,14.0,6.9,5.0,0.00868069,82.746032894614,5.0,48.160481640276,,0,,0.06,0.16,0.14,,,,4.0,1.0,,3.0,1.0,1.0,,,17.238654428297,54.8988954825,2.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
14572778,home,FCSB,Mihai Udrea,udrea-mihai,M. Udrea,G,34,186.0,201,M,1033269,EUR,995587200,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Mihai,Udrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,home,FCSB,Lukáš Zima,lukas-zima,L. Zima,G,38,196.0,262,M,135602,EUR,758073600,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,home,FCSB,Joyskim Dawa,joyskim-dawa,J. Dawa,D,5,194.0,542,M,928336,EUR,829008000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,home,FCSB,Andrei Dăncuş,andrei-dancus,A. Dăncuş,D,6,184.0,235,M,2019103,EUR,1232409600,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,home,FCSB,David Kiki,david-kiki,D. Kiki,D,12,180.0,671,M,798307,EUR,754185600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,away,Fenerbahçe,Ederson,ederson,Ederson,G,31,188.0,48446,M,254491,EUR,745545600,G,31,31,False,38.0,25.0,16.0,3.0,0.0,25.0,30.0,,8.0,,,,11.0,7.0,7.0,,,,90.0,54.0,8.3,13.0,9.09e-05,51.86947033759,9.0,16.81693174826,1.1497,0,1.8676,0.09,-0.13,-0.05,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ederson93,2.0
14572778,away,Fenerbahçe,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7755,M,252821,EUR,753408000,D,27,27,False,47.0,40.0,2.0,2.0,0.0,21.0,24.0,19.0,23.0,,7.0,3.0,8.0,,,,,,90.0,78.0,6.9,12.0,0.0974589,153.91947065281,20.0,24.238702898396,,0,,0.04,0.03,0.28,,,,1.0,8.0,1.0,1.0,4.0,3.0,1.0,3.0,,,,2.0,,,,,,3.0,1.0,,1.0,,1.0,2.0,,,,,,,nelsonsemedo50,
14572778,away,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187.0,4168,M,758608,EUR,832809600,D,4,4,False,91.0,77.0,5.0,,0.0,56.0,60.0,21.0,31.0,5.0,7.0,2.0,4.0,,,,,,90.0,104.0,6.8,15.0,0.0124334,291.91383914302,30.0,157.81644445735,,0,,-0.05,0.18,-0.13,,,,1.0,1.0,1.0,3.0,1.0,,,,23.274954589125,82.867676638746,3.0,,,,,,,1.0,1.0,,,,,,,,,True,,,soyuncu_caglar,
14572778,away,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,1048324,EUR,988243200,D,24,24,False,82.0,74.0,5.0,2.0,0.0,51.0,52.0,23.0,30.0,2.0,5.0,2.0,4.0,,,,,,90.0,93.0,6.9,10.0,0.041507,372.48165157306,45.0,149.64313121606,,0,,0.26,0.29,-0.22,,Jayden Oosterwolde,,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,17.985318642944,19.348033491805,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
14572778,away,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184.0,2870,M,836683,EUR,923097600,D,18,18,False,43.0,38.0,2.0,2.0,0.0,12.0,13.0,26.0,30.0,1.0,5.0,2.0,4.0,,,,,,90.0,74.0,6.7,13.0,0.148757,186.1078990967,21.0,99.653947227616,,2,,0.24,0.02,-0.15,,,,2.0,5.0,1.0,2.0,2.0,2.0,2.0,,24.48601278451,53.232916592539,2.0,1.0,1.0,0.2836,0.21,,,5.0,2.0,,1.0,,,,1.0,1.0,0.1357,,,,,
14572778,away,Fenerbahçe,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191.0,20484,M,329245,EUR,760060800,M,94,94,False,32.0,28.0,8.0,8.0,0.0,15.0,15.0,13.0,17.0,,5.0,,4.0,,,,,,71.0,43.0,6.9,5.0,0.0264544,48.818878109478,9.0,12.895912402227,,3,,-0.19,0.1,-0.05,,,,,2.0,1.0,,3.0,1.0,1.0,1.0,,,,,1.0,0.1518,-0.54,,,,,,1.0,,,2.0,,2.0,0.2035,,,,AndersonTalisca,
14572778,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183.0,3147,M,952600,EUR,917308800,M,5,5,False,60.0,52.0,,,0.0,33.0,35.0,19.0,25.0,2.0,3.0,1.0,3.0,,,,,,62.0,68.0,7.6,9.0,0.0148608,176.70688565111,21.0,134.28586606384,,1,,-0.05,0.18,-0.05,,,,,4.0,1.0,2.0,1.0,1.0,,2.0,15.118672251374,15.572334731825,1.0,,,0.219,0.51,,,1.0,,,,,,,,1.0,0.8831,,,1.0,,
14572778,away,Fenerbahçe,Fred,fred,Fred,M,7,169.0,11619,M,243623,EUR,731289600,M,7,7,False,90.0,75.0,4.0,3.0,0.0,29.0,32.0,46.0,58.0,1.0,6.0,,8.0,,,,,,90.0,109.0,7.0,20.0,0.0815089,212.04951694778,35.0,65.49735248098,,2,,0.28,0.19,0.15,,,,,5.0,,1.0,1.0,1.0,2.0,3.0,,,,,1.0,0.0857,-0.27,,,2.0,,,2.0,1.0,,4.0,,,,,,,fred08,
14572778,away,Fenerbahçe,Dorgeles Nene,nene-dorgeles,D. Nene,F,45,174.0,10361,M,1102788,EUR,1040601600,F,45,45,False,24.0,22.0,1.0,1.0,0.0,9.0,11.0,13.0,13.0,,4.0,,4.0,,,,,,71.0,41.0,6.9,7.0,0.197023,67.643168642588,8.0,13.519516328697,,1,,0.18,0.01,0.17,,Nene Dorgeles,,3.0,4.0,,,2.0,1.0,,,,,,1.0,1.0,0.0358,-0.25,1.0,1.0,3.0,1.0,1.0,2.0,,,1.0,,,,,,,d.nene10,
14572778,away,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190.0,34492,M,846470,EUR,865123200,F,19,19,False,29.0,25.0,4.0,3.0,0.0,8.0,8.0,17.0,21.0,,1.0,,1.0,,,,,,90.0,46.0,6.4,9.0,0.0543682,160.52952497999,16.0,60.879464334458,,4,,0.09,0.04,0.26,,,,3.0,5.0,,,,,,,24.435539213172,72.389409768902,3.0,4.0,3.0,0.4069,-0.58,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.278,,2.0,,ennesyri15,
14572778,away,Fenerbahçe,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173.0,24917,M,903324,EUR,908928000,F,9,9,False,28.0,19.0,2.0,,1.0,5.0,8.0,14.0,20.0,1.0,3.0,,2.0,,,,,,90.0,49.0,6.4,21.0,0.202842,72.344643634157,10.0,11.443378219095,,3,,0.12,0.21,-0.03,,,,4.0,6.0,,1.0,,,4.0,,18.6936178631,21.080106641096,1.0,1.0,1.0,0.3195,-0.51,2.0,,6.0,1.0,1.0,2.0,,,1.0,1.0,2.0,0.4124,,,,KAktürkoğlu,
14572778,away,Fenerbahçe,Yiğit Efe Demir,yigit-efe-demir,Y. E. Demir,D,14,194.0,1161,M,1133200,EUR,1091404800,D,14,14,True,33.0,32.0,1.0,,0.0,15.0,15.0,17.0,18.0,2.0,2.0,1.0,2.0,,,,,,28.0,37.0,6.4,3.0,0.0110648,47.945062571107,7.0,14.567756019179,,0,,0.04,0.0,-0.19,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
14572778,away,Fenerbahçe,Oğuz Aydın,oguz-aydin,O. Aydın,M,70,183.0,3374,M,999396,EUR,972604800,F,70,70,True,12.0,10.0,1.0,1.0,0.0,3.0,3.0,7.0,9.0,,2.0,,1.0,,,,,,19.0,16.0,6.7,4.0,0.0470561,56.584519719303,8.0,-6.2064266077895,,0,,0.02,-0.12,0.18,,,,2.0,,,,2.0,2.0,,,12.58513369686,12.965517498349,1.0,,,,,,,,,,,,,,,,,,1.0,,,
14572778,away,Fenerbahçe,Marco Asensio,marco-asensio,M. Asensio,F,21,182.0,31813,M,361004,EUR,822182400,M,21,21,True,12.0,11.0,1.0,,0.0,4.0,4.0,7.0,8.0,,,,,,,,,,19.0,19.0,6.6,5.0,0.086262,113.21894253985,9.0,44.709000827273,,1,,0.0,0.18,-0.06,,,,3.0,1.0,,,,,1.0,,28.759174206918,28.946974211478,1.0,,,0.0425,0.14,2.0,1.0,,,,1.0,,,,,1.0,0.2395,,,,marcoasensio10,
14572778,away,Fenerbahçe,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193.0,862,M,913985,EUR,852681600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,away,Fenerbahçe,Engin Can Biterge,engin-biterge,E. Biterge,G,39,194.0,521,M,1995427,EUR,1169424000,G,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Engin Biterge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,away,Fenerbahçe,Kamil Efe Üregen,kamil-efe-uregen,K. E. Üregen,D,67,194.0,369,M,2325510,EUR,1207699200,D,67,67,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Kamil Efe Üregen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572778,away,Fenerbahçe,Alaettin Ekici,alaettin-ekici,A. Ekici,F,54,,211,M,2421366,EUR,1230768000,F,54,54,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alaettin Ekici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
