match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_keyPass,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,captain,player_sofascoreId,stat_totalOffside
12499314,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,27.0,20.0,13.0,6.0,0.0,18.0,18.0,2.0,9.0,5.0,1.0,3.0,4.0,90.0,35.0,6.2,7.0,0.00046605,0,-0.8476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499314,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,False,50.0,42.0,10.0,6.0,0.0,25.0,28.0,17.0,22.0,1.0,,,,90.0,67.0,7.4,11.0,0.25116,4,,3.0,3.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,0.2803,0.3617,,,,,,,,,,,,,,,,
12499314,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,55.0,47.0,6.0,5.0,0.0,30.0,32.0,17.0,23.0,2.0,,,,90.0,61.0,6.8,8.0,0.00641876,0,,1.0,4.0,2.0,6.0,,,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12499314,home,Udinese,Souleymane Isaak Touré,,,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,47.0,44.0,1.0,,0.0,34.0,35.0,10.0,12.0,1.0,,,,90.0,56.0,6.5,4.0,0.0166803,0,,2.0,,3.0,3.0,,,,,,2.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,
12499314,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,22.0,20.0,2.0,1.0,0.0,7.0,8.0,13.0,17.0,7.0,,,,90.0,46.0,6.6,10.0,0.0193092,0,,,1.0,3.0,3.0,1.0,,,,,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
12499314,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,17.0,12.0,2.0,1.0,0.0,5.0,9.0,7.0,11.0,2.0,,,,59.0,35.0,6.1,11.0,0.0105548,2,,,,3.0,4.0,,,,2.0,,,1.0,2.0,0.1985,,,,2.0,,,1.0,3.0,3.0,2.0,1.0,,,,,,
12499314,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,37.0,33.0,2.0,2.0,0.0,19.0,20.0,14.0,17.0,3.0,,,,73.0,44.0,6.4,6.0,0.0487226,0,,,2.0,4.0,2.0,,,,,,3.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,
12499314,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,False,22.0,21.0,1.0,1.0,0.0,12.0,12.0,9.0,11.0,1.0,,,,85.0,29.0,6.6,2.0,0.00381267,1,,1.0,,1.0,2.0,,,,1.0,,,1.0,,0.0521,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
12499314,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,16.0,14.0,4.0,2.0,1.0,6.0,6.0,11.0,14.0,1.0,,,,90.0,42.0,6.8,12.0,0.200557,1,,1.0,,7.0,5.0,1.0,,,1.0,,,1.0,3.0,0.0204,,,1.0,3.0,2.0,,,4.0,8.0,4.0,,,3.0,1.0,,,
12499314,home,Udinese,Florian Thauvin,,,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,10,10,False,39.0,32.0,7.0,5.0,0.0,9.0,11.0,27.0,39.0,2.0,,,,74.0,58.0,6.9,19.0,0.353721,0,,,,2.0,2.0,1.0,,,,,,,3.0,,,,,,1.0,,,11.0,3.0,2.0,,,4.0,,True,,
12499314,home,Udinese,Keinan Davis,,,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,False,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,2.0,,,,59.0,15.0,6.6,4.0,0.0147231,0,,1.0,,3.0,1.0,,,,,,,,2.0,,,,,2.0,,,,,1.0,1.0,,,,,,,
12499314,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,True,16.0,14.0,1.0,1.0,0.0,5.0,6.0,9.0,11.0,2.0,,,,31.0,20.0,6.5,5.0,0.00346517,0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
12499314,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,31.0,7.0,7.3,1.0,0.00169232,1,,2.0,,4.0,1.0,,,1.0,,1.0,,,,0.2207,0.7946,,,2.0,1.0,,,,1.0,1.0,,,,,,,
12499314,home,Udinese,Arthur Atta,,,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,14,14,True,11.0,8.0,1.0,,0.0,6.0,7.0,2.0,4.0,,,,,17.0,15.0,6.5,4.0,0.00052212,0,,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
12499314,home,Udinese,Brenner,,,brenner,Brenner,F,20,176,2858,M,884980,EUR,947980800,F,22,22,True,8.0,7.0,,,1.0,3.0,3.0,4.0,5.0,,,,,16.0,10.0,7.1,1.0,0.00160673,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
12499314,home,Udinese,Iker Bravo,,,iker-bravo,I. Bravo,F,49,184,2552,M,1155571,EUR,1105574400,F,21,21,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,,8.0,2.0,6.5,,0.0001004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
