match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_wasFouled,captain,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_totalOffside,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_outfielderBlock,stat_bigChanceCreated
11396422,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,29.0,26.0,4.0,3.0,21.0,24.0,5.0,5.0,9.0,2.0,2.0,1.0,1.0,90.0,36.0,7.2,3.0,0.0,0.0,0.00145245,0,0.2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396422,home,RB Leipzig,Mohamed Simakan,mohamed-simakan,M. Simakan,D,3,187,5879,M,945063,EUR,957312000,D,2,2,False,31.0,25.0,1.0,,6.0,10.0,19.0,22.0,3.0,,,,,90.0,53.0,7.2,12.0,0.0638,0.0,0.0376543,1,,,,1.0,1.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396422,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,106.0,98.0,7.0,5.0,36.0,37.0,62.0,72.0,7.0,,,,,90.0,119.0,7.9,12.0,0.0117,0.1255,0.0916541,1,,,,3.0,1.0,1.0,1.0,2.0,,,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11396422,home,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,False,112.0,108.0,6.0,5.0,40.0,41.0,68.0,72.0,14.0,,,,,90.0,120.0,7.7,5.0,0.0,0.0,0.0440604,0,,,,1.0,1.0,3.0,2.0,6.0,,,1.0,,,1.0,,1.0,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,
11396422,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,92.0,80.0,5.0,2.0,23.0,24.0,60.0,87.0,6.0,,,,,90.0,125.0,7.6,30.0,0.0322,0.0,0.28507,1,,,,19.0,1.0,1.0,2.0,2.0,,,1.0,,2.0,2.0,,1.0,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
11396422,home,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,16.0,11.0,2.0,1.0,3.0,3.0,9.0,14.0,,,,,,57.0,35.0,6.6,12.0,0.0492,0.0,0.0980598,1,,,,1.0,1.0,1.0,11.0,6.0,4.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,5.0,2.0,1.0,,2.0,,,,,,,,,,,,,
11396422,home,RB Leipzig,Xaver Schlager,xaver-schlager,X. Schlager,M,24,174,1069,M,791079,EUR,875404800,M,24,24,False,55.0,45.0,2.0,,12.0,16.0,33.0,39.0,6.0,,,,,78.0,71.0,7.2,16.0,0.0,0.0,0.0565652,0,,,,,1.0,1.0,5.0,7.0,2.0,,2.0,2.0,2.0,,,,5.0,4.0,,,,,,1.0,,,,,,,,,,,,,
11396422,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,94.0,90.0,6.0,3.0,24.0,24.0,67.0,71.0,10.0,,,,,90.0,105.0,7.6,6.0,0.0,0.0,0.361853,0,,,,1.0,1.0,,3.0,3.0,2.0,,,,,2.0,,,2.0,1.0,,1.0,1.0,1.0,,,True,,,,,,,,,,,,
11396422,home,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,20,20,False,50.0,44.0,5.0,4.0,8.0,8.0,37.0,45.0,2.0,,,,,78.0,70.0,6.9,13.0,1.1211,0.9925,0.139262,5,,,,3.0,,1.0,7.0,5.0,3.0,,,1.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,1.0,4.0,2.0,,XaviSimons,1.0,1.0,1.0,,,,,,,,
11396422,home,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,17,17,False,9.0,6.0,,,,,7.0,10.0,,,,,,78.0,23.0,7.3,6.0,0.1508,0.0366,0.0570722,2,,,,1.0,,1.0,1.0,5.0,1.0,,,2.0,,1.0,1.0,,,,,,,1.0,1.0,4.0,,l_openda,,,,,,,,,,,
