match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork
12765154,home,FC Noah,Aleksey Ploshchadnyi,aleksey-ploshchadnyi,A. Ploshchadnyi,G,92,190.0,47,M,1434582,EUR,1082505600.0,G,92,92,False,26.0,14.0,17.0,5.0,0.0,12.0,16.0,2.0,10.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,90.0,39.0,7.2,12.0,0.00085351,0,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765154,home,FC Noah,Hovhannes Hambardzumyan,hovhannes-hambardzumyan,H. Hambardzumyan,D,19,179.0,119,M,57291,EUR,654998400.0,D,19,19,False,35.0,30.0,3.0,1.0,0.0,14.0,16.0,16.0,21.0,5.0,6.0,3.0,,,,,,,,77.0,58.0,7.5,10.0,0.0109551,1,,True,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0672,,,,,,,,,,,,,,,
12765154,home,FC Noah,Sergey Muradyan,sergey-muradyan,S. Muradyan,D,3,189.0,183,M,1408999,EUR,1093564800.0,D,3,3,False,56.0,48.0,10.0,4.0,0.0,36.0,40.0,12.0,16.0,1.0,4.0,4.0,,,,,,,,90.0,64.0,7.1,8.0,0.00531451,0,,,,,1.0,,,1.0,,1.0,,,,,Sergey Muradyan,,1.0,,,,,,,,,,,,
12765154,home,FC Noah,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800.0,D,28,28,False,72.0,64.0,5.0,3.0,0.0,49.0,53.0,15.0,19.0,5.0,5.0,4.0,,,,,,,,90.0,85.0,7.5,8.0,0.211467,1,,,,3.0,4.0,,,,1.0,2.0,1.0,,,0.1465,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
12765154,home,FC Noah,Hélder Ferreira,helder-ferreira,H. Ferreira,M,7,180.0,120,M,892206,EUR,860198400.0,D,7,7,False,63.0,49.0,7.0,3.0,0.0,28.0,35.0,21.0,29.0,8.0,5.0,6.0,1.0,,,,,,,90.0,90.0,7.7,18.0,0.0446133,1,,,1.0,2.0,7.0,,,,1.0,2.0,2.0,2.0,1.0,0.0645,,,5.0,2.0,,,1.0,3.0,3.0,1.0,0.6054,,,,
12765154,home,FC Noah,Yan Eteki,yan-eteki,Y. Eteki,M,88,187.0,120,M,848082,EUR,872553600.0,M,88,88,False,64.0,57.0,2.0,1.0,0.0,37.0,40.0,20.0,24.0,9.0,2.0,9.0,2.0,,,,,,,90.0,83.0,6.8,11.0,0.0313667,0,,,,1.0,8.0,3.0,,,2.0,5.0,3.0,1.0,2.0,,,,1.0,2.0,,,,1.0,1.0,,,,,,
12765154,home,FC Noah,Eraldo Cinari,eraldo-cinari,E. Cinari,M,11,181.0,86,M,891613,EUR,844992000.0,M,11,11,False,26.0,22.0,2.0,2.0,0.0,7.0,9.0,16.0,22.0,2.0,1.0,4.0,,,,,,,,70.0,38.0,7.1,9.0,0.0736165,2,,,5.0,2.0,3.0,1.0,1.0,,1.0,,,,,0.0487,,,2.0,,,,1.0,,,1.0,0.1555,1.0,,,
12765154,home,FC Noah,Imran Oulad Omar,imran-oulad-omar,I. O. Omar,M,11,181.0,204,M,858888,EUR,881798400.0,M,81,81,False,53.0,45.0,7.0,5.0,0.0,16.0,16.0,29.0,37.0,6.0,,5.0,4.0,,,,,,,90.0,66.0,8.1,9.0,0.475774,3,,,,,1.0,,1.0,,,,,,,0.0838,,,,,,1.0,2.0,3.0,2.0,1.0,0.2877,,1.0,,
12765154,home,FC Noah,Gor Manvelyan,gor-manvelyan,G. Manvelyan,M,10,180.0,193,M,1129370,EUR,1018310400.0,M,27,27,False,19.0,12.0,,,0.0,1.0,4.0,11.0,15.0,,,,,,,,,,,45.0,27.0,6.6,10.0,0.187715,1,,,,,4.0,1.0,1.0,,,,,1.0,,0.0211,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,
12765154,home,FC Noah,Virgile Pinson,pinson-virgile,V. Pinson,M,10,177.0,60,M,949372,EUR,824947200.0,M,93,93,False,22.0,15.0,,,0.0,6.0,8.0,9.0,18.0,8.0,,9.0,3.0,,,,,,,89.0,44.0,7.3,15.0,0.02723,1,,,4.0,,7.0,1.0,,,2.0,,,,1.0,0.0715,,,1.0,1.0,,,,8.0,5.0,1.0,0.0991,,,,
