match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_totalTackle,stat_wasFouled,stat_totalCross,stat_onTargetScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyConceded,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAGoal
12499708,home,1. FC Union Berlin,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,37,37,False,29.0,15.0,23.0,9.0,0.0,7.0,10.0,8.0,19.0,1.0,4.0,1.0,1.0,1.0,90.0,33.0,6.5,15.0,0.071478,0,-0.3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,29.0,16.0,7.0,1.0,0.0,12.0,18.0,4.0,11.0,9.0,2.0,,,,90.0,43.0,7.0,14.0,0.00434322,0,,,,True,5.0,10.0,5.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,33.0,26.0,8.0,2.0,0.0,20.0,21.0,6.0,12.0,12.0,4.0,,,,90.0,54.0,7.2,8.0,0.00491921,0,,,,,3.0,4.0,4.0,6.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,42.0,28.0,7.0,,0.0,23.0,31.0,5.0,12.0,11.0,3.0,,,,90.0,63.0,7.0,16.0,0.00536736,1,,,,,,3.0,1.0,5.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,1.0,0.0873,0.0981,,,,,,,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,M,18,18,False,11.0,8.0,2.0,,0.0,3.0,5.0,6.0,9.0,2.0,4.0,,,,60.0,24.0,7.1,6.0,0.150815,0,,,,,,,1.0,5.0,,,,,5.0,,3.0,,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,36.0,23.0,6.0,3.0,0.0,14.0,20.0,9.0,16.0,6.0,8.0,,,,90.0,47.0,6.7,14.0,0.0123292,1,,,,,1.0,1.0,3.0,2.0,,2.0,,,1.0,,,,1.0,,0.0188,,,,,1.0,,1.0,1.0,,,,,,,,,,
12499708,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,36,36,False,29.0,22.0,4.0,1.0,0.0,11.0,12.0,11.0,17.0,2.0,9.0,,,,90.0,43.0,6.1,10.0,0.00494282,2,,Aljoscha Kemlein,,,2.0,,4.0,1.0,,2.0,1.0,1.0,1.0,,,,2.0,,0.1921,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,
12499708,home,1. FC Union Berlin,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,24,24,False,24.0,10.0,3.0,,0.0,6.0,9.0,6.0,24.0,,4.0,,,,85.0,57.0,7.1,28.0,0.273472,4,,,,,2.0,2.0,7.0,3.0,,1.0,1.0,,,1.0,9.0,1.0,3.0,,0.9231,0.9629,2.0,2.0,,,1.0,,2.0,,,1.0,1.0,,,,,,
12499708,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,F,13,13,False,19.0,13.0,3.0,2.0,0.0,1.0,3.0,12.0,16.0,,3.0,,,,72.0,30.0,6.8,9.0,0.0109867,0,,,,,1.0,2.0,6.0,6.0,,1.0,,,2.0,2.0,,,1.0,,,,,3.0,,1.0,,1.0,,,,,,,,,,,
12499708,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,False,22.0,16.0,,,0.0,5.0,5.0,11.0,18.0,,7.0,,,,85.0,40.0,7.8,13.0,0.0202375,2,,,,,4.0,1.0,11.0,6.0,,,1.0,4.0,,3.0,1.0,1.0,2.0,1.0,0.3011,0.2701,,,,,1.0,3.0,,,,1.0,1.0,2.0,1.0,,,,
