match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_aerialWon,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_wonTackle,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
11352401,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,40.0,28.0,15.0,3.0,0.0,28.0,34.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,90.0,50.0,7.1,12.0,7.697e-05,0,0.0827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352401,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,72.0,63.0,4.0,2.0,0.0,37.0,44.0,30.0,,3.0,,,,,,88.0,94.0,7.0,16.0,0.0605805,0,,26.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352401,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,14,14,False,92.0,85.0,6.0,2.0,0.0,75.0,80.0,12.0,9.0,1.0,,,,,,90.0,104.0,7.1,8.0,0.00245272,0,,10.0,,3.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352401,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,84.0,79.0,4.0,2.0,0.0,74.0,76.0,8.0,6.0,5.0,,,,,,90.0,93.0,7.2,5.0,0.00246029,0,,5.0,,1.0,1.0,,1.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11352401,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,63.0,52.0,6.0,1.0,1.0,38.0,46.0,18.0,,3.0,,,,,,90.0,85.0,7.4,13.0,0.0454492,0,,15.0,1.0,,1.0,,,1.0,1.0,7.0,,2.0,5.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11352401,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,66.0,56.0,4.0,1.0,0.0,37.0,44.0,22.0,,12.0,,,,,,90.0,94.0,7.4,14.0,0.0229947,1,,19.0,,1.0,7.0,3.0,4.0,1.0,1.0,11.0,1.0,6.0,,,,,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0302,,,,,,,,,,,,
11352401,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,74.0,69.0,2.0,1.0,0.0,47.0,51.0,23.0,4.0,10.0,,,,,,90.0,100.0,8.0,7.0,0.0129305,0,,22.0,,1.0,4.0,4.0,2.0,2.0,2.0,16.0,,1.0,3.0,,,,,,,4.0,,,8.0,3.0,,True,,,,,,,,,,,
11352401,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,20.0,17.0,1.0,1.0,0.0,9.0,9.0,11.0,,2.0,,,,,,72.0,34.0,6.8,6.0,0.313876,1,,8.0,,2.0,6.0,4.0,,,,6.0,,,,,,,2.0,,1.0,3.0,,,3.0,,0.0184,,1.0,,,,,,,,,,
11352401,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,27.0,22.0,3.0,2.0,0.0,6.0,7.0,24.0,,2.0,,,,,,80.0,52.0,10.0,13.0,0.0550548,5,,17.0,4.0,,3.0,4.0,1.0,3.0,,5.0,,,,,,1.0,1.0,,1.0,3.0,,,2.0,,2.4983,,,1.0,5.0,4.0,1.0,3.1127,,,,,
11352401,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,False,18.0,15.0,1.0,1.0,0.0,5.0,7.0,11.0,,2.0,,,,,,80.0,31.0,7.2,11.0,0.563666,2,,10.0,,1.0,6.0,2.0,,6.0,2.0,2.0,,,,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,0.2197,,,,1.0,,,0.0775,2.0,,,,
11352401,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,16.0,13.0,,,1.0,,2.0,14.0,,5.0,,,,,,88.0,38.0,8.2,10.0,0.0701927,3,,13.0,,2.0,6.0,7.0,,3.0,2.0,10.0,,,1.0,Nicolas Jackson,,,,,2.0,5.0,1.0,,4.0,,0.4764,,,1.0,2.0,1.0,,0.8072,,,,,
