match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_penaltyConceded,stat_fouls,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_bigChanceCreated,stat_goodHighClaim,player_sofascoreId,stat_goals,stat_penaltyWon,stat_totalOffside
10433944,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,24.0,23.0,5.0,4.0,23.0,24.0,1.0,4.0,1.0,1.0,4.0,1.0,90.0,33.0,7.1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,176,11,M,148926,EUR,702864000,D,13,13,False,70.0,61.0,6.0,3.0,36.0,38.0,1.0,6.0,,,,,90.0,88.0,6.9,14.0,0,13,26.0,35.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Michael Ologo,michael-ologo,M. Ologo,D,189,67,M,1142908,EUR,1049500800,D,50,50,False,65.0,61.0,6.0,3.0,51.0,52.0,1.0,4.0,,,,,90.0,69.0,6.0,5.0,0,5,10.0,13.0,,,,3.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,63.0,49.0,14.0,6.0,40.0,46.0,3.0,9.0,,,,,90.0,73.0,6.9,14.0,0,21,9.0,17.0,,,1.0,1.0,3.0,2.0,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,D,3,3,False,48.0,38.0,10.0,5.0,17.0,20.0,,10.0,,,,,90.0,68.0,6.9,12.0,0,3,23.0,30.0,2.0,2.0,4.0,6.0,7.0,3.0,2.0,,,,4.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433944,home,İstanbulspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,178,97,M,828872,EUR,824601600,M,57,57,False,49.0,42.0,3.0,2.0,26.0,28.0,2.0,7.0,,,,,81.0,64.0,7.1,10.0,1,6,16.0,21.0,,,1.0,3.0,6.0,2.0,3.0,1.0,,,,2.0,,,,5.0,1.0,,,,1.0,,,,,,,,,,,
10433944,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,M,23,23,False,25.0,22.0,2.0,1.0,18.0,21.0,1.0,3.0,,,,,63.0,30.0,6.3,6.0,1,3,4.0,5.0,1.0,,1.0,3.0,,,2.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
10433944,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,False,36.0,30.0,1.0,,21.0,21.0,,8.0,,,,,90.0,53.0,7.0,12.0,1,8,9.0,15.0,,,1.0,4.0,5.0,1.0,3.0,1.0,,,,,,,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,True,2.0,,,,,,,,
10433944,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180,102,M,987126,EUR,886809600,F,98,98,False,16.0,9.0,,,2.0,3.0,,1.0,,,,,90.0,32.0,7.0,11.0,2,98,9.0,18.0,5.0,2.0,2.0,3.0,4.0,,,1.0,,,,,,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,
10433944,home,İstanbulspor,İbrahim Yilmaz,ibrahim-yilmaz,İ. Yilmaz,F,184,30,M,135689,EUR,760492800,F,9,9,False,17.0,10.0,3.0,1.0,4.0,7.0,,2.0,,,,,90.0,31.0,6.9,11.0,1,,6.0,11.0,1.0,,3.0,7.0,7.0,,1.0,5.0,,,2.0,1.0,,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,
10433944,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,F,27,27,False,36.0,27.0,2.0,1.0,11.0,14.0,,6.0,,,,,90.0,64.0,7.5,24.0,2,27,19.0,33.0,11.0,3.0,,4.0,8.0,,2.0,2.0,,,3.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,,3.0,,1.0,1.0,,,,,
10433944,home,İstanbulspor,Patrick Ebert,patrick-ebert,P. Ebert,M,175,4,,8705,EUR,542937600,M,20,20,True,29.0,25.0,3.0,2.0,16.0,17.0,,3.0,,,,,27.0,31.0,6.7,4.0,0,,9.0,12.0,,,,2.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
10433944,home,İstanbulspor,Kristal Abazaj,abazaj-kristal,K. Abazaj,F,183,59,M,900127,EUR,836611200,F,7,7,True,2.0,2.0,,,1.0,1.0,,,,,,,9.0,5.0,6.2,3.0,0,77,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
10433944,home,İstanbulspor,Alp Arda,alp-arda,A. Arda,G,192,35,M,999485,EUR,802483200,G,59,59,True,,,,,,,,,,,,,,,,,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,True,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,True,,,,,,,,,,,,,,,,,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Yusuf Ali Özer,yusuf-ali-ozer,Y. A. Özer,M,178,19,M,1035355,EUR,1024444800,M,44,44,True,,,,,,,,,,,,,,,,,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Kagan Bağış,kagan-bagis,K. Bağış,M,178,1,M,997717,EUR,892166400,M,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Vefa Temel,temel-vefa,V. Temel,M,176,41,M,1067329,EUR,1036281600,M,18,18,True,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Emir Kaan Gültekin,emir-kaan-gultekin,E. K. Gültekin,F,180,80,M,903714,EUR,970444800,F,19,19,True,,,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,home,İstanbulspor,Sindrit Guri,sindrit-guri,S. Guri,F,190,23,M,184389,EUR,751334400,F,61,61,True,,,,,,,,,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,186,93,M,758606,EUR,763603200,G,1,1,False,44.0,25.0,30.0,11.0,15.0,20.0,1.0,11.0,2.0,,3.0,,90.0,54.0,7.8,19.0,0,31,10.0,24.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
10433944,away,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,173,57,M,124728,EUR,696902400,D,12,12,False,50.0,43.0,6.0,3.0,17.0,17.0,3.0,3.0,,,,,90.0,80.0,7.0,18.0,0,22,27.0,35.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,,,,1.0,,,,,3.0,3.0,3.0,1.0,,,,True,1.0,,,,,,,,
10433944,away,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,185,31,M,904172,EUR,817430400,D,15,15,False,43.0,41.0,4.0,3.0,38.0,39.0,2.0,6.0,,,,,90.0,48.0,7.2,2.0,0,15,3.0,4.0,,,,2.0,2.0,1.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Burak Öksüz,burak-oksuz,B. Öksüz,D,185,10,M,816313,EUR,822528000,D,53,53,False,41.0,36.0,7.0,4.0,30.0,33.0,4.0,4.0,,,,,90.0,50.0,7.0,5.0,1,53,6.0,8.0,,,1.0,4.0,1.0,2.0,,,,,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,
10433944,away,Hatayspor,Sam Adekugbe,sam-adekugbe,S. Adekugbe,D,175,284,M,362042,EUR,790214400,D,23,23,False,41.0,36.0,2.0,1.0,24.0,26.0,2.0,5.0,,,,,90.0,57.0,7.2,7.0,0,3,13.0,16.0,1.0,1.0,,3.0,5.0,2.0,,1.0,,,1.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,
10433944,away,Hatayspor,Onur Ergün,onur-ergun,O. Ergün,M,185,45,M,893009,EUR,721785600,M,4,4,False,42.0,35.0,5.0,4.0,20.0,23.0,1.0,4.0,,,,,74.0,47.0,6.8,8.0,0,4,15.0,19.0,,,1.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Rayane Aabid,rayane-aabid,R. Aabid,M,178,224,M,297510,EUR,695779200,M,10,10,False,65.0,58.0,5.0,4.0,35.0,36.0,,10.0,,,,,90.0,75.0,6.4,13.0,1,14,23.0,30.0,1.0,,,6.0,1.0,1.0,2.0,,,,,1.0,,3.0,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,
10433944,away,Hatayspor,Ayoub El Kaabi,ayoub-el-kaabi,A. E. Kaabi,F,182,27969,M,919793,EUR,740966400,M,25,25,False,41.0,33.0,3.0,1.0,5.0,6.0,3.0,,,,,,90.0,50.0,6.8,11.0,1,9,28.0,35.0,,,3.0,7.0,4.0,,1.0,1.0,,,3.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,ayoub_elkaabii,1.0,,
10433944,away,Hatayspor,Rúben Ribeiro,ruben-ribeiro,R. Ribeiro,F,175,55,M,44653,EUR,554774400,M,7,7,False,42.0,39.0,1.0,,13.0,14.0,,6.0,,,,,74.0,60.0,7.3,11.0,1,,26.0,29.0,1.0,,,5.0,3.0,2.0,2.0,2.0,,,,1.0,,,,1.0,,,,3.0,1.0,,,4.0,,,1.0,,,,1.0,
10433944,away,Hatayspor,Kaan Kanak,kaan-kanak,K. Kanak,D,173,15,M,78839,EUR,655171200,M,26,26,False,17.0,14.0,1.0,1.0,6.0,6.0,1.0,4.0,,,,,63.0,24.0,6.5,6.0,1,,8.0,13.0,2.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,
10433944,away,Hatayspor,Zé Luís,ze-luis,Z. Luís,F,185,233,M,101973,EUR,664675200,F,29,29,False,30.0,25.0,1.0,1.0,11.0,11.0,3.0,6.0,,,,,88.0,50.0,7.3,8.0,2,,14.0,19.0,,,4.0,6.0,11.0,1.0,1.0,1.0,,,6.0,,,,,1.0,,4.0,3.0,,1.0,,,1.0,,1.0,,,,,,1.0
10433944,away,Hatayspor,Saba Lobjanidze,saba-lobjanidze,S. Lobjanidze,M,175,886,M,286923,EUR,787708800,M,11,11,True,8.0,7.0,,,3.0,3.0,,1.0,,,,,27.0,13.0,6.5,3.0,2,9,4.0,7.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,
10433944,away,Hatayspor,Musa Çağıran,musa-cagiran,M. Çağıran,D,185,36,M,60363,EUR,721958400,M,6,6,True,10.0,8.0,4.0,3.0,2.0,2.0,,2.0,,,,,16.0,13.0,6.9,2.0,1,35,6.0,8.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
10433944,away,Hatayspor,Mehdi Boudjemaa,mehdi-boudjemaa,M. Boudjemaa,M,182,595,M,960088,EUR,891907200,M,8,8,True,11.0,10.0,1.0,1.0,4.0,4.0,,3.0,,,,,16.0,14.0,6.7,2.0,0,4,6.0,7.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
10433944,away,Hatayspor,Kevin Varga,kevin-varga,K. Varga,M,178,216,M,602730,EUR,828144000,M,21,21,True,3.0,1.0,,,,,,1.0,,,,,9.0,5.0,6.5,4.0,0,21,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Yavuz Bugra Boyar,yavuz-bugra-boyar,Y. B. Boyar,G,190,4,M,1064114,EUR,902707200,G,33,33,True,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,189,39,M,827515,EUR,951004800,G,31,31,True,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Kerim Alıcı,kerim-alici,K. Alıcı,D,183,22,M,758870,EUR,867110400,D,22,22,True,,,,,,,,,,,,,,,,,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433944,away,Hatayspor,Simon Falette,simon-falette,S. Falette,D,184,230,M,201918,EUR,698457600,D,3,3,True,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
