match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_totalCross,stat_shotOffTarget,stat_wasFouled,stat_onTargetScoringAttempt,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_outfielderBlock,stat_goodHighClaim,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals,stat_bigChanceMissed
10411602,home,Cremonese,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,12,12,False,27.0,19.0,15.0,7.0,12.0,14.0,7.0,13.0,5.0,2.0,7.0,90.0,36.0,8.2,8.0,0.0,0.0,0.00217332,0,1.7015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411602,home,Cremonese,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183,99,M,327429,EUR,773020800,D,24,24,False,24.0,16.0,4.0,1.0,12.0,14.0,4.0,10.0,2.0,,,59.0,35.0,6.8,9.0,0.0,0.0,0.0143806,0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411602,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,35.0,28.0,6.0,1.0,22.0,23.0,6.0,12.0,7.0,,,89.0,40.0,6.4,8.0,0.0,0.0,0.0306381,0,,3.0,1.0,1.0,3.0,,,,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411602,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191,1065,M,827473,EUR,896400000,D,44,44,False,42.0,30.0,8.0,1.0,18.0,20.0,12.0,22.0,5.0,,,90.0,55.0,6.4,14.0,0.0,0.0,0.00457781,0,,4.0,4.0,3.0,,2.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10411602,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188,112,M,812314,EUR,870220800,M,17,17,False,30.0,24.0,2.0,1.0,8.0,8.0,16.0,29.0,7.0,,,90.0,68.0,6.8,26.0,0.0501,0.0,0.0286772,1,,5.0,5.0,1.0,,2.0,2.0,3.0,,,2.0,2.0,,2.0,1.0,,,,7.0,1.0,1.0,,,,,,,,,,,,,
10411602,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,963,M,139229,EUR,763862400,M,28,28,False,24.0,22.0,,,7.0,9.0,15.0,16.0,8.0,,,90.0,38.0,6.8,6.0,0.0306,0.0218,0.0107893,1,,6.0,7.0,1.0,2.0,2.0,,,2.0,,,2.0,2.0,2.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,
10411602,home,Cremonese,Michele Castagnetti,michele-castagnetti,M. Castagnetti,M,4,180,88,M,131910,EUR,630720000,M,19,19,False,27.0,21.0,1.0,,8.0,10.0,15.0,20.0,2.0,,,75.0,39.0,7.4,10.0,0.0546,0.0,0.305115,1,,3.0,4.0,,,3.0,2.0,2.0,,,1.0,1.0,2.0,,,,,,3.0,1.0,,,2.0,3.0,,,,,,,,,,
10411602,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,3,3,False,19.0,13.0,4.0,1.0,3.0,5.0,10.0,15.0,5.0,,,90.0,51.0,6.6,14.0,0.1364,0.3205,0.075854,3,,7.0,5.0,1.0,,3.0,2.0,2.0,1.0,,1.0,,2.0,1.0,2.0,,,,1.0,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,
10411602,home,Cremonese,Charles Pickel,charles-pickel,C. Pickel,M,18,184,11753,M,758664,EUR,863654400,F,6,6,False,36.0,23.0,2.0,1.0,7.0,10.0,16.0,26.0,6.0,,,90.0,49.0,7.1,15.0,0.0717,0.0,0.0338383,1,,6.0,10.0,3.0,1.0,3.0,1.0,2.0,1.0,,3.0,6.0,2.0,,,,,,,1.0,1.0,,,,,,charlespickel,,,,,,,
10411602,home,Cremonese,David Okereke,david-okereke,D. Okereke,F,77,182,887,M,831290,EUR,872812800,F,77,77,False,13.0,7.0,,,5.0,6.0,2.0,8.0,1.0,,,59.0,27.0,6.6,14.0,0.1028,0.026,0.0151231,2,,7.0,4.0,1.0,,,,4.0,1.0,,4.0,3.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,
