match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_outfielderBlock,stat_topSpeed,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_accurateCross,stat_errorLeadToAShot,stat_lastManTackle
14566737,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9685,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,30.0,11.0,23.0,5.0,0.0,6.0,7.0,5.0,23.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,90.0,37.0,6.7,20.0,0.00122748,4.91473,0.0,15.865521369644,3.0,12.075,4.41,0.0134,0,0.1799,0.04,0.01,0.22,0.02,3.71,1.12,0.07,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566737,home,Benfica,Amar Dedić,amar-dedic,A. Dedić,D,17,180,5512,M,,1102791,EUR,1029628800,D,17,17,False,36.0,29.0,2.0,,0.0,22.0,25.0,7.0,11.0,,5.0,2.0,3.0,1.0,,,,,90.0,58.0,7.1,10.0,0.0177798,10.4256,9.0,164.25887864116,16.0,94.29,52.29,,0,,-0.1,0.2,0.35,,3.22,5.05,1.41,0.56,0.19,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14566737,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2798,M,,983542,EUR,1021507200,D,44,44,False,46.0,34.0,12.0,4.0,0.0,27.0,29.0,7.0,17.0,2.0,2.0,10.0,2.0,,,,,,90.0,62.0,7.4,12.0,0.00168011,9.74726,4.0,46.417906302307,7.0,15.75,11.445,,0,,0.08,0.02,0.69,,3.13,5.08,1.18,0.27,0.09,1.0,,,3.0,,,,,,1.0,2.0,29.376,,,,,,,,,,,,,,,,,,,
14566737,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,18023,M,Notamendi30,74915,EUR,571622400,D,30,30,False,40.0,37.0,6.0,4.0,0.0,33.0,34.0,4.0,6.0,3.0,4.0,12.0,1.0,,,,,,90.0,60.0,7.3,6.0,0.00103061,9.61748,4.0,35.922783725626,8.0,0.20999999999998,3.78,,3,,0.02,-0.04,0.4,,3.24,4.84,1.12,0.35,0.07,2.0,1.0,,,1.0,1.0,,,,1.0,,28.188,,,True,2.0,1.0,0.1812,-0.26,,,,,,,,,,,,
14566737,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2240,M,,993101,EUR,1046736000,D,26,26,False,26.0,21.0,1.0,,0.0,16.0,19.0,5.0,7.0,,6.0,5.0,4.0,1.0,,,,,90.0,54.0,7.3,10.0,0.00290952,10.55183,13.0,78.653426068161,8.0,47.565,21.105,,0,,-0.05,0.12,0.32,,3.12,5.08,1.44,0.66,0.25,2.0,,,2.0,5.0,3.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
14566737,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,20,20,False,36.0,28.0,6.0,2.0,1.0,14.0,18.0,14.0,18.0,2.0,9.0,2.0,6.0,5.0,,,,,90.0,53.0,9.2,12.0,0.280915,11.23557,9.0,155.66670313375,13.0,75.915,51.87,,1,,0.44,0.33,0.28,,3.1,5.4,1.89,0.63,0.21,7.0,,,1.0,2.0,2.0,1.0,1.0,,3.0,,30.924,,,,,,0.6387,0.55,,2.0,2.0,1.0,1.0,0.8901,1.0,,,,,
14566737,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6540,M,,1087316,EUR,990489600,M,5,5,False,56.0,49.0,3.0,1.0,0.0,32.0,35.0,17.0,21.0,3.0,7.0,3.0,9.0,1.0,,,,,90.0,70.0,7.6,7.0,0.01665,11.88533,5.0,119.71125012034,11.0,67.41,33.285,,1,,0.15,0.22,0.36,,2.87,5.83,2.47,0.61,0.11,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,,,,,,,,1.0,,0.0564,,,,,,,,1.0,,,,,
14566737,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,4054,M,,228364,EUR,818553600,M,8,8,False,27.0,22.0,2.0,1.0,0.0,12.0,14.0,10.0,13.0,,1.0,3.0,3.0,1.0,,,,,89.0,40.0,6.2,7.0,0.0130171,11.23919,11.0,40.327990065813,7.0,7.35,7.35,,3,,-0.15,0.07,0.22,,2.9,5.56,1.95,0.62,0.21,6.0,,,1.0,,,,2.0,,3.0,,30.6,,,,2.0,1.0,0.5323,-0.55,1.0,,1.0,,,,1.0,1.0,1.0,,,
14566737,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,,906800,EUR,946857600,M,18,18,False,22.0,17.0,1.0,,0.0,10.0,10.0,7.0,12.0,1.0,3.0,1.0,2.0,2.0,,,,,89.0,33.0,7.4,11.0,0.185871,11.70173,6.0,68.21587502178,10.0,-7.98,8.925,,1,,0.04,-0.34,0.16,,2.86,5.84,2.27,0.62,0.11,6.0,3.0,,,,,3.0,1.0,,3.0,,28.548,,,,,,0.1366,0.51,,,,1.0,1.0,0.322,1.0,,,,,
14566737,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6537,M,,1123925,EUR,1030838400,M,10,10,False,21.0,15.0,3.0,1.0,0.0,4.0,5.0,11.0,16.0,,2.0,,5.0,1.0,,,,,76.0,32.0,6.7,12.0,0.145983,9.05993,3.0,89.803475452974,10.0,-15.015,3.99,,0,,0.25,0.08,0.0,,2.42,4.65,1.48,0.46,0.05,3.0,1.0,1.0,,,,3.0,1.0,,,,28.908,,,,,,,,2.0,,2.0,,,,1.0,,,1.0,,
