match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyConceded,captain,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_clearanceOffLine,stat_goals,stat_penaltyWon
11391359,home,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,False,28.0,14.0,26.0,12.0,4.0,6.0,10.0,22.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,31.0,6.4,14.0,0.0109098,0,-0.7222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391359,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,D,11,11,False,19.0,13.0,4.0,1.0,5.0,9.0,9.0,13.0,,6.0,7.0,3.0,,,,79.0,49.0,6.6,14.0,0.00760108,1,,3.0,1.0,2.0,8.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0554,,,,,,,,,,,,,,,,,,,,,
11391359,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,21.0,19.0,4.0,2.0,11.0,11.0,8.0,12.0,1.0,3.0,2.0,3.0,,,,90.0,33.0,6.7,6.0,0.334226,0,,2.0,,,,,,,,,2.0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11391359,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,13.0,12.0,5.0,4.0,9.0,9.0,3.0,4.0,,,10.0,2.0,,,,90.0,35.0,7.4,3.0,0.00117665,1,,,,,3.0,,,,,,1.0,3.0,2.0,,,0.0107,,,,,1.0,2.0,2.0,0.0422,,,,,,,,,,,,,
11391359,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,18.0,13.0,4.0,1.0,10.0,13.0,3.0,5.0,,,2.0,2.0,,,,90.0,23.0,6.4,5.0,0.00039882,0,,,,,,,,,,,1.0,,,,,,Nathan Zeze,,,,,1.0,,,,,,,,,,,,,,,
11391359,home,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,12.0,6.0,4.0,1.0,1.0,4.0,5.0,11.0,1.0,2.0,1.0,1.0,,,,90.0,31.0,6.6,11.0,0.0047388,1,,3.0,,1.0,5.0,1.0,,,,,1.0,3.0,2.0,1.0,,0.3553,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,
11391359,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,20.0,14.0,1.0,,9.0,13.0,5.0,7.0,,4.0,,2.0,,,,79.0,24.0,6.4,6.0,0.00528413,1,,,,1.0,3.0,1.0,,,,1.0,,2.0,,,3.0,0.0121,,,,,,,1.0,,,,,,,,,,,,,,
11391359,home,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,33.0,25.0,1.0,,16.0,21.0,9.0,12.0,,3.0,1.0,12.0,,,,90.0,51.0,6.9,8.0,0.0515016,1,,,,,13.0,1.0,,,,,1.0,9.0,,4.0,2.0,0.2294,,,,,1.0,,6.0,0.6299,1.0,1.0,,,,,,,,,,,
11391359,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,35.0,32.0,4.0,4.0,18.0,19.0,15.0,18.0,,1.0,2.0,5.0,,,,90.0,50.0,7.2,6.0,0.0967897,2,,2.0,1.0,,3.0,,,2.0,1.0,,1.0,2.0,1.0,,,0.2085,,,,1.0,1.0,1.0,1.0,0.2974,1.0,,True,1.0,1.0,1.0,,,,,,,
11391359,home,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,15,15,False,12.0,8.0,,,3.0,5.0,5.0,7.0,3.0,9.0,,3.0,,,,62.0,21.0,6.2,11.0,0.0053741,0,,,,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
