match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
14015672,home,Rot-Weiss Essen,Jakob Golz,jakob-golz,J. Golz,G,1,186,39,M,840344,EUR,903225600,G,1,1,False,30.0,21.0,12.0,3.0,0.0,21.0,22.0,8.0,1.0,7.0,1.0,3.0,90.0,38.0,6.3,9.0,0.0949,0,0.01,0.02,0.0,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015672,home,Rot-Weiss Essen,José-Enrique Ríos Alonso,jose-enrique-rios-alonso,J. R. Alonso,D,23,182,23,M,877834,EUR,966124800,D,23,23,False,23.0,20.0,2.0,,0.0,17.0,18.0,5.0,2.0,,,,84.0,33.0,6.7,3.0,,0,0.14,0.03,0.28,,,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14015672,home,Rot-Weiss Essen,Michael Schultz,michael-schultz,M. Schultz,D,4,194,13,M,152203,EUR,738720000,D,4,4,False,53.0,41.0,8.0,1.0,0.0,37.0,40.0,13.0,6.0,4.0,,,90.0,63.0,6.7,12.0,,0,-0.04,0.04,0.16,,,,4.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,,1.0,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
14015672,home,Rot-Weiss Essen,Tobias Kraulich,tobias-kraulich,T. Kraulich,D,33,191,18,M,848922,EUR,922233600,D,33,33,False,65.0,57.0,10.0,6.0,0.0,44.0,47.0,18.0,2.0,2.0,,,90.0,72.0,6.9,8.0,,0,0.33,0.08,-0.07,,,,13.0,2.0,3.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,
14015672,home,Rot-Weiss Essen,Jannik Hofmann,jannik-hofmann,J. Hofmann,M,37,176,33,M,1131006,EUR,1014854400,M,37,37,False,15.0,11.0,6.0,2.0,0.0,5.0,5.0,10.0,1.0,2.0,,,90.0,31.0,6.7,10.0,,1,0.16,0.16,0.31,,,,6.0,1.0,5.0,2.0,1.0,,1.0,1.0,3.0,,,1.0,1.0,,3.0,1.0,,,,,1.0,3.0,-0.16,,,,,,,,
14015672,home,Rot-Weiss Essen,Tom Moustier,tom-moustier,T. Moustier,M,28,185,56,M,1210450,EUR,1020297600,M,28,28,False,18.0,13.0,1.0,,0.0,6.0,6.0,12.0,1.0,5.0,,,90.0,37.0,6.8,14.0,,2,0.12,0.27,-0.02,,Tom Moustier,,7.0,,3.0,2.0,,2.0,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,3.0,-0.07,2.0,1.0,1.0,,,,,
14015672,home,Rot-Weiss Essen,Klaus Gjasula,klaus-gjasula,K. Gjasula,M,8,189,237,M,163673,EUR,629596800,M,8,8,False,24.0,18.0,,,0.0,13.0,17.0,7.0,3.0,3.0,,,87.0,32.0,6.3,6.0,,0,0.1,0.0,-0.15,,,,5.0,3.0,6.0,3.0,,3.0,,,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,
14015672,home,Rot-Weiss Essen,Lucas Brumme,lucas-brumme,L. Brumme,D,14,187,32,M,922511,EUR,938217600,M,14,14,False,21.0,10.0,1.0,,0.0,6.0,12.0,9.0,4.0,6.0,,,75.0,45.0,6.8,14.0,,1,-0.19,0.12,0.13,,,,4.0,,1.0,5.0,,,2.0,1.0,,,,2.0,,,2.0,,1.0,,1.0,,1.0,1.0,-0.09,,,,,,,,
14015672,home,Rot-Weiss Essen,Ramien Safi,ramien-safi,R. Safi,M,7,177,76,M,1391676,EUR,940118400,F,7,7,False,10.0,4.0,,,0.0,,2.0,8.0,2.0,2.0,,,83.0,18.0,6.9,7.0,,2,-0.28,0.43,-0.01,,Ramien Safi,,4.0,,2.0,3.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,0.11,,2.0,,1.0,,,,
14015672,home,Rot-Weiss Essen,Kaito Mizuta,kaito-mizuta,K. Mizuta,M,24,182,152,M,1066020,EUR,955152000,F,24,24,False,26.0,18.0,4.0,,0.0,9.0,11.0,15.0,,6.0,,,90.0,53.0,6.4,21.0,,2,-0.08,0.12,-0.05,,,,9.0,2.0,11.0,7.0,,,2.0,1.0,,,,1.0,6.0,2.0,1.0,,1.0,,2.0,2.0,,3.0,0.01,4.0,2.0,,,,,,
14015672,home,Rot-Weiss Essen,Ahmet Arslan,ahmet-arslan,A. Arslan,M,70,179,113,M,265573,EUR,764985600,F,6,6,False,18.0,11.0,3.0,1.0,0.0,4.0,6.0,12.0,,2.0,,,76.0,26.0,6.9,10.0,,0,0.05,0.17,0.24,,,,7.0,,1.0,3.0,,,,,,,,,,,2.0,1.0,,,3.0,1.0,,,,1.0,,,,,,,
14015672,home,Rot-Weiss Essen,Franci Bouebari,bouebari-franci,F. Bouebari,D,19,192,27,M,1444702,EUR,1063324800,D,19,19,True,8.0,6.0,1.0,1.0,0.0,2.0,3.0,5.0,1.0,2.0,,,15.0,17.0,6.3,4.0,,1,0.0,0.02,-0.19,,,,4.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,0.01,,,1.0,,,,,
