match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_keyPass,captain,stat_fouls,stat_totalCross,stat_aerialWon,stat_totalContest,stat_goalAssist,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_penaltyConceded,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
10382035,home,FC Groningen,Peter Leeuwenburgh,,,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,False,31.0,19.0,20.0,8.0,14.0,18.0,5.0,13.0,8.0,4.0,1.0,5.0,90.0,45.0,6.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382035,home,FC Groningen,Jorg Schreuders,Jorg Schreuders,,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,D,39,39,False,34.0,23.0,10.0,3.0,11.0,19.0,12.0,15.0,11.0,,,,89.0,54.0,5.8,15.0,1,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382035,home,FC Groningen,Radinio Balker,,,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,28.0,20.0,7.0,2.0,15.0,19.0,5.0,9.0,4.0,,,,90.0,44.0,6.7,8.0,0,1.0,2.0,2.0,1.0,,7.0,2.0,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382035,home,FC Groningen,Mads Bech Sørensen,,,mads-bech-sorensen,M. B. Sørensen,D,22,189,283,M,1006409,EUR,915667200,D,29,29,False,34.0,25.0,11.0,3.0,23.0,26.0,2.0,8.0,5.0,,,,90.0,47.0,6.3,9.0,0,1.0,3.0,,1.0,,7.0,2.0,,,,,,2.0,,True,1.0,,,,,,,,,,,,,,,,,,,
10382035,home,FC Groningen,Nordin Musampa,,,nordin-musampa,N. Musampa,D,,179,56,M,916944,EUR,1002931200,D,24,24,False,26.0,20.0,3.0,2.0,14.0,16.0,6.0,12.0,3.0,,,,90.0,50.0,6.4,15.0,0,1.0,7.0,4.0,,,3.0,1.0,2.0,2.0,,3.0,,2.0,,,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
10382035,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,31,175,1255,M,964154,EUR,1023408000,M,7,7,False,25.0,18.0,4.0,1.0,11.0,15.0,7.0,10.0,9.0,,,,90.0,41.0,6.4,11.0,2,,5.0,4.0,2.0,,,3.0,,,,2.0,3.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10382035,home,FC Groningen,Laros Duarte,,,laros-duarte,L. M. D. Duarte,M,6,180,315,M,798177,EUR,857088000,M,6,6,False,27.0,24.0,5.0,3.0,15.0,15.0,9.0,17.0,7.0,,,,90.0,42.0,7.0,10.0,1,,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,,1.0,5.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
10382035,home,FC Groningen,Oliver Antman,,,oliver-antman,O. Antman,M,18,185,1317,M,975743,EUR,997833600,M,21,21,False,16.0,13.0,3.0,1.0,6.0,9.0,7.0,7.0,6.0,,,,79.0,27.0,6.3,7.0,2,1.0,6.0,1.0,2.0,1.0,,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,
10382035,home,FC Groningen,Johan Hove,,,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,25.0,20.0,2.0,1.0,12.0,12.0,8.0,13.0,4.0,,,,90.0,33.0,7.0,7.0,1,1.0,2.0,3.0,,1.0,2.0,,,,,2.0,,,1.0,,1.0,,1.0,2.0,,,2.0,,,,,1.0,1.0,,,,,,,
10382035,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,M,18,18,False,18.0,11.0,1.0,,4.0,7.0,7.0,11.0,3.0,,,,90.0,35.0,6.2,11.0,2,2.0,7.0,4.0,,,2.0,2.0,1.0,,,,,,,,1.0,,1.0,5.0,,1.0,2.0,2.0,,,,,,,,,,,,
