match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,player_lastName,stat_goodHighClaim
14083664,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196.0,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,21.0,18.0,4.0,1.0,0.0,16.0,16.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,90.0,29.0,7.3,4.0,0.00100652,0.5637,0,0.7578,0.07,0.01,-0.05,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083664,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180.0,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,64.0,59.0,,,0.0,22.0,24.0,37.0,40.0,1.0,3.0,,,,,,90.0,80.0,6.8,8.0,0.030016,,0,,0.0,0.04,-0.12,,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
14083664,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184.0,156448,M,PauCubarsí,1402913,EUR,1169424000,D,5,5,False,101.0,99.0,4.0,3.0,0.0,51.0,51.0,48.0,50.0,3.0,4.0,,,,,,90.0,107.0,7.6,2.0,0.0659837,,1,,0.52,0.32,0.15,,,,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,1.0,1.0,Pau Cubarsí,1.0,1.0,0.1042,-0.16,,,,,,,,,,,,,,
14083664,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182.0,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,88.0,84.0,2.0,1.0,0.0,33.0,34.0,51.0,54.0,3.0,3.0,,,,,,90.0,99.0,7.0,4.0,0.119334,,1,,0.32,0.2,-0.1,,,4.0,3.0,7.0,6.0,1.0,,,2.0,3.0,2.0,,,,3.0,,,3.0,0.0272,-0.03,1.0,,,,,,,,,,,,,
14083664,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175.0,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,48.0,48.0,,,0.0,17.0,17.0,31.0,31.0,2.0,2.0,,,,,,76.0,60.0,6.8,1.0,0.102451,,1,,0.13,0.04,-0.08,,1.0,2.0,2.0,3.0,7.0,,,,,3.0,1.0,,1.0,1.0,3.0,,,1.0,0.0253,-0.16,1.0,1.0,1.0,1.0,,,,,,,,,,
14083664,home,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172.0,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,76.0,72.0,1.0,1.0,0.0,32.0,34.0,40.0,42.0,,4.0,,,,,,81.0,86.0,6.9,4.0,0.0675251,,0,,0.09,0.12,0.31,,,1.0,,3.0,2.0,,,2.0,2.0,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,
14083664,home,Barcelona,Pedri,pedri,Pedri,M,8,174.0,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,67.0,57.0,7.0,4.0,0.0,15.0,17.0,42.0,50.0,2.0,7.0,,,,,,63.0,80.0,8.3,13.0,0.11389,,2,,0.14,0.59,0.18,,,,,3.0,5.0,1.0,1.0,,,2.0,2.0,,1.0,,1.0,,1.0,,0.1813,0.5,,,4.0,3.0,1.0,1.0,0.7989,,,,,,,
14083664,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180.0,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,10,10,False,32.0,26.0,2.0,,1.0,2.0,2.0,24.0,30.0,,2.0,,,,,,64.0,62.0,7.3,21.0,0.201207,,6,,-0.14,0.75,-0.03,,8.0,,,4.0,7.0,,,,,2.0,1.0,,1.0,,2.0,,2.0,,0.1965,-0.52,3.0,,9.0,5.0,1.0,,0.0335,1.0,,,,,,
14083664,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180.0,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,60.0,53.0,1.0,,1.0,15.0,15.0,38.0,45.0,,6.0,,,,,,90.0,66.0,7.1,8.0,0.368866,,2,,0.32,0.38,-0.01,,1.0,2.0,1.0,2.0,3.0,,,,,2.0,1.0,,,,3.0,,,,0.1782,-0.55,1.0,,,,1.0,,0.3035,,True,1.0,,,,
14083664,home,Barcelona,Marcus Rashford,marcus-rashford,M. Rashford,M,14,185.0,357139,M,Rashford,814590,EUR,878256000,M,14,14,False,29.0,23.0,2.0,1.0,0.0,4.0,4.0,19.0,25.0,1.0,2.0,,,,,,90.0,53.0,6.2,13.0,0.127297,,8,,-0.23,0.27,-0.02,,5.0,,,2.0,4.0,,,,,2.0,2.0,,2.0,2.0,1.0,,2.0,1.0,0.4995,-0.69,3.0,1.0,1.0,,3.0,,0.1738,,,,1.0,1.0,,
