match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_ownGoals,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_hitWoodwork
11406856,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,27.0,22.0,8.0,3.0,20.0,22.0,2.0,5.0,1.0,1.0,3.0,9.0,1.0,3.0,4.0,2.0,90.0,40.0,6.9,5.0,0.00019745,0,-1.3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406856,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,70.0,57.0,11.0,3.0,41.0,44.0,16.0,28.0,1.0,6.0,2.0,3.0,,,,,90.0,91.0,6.5,16.0,0.0149965,1,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.023,,,,,,,,,,,,,,,,,,
11406856,home,Cagliari,Yerry Mina,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,49.0,39.0,4.0,,38.0,43.0,1.0,7.0,4.0,6.0,6.0,3.0,,,,,73.0,60.0,6.3,11.0,0.00038935,0,,1.0,,,,,,,,,1.0,,,1.0,,yerrymina,,,,,,,,,,,,,,,,,
11406856,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,30.0,25.0,3.0,3.0,11.0,14.0,14.0,17.0,,,1.0,4.0,,,,,63.0,37.0,6.6,7.0,0.00466755,0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11406856,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,M,8,8,False,43.0,30.0,5.0,2.0,15.0,21.0,16.0,28.0,,5.0,1.0,3.0,,,,,90.0,70.0,6.8,22.0,0.0791206,1,,6.0,3.0,8.0,2.0,1.0,1.0,,,3.0,4.0,1.0,2.0,,0.1376,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,
11406856,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,57.0,49.0,7.0,5.0,33.0,34.0,16.0,23.0,1.0,4.0,,7.0,,,,,90.0,69.0,6.8,11.0,0.0360397,2,,,,3.0,1.0,,,,,,,,1.0,3.0,0.0834,,,1.0,1.0,1.0,,1.0,0.2342,,,,,,,,,,
11406856,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,32.0,28.0,8.0,5.0,9.0,10.0,19.0,22.0,1.0,2.0,5.0,5.0,,,,,90.0,44.0,6.4,6.0,0.0167748,0,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,True,1.0,,,,,,,,
11406856,home,Cagliari,Paulo Azzi,paulo-azzi,P. Azzi,M,7,188,184,M,383314,EUR,774230400,M,37,37,False,14.0,9.0,,,4.0,6.0,6.0,10.0,2.0,2.0,1.0,1.0,,,,,45.0,22.0,6.5,8.0,0.00840782,1,,2.0,,,,,,1.0,,,,,2.0,,0.0553,,1.0,,,,,,,,,,,1.0,,,,,
11406856,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,F,10,10,False,20.0,14.0,2.0,,10.0,12.0,5.0,10.0,2.0,3.0,,2.0,,,,,45.0,27.0,6.7,10.0,0.210976,1,,2.0,1.0,5.0,1.0,2.0,,,,,,,,1.0,0.0564,,1.0,,,1.0,1.0,1.0,0.136,,,,,,1.0,,,,
11406856,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,F,70,70,False,33.0,27.0,1.0,,5.0,5.0,22.0,30.0,,5.0,1.0,7.0,,,,,90.0,51.0,7.9,12.0,0.0357143,3,,2.0,1.0,6.0,,6.0,4.0,1.0,,,1.0,1.0,,,0.0742,,,2.0,,1.0,3.0,2.0,0.9845,,,,,,,1.0,,,
