match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_wasFouled,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,player_firstName,player_lastName,player_sofascoreId
10437207,home,Bolton Wanderers,Joel Dixon,joel-dixon,J. Dixon,G,193.0,2,M,312766,EUR,755395200,G,12,12,False,53.0,46.0,16.0,9.0,39.0,40.0,7.0,13.0,1.0,1.0,2.0,8.0,2.0,3.0,4.0,4.0,4.0,90.0,69.0,7.5,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437207,home,Bolton Wanderers,Gethin Jones,gethin-jones,G. Jones,D,178.0,53,M,188093,EUR,813542400,D,2,2,False,59.0,50.0,4.0,2.0,33.0,37.0,18.0,26.0,2.0,4.0,1.0,4.0,,,,,,88.0,71.0,7.4,13.0,0,2,True,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10437207,home,Bolton Wanderers,Will Aimson,will-aimson,W. Aimson,D,179.0,29,M,247349,EUR,757382400,D,15,15,False,74.0,66.0,10.0,7.0,55.0,58.0,11.0,16.0,3.0,6.0,5.0,5.0,,,,,,90.0,85.0,7.2,8.0,0,4,,,,1.0,1.0,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
10437207,home,Bolton Wanderers,George Johnston,george-johnston,G. Johnston,D,181.0,83,M,920390,EUR,904608000,D,6,6,False,88.0,81.0,8.0,5.0,49.0,51.0,32.0,39.0,2.0,3.0,1.0,10.0,,,,,,90.0,96.0,6.4,10.0,0,6,,2.0,,6.0,10.0,,,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,
10437207,home,Bolton Wanderers,Declan John,declan-john,D. John,M,178.0,42,M,188087,EUR,804470400,D,3,3,False,30.0,28.0,,,13.0,14.0,16.0,19.0,1.0,2.0,1.0,3.0,,,,,,45.0,42.0,6.6,6.0,0,24,,3.0,1.0,,1.0,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,
10437207,home,Bolton Wanderers,Kieran Lee,kieran-lee,K. Lee,F,185.0,18,,23180,EUR,582940800,M,20,20,False,53.0,46.0,2.0,,15.0,15.0,31.0,39.0,1.0,4.0,,1.0,,,,,,90.0,60.0,7.5,10.0,0,,,1.0,,1.0,8.0,1.0,,1.0,,,2.0,1.0,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,
10437207,home,Bolton Wanderers,Jordan Williams,jordan-williams,J. Williams,M,188.0,15,M,188095,EUR,815616000,M,4,4,False,45.0,43.0,2.0,1.0,23.0,24.0,20.0,21.0,,3.0,,10.0,,,,,,83.0,51.0,6.8,2.0,0,4,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,
10437207,home,Bolton Wanderers,George Thomason,george-thomason,G. Thomason,M,177.0,81,M,1014623,EUR,1010793600,M,25,25,False,42.0,37.0,2.0,,18.0,20.0,19.0,23.0,1.0,2.0,,4.0,,,,,,90.0,48.0,6.3,7.0,1,14,,1.0,,2.0,5.0,,,,,1.0,,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,
10437207,home,Bolton Wanderers,Kieran Sadlier,kieran-sadlier,K. Sadlier,M,178.0,42,M,136381,EUR,779500800,F,7,7,False,45.0,35.0,7.0,3.0,13.0,16.0,23.0,33.0,,3.0,,4.0,,,,,,75.0,67.0,7.4,16.0,1,,,4.0,1.0,1.0,4.0,3.0,1.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,
10437207,home,Bolton Wanderers,Jón Daði Böðvarsson,jon-dadi-bodvarsson,J. D. Böðvarsson,F,190.0,137,M,66721,EUR,706752000,F,9,9,False,18.0,13.0,,,2.0,2.0,11.0,16.0,,4.0,1.0,3.0,,,,,,83.0,46.0,6.7,18.0,4,22,,,,4.0,11.0,5.0,1.0,,,,1.0,1.0,6.0,,,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,
