match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wonContest,stat_fouls,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352457,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,48.0,17.0,40.0,9.0,12.0,14.0,5.0,34.0,3.0,13.0,3.0,3.0,4.0,3.0,90.0,61.0,7.8,31.0,0.00514484,0,0.9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352457,home,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,29.0,22.0,2.0,,9.0,10.0,14.0,24.0,6.0,5.0,,,,,90.0,59.0,7.0,16.0,0.00879404,2,,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0739,,,,,,,,,,,,,,,,,,,,,,,
11352457,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,44.0,36.0,2.0,1.0,23.0,24.0,13.0,20.0,11.0,5.0,,,,,90.0,62.0,7.8,8.0,0.0109985,1,,,,,7.0,,10.0,,1.0,,0.0501,True,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11352457,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,42.0,36.0,4.0,2.0,23.0,26.0,13.0,16.0,2.0,5.0,,,,,90.0,57.0,7.0,10.0,0.0196219,0,,,,1.0,4.0,4.0,5.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11352457,home,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,D,18,18,False,40.0,28.0,9.0,4.0,16.0,23.0,12.0,17.0,2.0,4.0,,,,,90.0,65.0,7.1,18.0,0.0150174,0,,,,3.0,,7.0,6.0,,,1.0,,,,5.0,5.0,,,3.0,,1.0,2.0,,,,,,,,,,,,,
11352457,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,20.0,17.0,1.0,1.0,4.0,6.0,13.0,15.0,,4.0,,,,,90.0,44.0,6.5,11.0,0.23765,4,,1.0,,1.0,,10.0,5.0,4.0,,,0.157,,,3.0,3.0,2.0,1.0,3.0,,,1.0,4.0,,,,,,,,,,,,
11352457,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,53.0,46.0,4.0,,20.0,21.0,26.0,32.0,,7.0,,,,,78.0,63.0,7.7,7.0,0.0724279,2,,,,,2.0,2.0,7.0,,1.0,,0.062,,,2.0,1.0,3.0,,,,,2.0,,1.0,1.0,0.4727,,,,,,,,,
11352457,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,38.0,35.0,1.0,1.0,10.0,10.0,25.0,30.0,,4.0,,,,,90.0,49.0,7.3,5.0,0.0402732,2,,2.0,,1.0,,3.0,3.0,,1.0,,0.0751,,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,1.0,2.0,,,,,,,
11352457,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,33.0,29.0,1.0,,7.0,7.0,27.0,37.0,1.0,7.0,,,,,90.0,64.0,8.2,16.0,0.314813,5,,11.0,5.0,,,2.0,6.0,2.0,3.0,,0.2123,,,3.0,2.0,2.0,,1.0,3.0,1.0,,2.0,,,,1.0,3.0,Dwight,McNeil,,,,,
11352457,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,F,16,16,False,38.0,35.0,3.0,2.0,13.0,15.0,22.0,24.0,,5.0,,,,,90.0,48.0,6.4,7.0,0.0505539,1,,1.0,,1.0,,5.0,1.0,2.0,1.0,,0.1735,,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,
