match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated
12731927,home,Cuiabá,Mateus Pasinato,,,mateus-pasinato,Mateus Pasinato,G,41,192.0,80,M,914169,EUR,709689600,G,14,14,False,22.0,13.0,16.0,7.0,0.0,7.0,13.0,6.0,9.0,2.0,6.0,2.0,3.0,1.0,90.0,31.0,7.4,9.0,0.00095532,0,0.5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12731927,home,Cuiabá,Matheus Alexandre,,,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,2,2,False,54.0,48.0,3.0,2.0,0.0,22.0,25.0,26.0,30.0,3.0,2.0,,,,90.0,75.0,7.3,12.0,0.0299475,0,,1.0,2.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12731927,home,Cuiabá,Marllon,,,marllon,Marllon,D,3,184.0,365,M,221206,EUR,703382400,D,4,4,False,40.0,34.0,7.0,3.0,0.0,24.0,28.0,10.0,12.0,3.0,2.0,,,,90.0,47.0,7.0,6.0,0.00382261,1,,,3.0,2.0,4.0,3.0,,1.0,,,,1.0,True,1.0,1.0,0.0197,,,,,,,,,,,,,,,
12731927,home,Cuiabá,Alan Empereur,,,alan-empereur,A. Empereur,D,33,186.0,199,M,373740,EUR,763257600,D,33,33,False,62.0,52.0,9.0,4.0,0.0,29.0,33.0,23.0,29.0,2.0,5.0,,,,90.0,68.0,6.7,13.0,0.0168961,0,,,2.0,2.0,5.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
12731927,home,Cuiabá,Ramon,,,ramon,Ramon,D,13,176.0,862,M,980761,EUR,984441600,D,23,23,False,40.0,31.0,3.0,2.0,0.0,20.0,23.0,11.0,20.0,2.0,7.0,,,,90.0,59.0,7.0,17.0,0.0141598,1,,3.0,,3.0,3.0,3.0,2.0,,,,1.0,1.0,,1.0,,0.0218,1.0,,,,,,,,,,,,,,
12731927,home,Cuiabá,Lucas Fernandes,,,lucas-fernandes,Lucas Fernandes,M,33,176.0,222,M,837871,EUR,874713600,M,18,18,False,33.0,27.0,2.0,2.0,0.0,8.0,11.0,19.0,22.0,,5.0,,,,87.0,41.0,7.4,7.0,0.173484,3,,,1.0,,2.0,3.0,,,1.0,,1.0,1.0,,,,0.0919,,2.0,2.0,1.0,2.0,0.2878,,,,,,,,,
12731927,home,Cuiabá,Lucas Mineiro,,,lucas-mineiro,L. Mineiro,M,8,188.0,116,M,840077,EUR,825120000,M,30,30,False,23.0,19.0,3.0,1.0,0.0,11.0,11.0,8.0,12.0,,2.0,,,,59.0,30.0,6.4,8.0,0.00552811,0,,,1.0,,2.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,
12731927,home,Cuiabá,Max,Max,,max,Max,M,8,187.0,253,M,1105838,EUR,989539200,M,10,10,False,25.0,16.0,2.0,,0.0,4.0,9.0,12.0,16.0,,1.0,,,,73.0,33.0,7.0,11.0,0.014242,2,,,1.0,2.0,1.0,5.0,,,,,2.0,,,,1.0,0.1433,,2.0,2.0,2.0,,,,,,,,,,,
12731927,home,Cuiabá,Jonathan Cafú,,,jonathan-cafu,Jonathan Cafú,M,11,175.0,197,M,790103,EUR,679104000,F,7,7,False,23.0,21.0,1.0,,0.0,8.0,8.0,13.0,19.0,,3.0,,,,73.0,33.0,6.8,9.0,0.00914037,0,,4.0,,1.0,6.0,3.0,2.0,,1.0,1.0,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,,,,
12731927,home,Cuiabá,Derik Lacerda,,,derik-lacerda,D. Lacerda,F,18,190.0,839,M,994190,EUR,938390400,F,22,22,False,21.0,17.0,3.0,3.0,0.0,6.0,6.0,11.0,15.0,1.0,2.0,,,,90.0,32.0,7.1,7.0,0.115963,0,,,2.0,4.0,5.0,8.0,2.0,,,,1.0,1.0,,,2.0,,1.0,2.0,2.0,,,,,,,,,,,,
