match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_penaltyMiss,stat_penaltySave,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_clearanceOffLine,stat_penaltyWon
11396464,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,34.0,26.0,19.0,11.0,18.0,19.0,8.0,15.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,90.0,43.0,7.0,8.0,0.0,0.0,0.00309631,0,-0.7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,26.0,16.0,10.0,3.0,6.0,10.0,11.0,18.0,2.0,12.0,,,,,,,89.0,56.0,6.2,18.0,0.0155,0.0,0.129995,1,,,,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,25.0,20.0,7.0,5.0,14.0,18.0,6.0,7.0,8.0,3.0,,,,,,,90.0,38.0,6.8,5.0,0.311,0.0186,0.00294759,2,,,,,,4.0,4.0,5.0,,,,,2.0,1.0,,,,True,3.0,2.0,,,,,,,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,False,26.0,16.0,6.0,,15.0,18.0,1.0,8.0,7.0,4.0,,,,,,,90.0,42.0,6.6,10.0,0.0082,0.0,0.00028554,1,,,,,,1.0,2.0,5.0,,,,,3.0,2.0,,1.0,,,2.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,27.0,21.0,4.0,2.0,11.0,12.0,10.0,20.0,2.0,3.0,,,,,,,90.0,48.0,6.5,14.0,0.0719,0.0,0.0103952,1,,,,5.0,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,26.0,17.0,,,4.0,5.0,14.0,26.0,1.0,7.0,,,,,,,78.0,50.0,7.0,19.0,0.0779,0.0,0.0403976,1,,,,5.0,1.0,2.0,9.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,3.0,1.0,1.0,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,26.0,15.0,4.0,,10.0,13.0,5.0,13.0,2.0,5.0,,,,,,,90.0,33.0,6.3,11.0,0.0227,0.0,0.0196796,1,,,,,,4.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
11396464,home,1. FC Heidenheim,Denis Thomalla,denis-thomalla,D. Thomalla,M,,186,60,M,122578,EUR,713923200,M,11,11,False,16.0,13.0,3.0,3.0,6.0,7.0,7.0,9.0,3.0,,,,,,,,89.0,22.0,6.6,3.0,0.0,0.0,0.613743,0,,,,,,3.0,7.0,2.0,1.0,1.0,,,,,,3.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
11396464,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,23.0,16.0,4.0,2.0,3.0,5.0,19.0,33.0,1.0,2.0,,,,,,,90.0,57.0,9.0,19.0,0.8548,1.8151,0.639396,3,,,,15.0,6.0,,3.0,8.0,1.0,3.0,,1.0,2.0,1.0,3.0,1.0,7.0,,1.0,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11396464,home,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,15.0,10.0,1.0,,4.0,4.0,6.0,11.0,,1.0,,,,,,,78.0,24.0,7.6,5.0,0.4063,0.9655,0.0145249,4,,,,,,2.0,6.0,4.0,1.0,,1.0,,1.0,,,3.0,,,3.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,
