match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,captain,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_wonTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11002142,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,531,M,31867,EUR,650937600,G,23,23,False,35.0,31.0,9.0,6.0,28.0,30.0,3.0,5.0,1.0,10.0,90.0,49.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165,4014,M,914691,EUR,970272000,D,2,2,False,26.0,19.0,2.0,1.0,12.0,12.0,8.0,19.0,2.0,1.0,89.0,57.0,7.1,14.0,1,TariqLamptey,1.0,5.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,499,M,216308,EUR,789177600,D,4,4,False,53.0,51.0,3.0,3.0,41.0,41.0,10.0,12.0,2.0,4.0,45.0,56.0,6.7,2.0,0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1907,M,115365,EUR,690681600,D,5,5,False,100.0,92.0,9.0,4.0,72.0,75.0,20.0,25.0,4.0,7.0,90.0,120.0,8.1,11.0,3,,,,,,1.0,4.0,2.0,,1.0,,,4.0,,1.0,1.0,,2.0,,1.0,True,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14942,M,805465,EUR,885340800,D,30,30,False,63.0,60.0,1.0,1.0,30.0,31.0,30.0,36.0,,14.0,90.0,87.0,7.8,11.0,0,pervisestupinan,1.0,4.0,,,1.0,1.0,7.0,,,,,2.0,,5.0,3.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4700,M,48480,EUR,676944000,M,13,13,False,61.0,49.0,4.0,1.0,28.0,33.0,22.0,29.0,1.0,6.0,90.0,69.0,6.7,13.0,1,pascalgross65,,1.0,1.0,,,3.0,1.0,,,,,1.0,,,1.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,895324,EUR,914457600,M,10,10,False,47.0,42.0,2.0,2.0,24.0,28.0,18.0,21.0,,4.0,90.0,56.0,6.7,9.0,0,Macca10,,2.0,,,1.0,4.0,4.0,,,,,,,,2.0,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1253,M,301288,EUR,774662400,M,7,7,False,19.0,16.0,1.0,1.0,7.0,7.0,9.0,16.0,,4.0,90.0,39.0,7.2,10.0,4,,,4.0,,,1.0,1.0,7.0,,3.0,3.0,2.0,,,2.0,2.0,1.0,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,
11002142,home,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4466,M,33902,EUR,659577600,M,18,18,False,15.0,15.0,,,6.0,6.0,9.0,9.0,1.0,3.0,67.0,26.0,6.5,4.0,0,,,,,,2.0,4.0,6.0,,2.0,,,,,3.0,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,
11002142,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20697,M,936849,EUR,864086400,M,22,22,False,33.0,25.0,1.0,,6.0,6.0,20.0,30.0,1.0,2.0,90.0,58.0,8.0,16.0,2,KaoruM,,3.0,1.0,,,4.0,9.0,,10.0,7.0,,,,,2.0,2.0,1.0,1.0,,,,,2.0,1.0,,,1.0,,2.0,,,,,,,,
