match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_wasFouled,stat_dispossessed,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10407241,home,SV Zulte Waregem,Sammy Bossut,,,sammy-bossut,S. Bossut,G,38,187.0,35,M,18827,EUR,492566400,G,1,1,False,True,41.0,35.0,11.0,6.0,34.0,37.0,1.0,4.0,1.0,1.0,1.0,10.0,2.0,1.0,2.0,90.0,53.0,6.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407241,home,SV Zulte Waregem,Alessandro Ciranni,,,alessandro-ciranni,A. Ciranni,D,2,172.0,38,M,845968,EUR,835920000,D,14,14,False,,25.0,20.0,4.0,2.0,14.0,14.0,7.0,13.0,2.0,,,1.0,,,,57.0,40.0,7.1,9.0,2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10407241,home,SV Zulte Waregem,Modou Tambedou,Moudou Tambedou,,modou-tambedou,M. Tambedou,D,20,,99,M,1391466,EUR,1049414400,D,18,18,False,,92.0,81.0,7.0,3.0,53.0,55.0,28.0,37.0,4.0,,,4.0,,,,90.0,101.0,7.3,11.0,0,,,,,1.0,,2.0,2.0,,,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,
10407241,home,SV Zulte Waregem,Borja López,,,borja-lopez,B. López,D,4,192.0,53,M,284865,EUR,760147200,D,3,3,False,,71.0,57.0,14.0,6.0,42.0,46.0,15.0,26.0,4.0,,,9.0,,,,90.0,79.0,6.4,16.0,0,,1.0,,1.0,4.0,,,2.0,1.0,1.0,2.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,
10407241,home,SV Zulte Waregem,Oleksandr Drambaev,,,oleksandr-drambaev,O. Drambaev,D,14,183.0,50,M,997084,EUR,987811200,D,5,5,False,,27.0,22.0,3.0,3.0,12.0,12.0,11.0,16.0,6.0,2.0,1.0,6.0,,,,90.0,60.0,6.9,12.0,0,,1.0,1.0,,1.0,,2.0,4.0,4.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,
10407241,home,SV Zulte Waregem,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,77,M,846330,EUR,896140800,M,6,6,False,,48.0,41.0,6.0,2.0,26.0,27.0,15.0,22.0,5.0,2.0,2.0,2.0,,,,90.0,59.0,6.5,9.0,0,,1.0,,1.0,3.0,,,1.0,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,
10407241,home,SV Zulte Waregem,Nicolas Rommens,,,nicolas-rommens,N. Rommens,M,8,183.0,22,M,328159,EUR,787622400,M,20,20,False,,65.0,61.0,3.0,3.0,40.0,42.0,22.0,26.0,2.0,,,4.0,,,,90.0,73.0,6.5,7.0,0,,3.0,1.0,2.0,5.0,,,1.0,,,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,,
10407241,home,SV Zulte Waregem,Novatus Miroshi,,,novatus-miroshi,N. Miroshi,M,20,185.0,3906,M,1103597,EUR,1030924800,M,26,26,False,,38.0,27.0,4.0,,16.0,20.0,12.0,19.0,1.0,,,2.0,,,,67.0,50.0,6.4,13.0,3,,1.0,1.0,4.0,8.0,1.0,,1.0,1.0,,,1.0,,,1.0,,2.0,,1.0,novatus_40,1.0,1.0,,,,,,
10407241,home,SV Zulte Waregem,Dani Ramirez,,,dani-ramirez,D. Ramirez,M,10,175.0,113,M,899034,EUR,708825600,F,23,23,False,,18.0,13.0,1.0,,5.0,5.0,8.0,14.0,2.0,1.0,,5.0,,,,57.0,34.0,6.8,14.0,1,,1.0,,,3.0,,,1.0,5.0,2.0,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,
10407241,home,SV Zulte Waregem,Jelle Vossen,,,jelle-vossen,J. Vossen,F,9,180.0,295,M,45946,EUR,606528000,F,9,9,False,,13.0,9.0,,,7.0,8.0,2.0,5.0,1.0,,,,,,,67.0,18.0,6.5,4.0,1,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,
