match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,player_firstName,player_lastName,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
12437520,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,18.0,18.0,1.0,1.0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,90.0,26.0,7.6,0.00029319,0,-0.6567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437520,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180,576,M,1002347,EUR,1028160000,D,16,16,False,35.0,31.0,3.0,2.0,0.0,18.0,18.0,13.0,18.0,,5.0,1.0,,,68.0,50.0,6.4,0.00429577,0,,1.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,
12437520,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,18,18,False,79.0,70.0,6.0,4.0,0.0,47.0,49.0,23.0,30.0,6.0,8.0,6.0,,,90.0,90.0,6.9,0.006956,0,,,1.0,2.0,,,,4.0,2.0,,,,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,
12437520,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,83.0,77.0,13.0,8.0,0.0,38.0,38.0,39.0,45.0,,3.0,3.0,,,90.0,91.0,7.3,0.0521886,1,,,,,,,,2.0,,,3.0,2.0,,,6.0,,,1.0,1.0,1.0,0.0369,2.0,,,,,,,,,,,,,,,
12437520,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,29.0,24.0,1.0,,0.0,13.0,13.0,13.0,24.0,,1.0,3.0,,,90.0,55.0,6.3,0.0157351,2,,8.0,1.0,3.0,1.0,,,1.0,,,,,1.0,1.0,14.0,,,,,1.0,0.0708,,MGutiérrez,2.0,1.0,1.0,1.0,0.083,,,,,,,,,
12437520,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,False,26.0,22.0,,,0.0,14.0,14.0,8.0,12.0,,2.0,3.0,,,45.0,32.0,6.4,0.00468883,1,,,,1.0,,1.0,,1.0,,,2.0,1.0,,,6.0,,,,1.0,,0.0355,,,,,,1.0,,True,,,,,,,,
12437520,home,Girona FC,Arthur,arthur,Arthur,M,29,172,8988,M,794927,EUR,839808000,M,12,12,False,74.0,70.0,4.0,4.0,0.0,45.0,46.0,25.0,29.0,,4.0,10.0,,,90.0,84.0,7.0,0.0182803,0,,1.0,,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,7.0,,,,,,,1.0,arthurmelo,,,,1.0,,,1.0,,,,,,,
12437520,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,37.0,31.0,,,0.0,9.0,10.0,27.0,40.0,2.0,4.0,6.0,,,90.0,59.0,6.7,0.261477,0,,13.0,,6.0,2.0,1.0,,,,,2.0,1.0,,1.0,20.0,,,,,,,1.0,viktortsygankov,5.0,,,2.0,,,2.0,,,,,,,
12437520,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,22.0,17.0,2.0,2.0,0.0,5.0,5.0,12.0,18.0,1.0,2.0,2.0,,,57.0,29.0,6.3,0.022797,0,,1.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,9.0,,,,,1.0,,1.0,YangelHerrera8,,,,2.0,,,1.0,,,,,,,
12437520,home,Girona FC,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,827064,EUR,854668800,M,11,11,False,13.0,12.0,1.0,1.0,0.0,,,13.0,19.0,,3.0,,,,68.0,31.0,6.9,0.0317323,2,,6.0,,3.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,11.0,,,,1.0,1.0,0.1603,,,1.0,1.0,,1.0,0.0362,,,,,,,,,
