match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_fouls,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalCross,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_totalOffside,stat_accurateCross,captain,stat_bigChanceMissed,stat_goals,stat_errorLeadToAShot,stat_punches,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_ownGoals,stat_blockedScoringAttempt
10438010,home,Vizela,Fabijan Buntić,,,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,14.0,11.0,5.0,2.0,10.0,10.0,1.0,4.0,1.0,1.0,10.0,1.0,1.0,3.0,90.0,26.0,6.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438010,home,Vizela,Tomás Silva,,,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,48.0,39.0,6.0,3.0,20.0,22.0,19.0,26.0,,3.0,5.0,,,,90.0,73.0,7.3,14.0,0,8.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438010,home,Vizela,Anderson,,,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,62.0,54.0,9.0,3.0,48.0,50.0,6.0,12.0,,1.0,3.0,,,,90.0,75.0,6.9,8.0,0,2.0,,,,1.0,,,,,,2.0,9.0,1.0,,,,,,,,,,,,,,,,,,
10438010,home,Vizela,Ivanildo Fernandes,,,ivanildo-fernandes,I. Fernandes,D,14,193,63,M,806515,EUR,827798400,D,4,4,False,50.0,48.0,3.0,2.0,42.0,42.0,6.0,8.0,1.0,2.0,5.0,,,,64.0,56.0,7.0,2.0,1,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,
10438010,home,Vizela,Matheus Pereira,,,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,16,16,False,70.0,52.0,5.0,,30.0,37.0,22.0,35.0,1.0,4.0,4.0,,,,90.0,97.0,6.6,27.0,0,4.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
10438010,home,Vizela,Pedro Ortiz,,,ortiz-pedro,P. Ortiz,M,24,184,91,M,964981,EUR,966643200,M,34,34,False,71.0,65.0,5.0,4.0,43.0,45.0,22.0,26.0,,4.0,4.0,,,,90.0,86.0,6.9,9.0,1,4.0,,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10438010,home,Vizela,Raphael Guzzo,,,raphael-guzzo,R. Guzzo,M,14,180,92,M,190151,EUR,789350400,M,8,8,False,54.0,49.0,4.0,3.0,26.0,26.0,23.0,29.0,1.0,7.0,2.0,,,,78.0,64.0,6.4,10.0,1,,4.0,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,
10438010,home,Vizela,Nuno Moreira,,,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,False,24.0,20.0,2.0,2.0,6.0,7.0,15.0,21.0,1.0,4.0,3.0,,,,64.0,35.0,6.5,10.0,1,3.0,2.0,,,,,2.0,1.0,1.0,,,,1.0,,,4.0,2.0,,1.0,,,1.0,,,,,,,,,
10438010,home,Vizela,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,61.0,54.0,4.0,2.0,25.0,29.0,31.0,37.0,1.0,5.0,6.0,,,,90.0,80.0,7.0,14.0,1,2.0,,1.0,,1.0,1.0,,,2.0,2.0,,,1.0,1.0,,5.0,,2.0,,,2.0,2.0,True,,,,,,,,
10438010,home,Vizela,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,29.0,26.0,,,9.0,9.0,17.0,20.0,,2.0,4.0,,,,89.0,44.0,6.9,7.0,2,5.0,,3.0,2.0,,,1.0,,2.0,2.0,,,,2.0,,,2.0,1.0,,,1.0,,,1.0,,,,,,,
