match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_goals,stat_hitWoodwork,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_accurateCross,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13981575,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187.0,8129,M,L'UomoTigre,844609,EUR,869961600,G,16,16,False,23.0,13.0,13.0,3.0,0.0,11.0,11.0,2.0,12.0,6.0,2.0,4.0,90.0,31.0,6.6,10.0,0.00059096,70.09348213309,7.0,58.065,13.23,0.1938,0,0.8493,0.06,0.01,-0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981575,home,Juventus,Pierre Kalulu,,,pierre-kalulu,P. Kalulu,D,15,183.0,6630,M,Kalulujr_,965330,EUR,960163200,D,15,15,False,36.0,29.0,,,0.0,16.0,20.0,13.0,16.0,5.0,,,90.0,50.0,6.8,10.0,0.014689,78.48674858444,9.0,-3.11,8.19,,0,,-0.05,0.22,-0.01,,1.0,1.0,2.0,3.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13981575,home,Juventus,Bremer,,,bremer,Bremer,D,3,188.0,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,25.0,22.0,3.0,1.0,0.0,16.0,18.0,6.0,7.0,1.0,,,61.0,43.0,7.2,5.0,0.00241949,43.84689262,5.0,-0.73500000000001,3.675,,0,,0.05,0.01,0.53,,,1.0,2.0,3.0,4.0,,,5.0,2.0,2.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
13981575,home,Juventus,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191.0,3053,M,,865167,EUR,907632000,D,6,6,False,45.0,38.0,5.0,1.0,0.0,34.0,38.0,4.0,7.0,7.0,,,90.0,59.0,6.6,8.0,0.00144392,95.935399746286,7.0,32.13,37.275,,0,,-0.09,0.02,-0.09,,1.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,,2.0,1.0,,,2.0,,,37.89017847675,1.0,,,,,,,,,,,,,,,,,,,
13981575,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185.0,7292,M,west.mckennie,881931,EUR,904262400,M,22,22,False,22.0,19.0,1.0,1.0,1.0,4.0,5.0,15.0,17.0,2.0,,,90.0,45.0,7.9,14.0,0.818405,56.907319553936,5.0,28.245,17.01,,1,,0.76,-0.05,0.13,,,1.0,4.0,5.0,6.0,1.0,,2.0,,2.0,1.0,4.0,,3.0,2.0,1.0,17.013397661843,1.0,1.0,1.0,1.0,1.0,0.1699,0.0792,-0.31,,,,,,,,,,,,
13981575,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185.0,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,56.0,49.0,8.0,2.0,0.0,25.0,26.0,24.0,30.0,5.0,,,90.0,73.0,7.3,9.0,0.0250688,77.107600892375,9.0,45.57,26.355,,1,,0.33,0.25,0.21,,,2.0,,5.0,5.0,,,2.0,1.0,5.0,4.0,2.0,,2.0,1.0,1.0,30.171565570915,1.0,,,1.0,,0.0339,0.2216,0.01,True,2.0,,,,,,,,,,
13981575,home,Juventus,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191.0,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,48.0,38.0,5.0,3.0,0.0,20.0,26.0,18.0,22.0,6.0,,,90.0,64.0,6.9,13.0,0.293043,119.3811705471,13.0,55.545,17.955,,3,,0.4,0.06,-0.13,,,1.0,2.0,4.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,,,,52.223241981843,3.0,,,2.0,,0.2074,0.3754,-0.58,,1.0,1.0,1.0,,,,,,,,
13981575,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181.0,7318,M,andrea_cambiaso,917048,EUR,951004800,M,27,27,False,43.0,33.0,4.0,1.0,1.0,18.0,23.0,15.0,20.0,4.0,,,89.0,77.0,7.2,18.0,0.0745199,143.26798512024,16.0,38.64,17.22,,1,,0.2,0.18,-0.04,,1.0,,1.0,2.0,7.0,1.0,,1.0,,5.0,4.0,3.0,1.0,,1.0,,17.99844704412,1.0,1.0,,1.0,,0.0913,0.0356,0.01,,,1.0,,,,,,,,,
13981575,home,Juventus,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170.0,19864,M,FConceicao_7,979222,EUR,1039824000,F,7,7,False,18.0,16.0,,,0.0,8.0,8.0,8.0,10.0,2.0,,,61.0,33.0,7.5,6.0,0.0122027,118.5127765829,13.0,42.525,41.16,,3,,-0.04,0.33,-0.01,,,2.0,1.0,6.0,5.0,4.0,2.0,,,2.0,1.0,2.0,,2.0,,,45.117717001335,2.0,,2.0,3.0,,0.9578,0.8509,0.44,,,,,1.0,,,,,,,
13981575,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187.0,82614,M,KenanYıldız,1149011,EUR,1115164800,F,10,10,False,45.0,35.0,,,0.0,11.0,13.0,24.0,32.0,7.0,,,89.0,69.0,7.8,19.0,0.442258,301.76759544377,29.0,158.97,40.215,,2,,0.54,0.72,-0.05,,2.0,2.0,,8.0,7.0,4.0,1.0,,,1.0,,2.0,5.0,1.0,2.0,2.0,145.44499127621,7.0,2.0,1.0,,,0.1765,,-0.55,,1.0,1.0,2.0,,1.0,,,,,,
