match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_goalAssist
11368698,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,27.0,15.0,17.0,6.0,9.0,11.0,6.0,16.0,1.0,1.0,11.0,1.0,3.0,90.0,38.0,7.5,12.0,0.00301085,1.0,0,0.6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,38.0,30.0,7.0,3.0,19.0,24.0,11.0,18.0,,1.0,9.0,,,90.0,70.0,7.4,16.0,0.0130253,1.0,0,,4.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,2,2,False,41.0,31.0,11.0,6.0,20.0,23.0,11.0,18.0,1.0,4.0,2.0,,,90.0,53.0,7.2,12.0,0.0199038,,0,,,7.0,,,4.0,2.0,2.0,1.0,1.0,,3.0,5.0,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,50.0,42.0,5.0,3.0,32.0,37.0,10.0,13.0,1.0,2.0,5.0,,,90.0,61.0,8.3,9.0,0.00413576,,3,,,10.0,,,2.0,,1.0,1.0,1.0,,1.0,9.0,True,3.0,1.0,1.0,0.1701,0.5858,,,,,,,,,,,,
11368698,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,24.0,20.0,2.0,2.0,16.0,18.0,4.0,7.0,,4.0,2.0,,,45.0,31.0,6.8,5.0,0.00341899,,1,,1.0,4.0,,,1.0,,2.0,2.0,,,2.0,2.0,,,,,0.1002,,,,2.0,1.0,,,,,,,,
11368698,home,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,False,27.0,22.0,3.0,1.0,11.0,12.0,11.0,15.0,,2.0,3.0,,,81.0,53.0,7.2,11.0,0.0694178,1.0,0,,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
11368698,home,Mallorca,Antonio Sánchez,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,False,16.0,12.0,3.0,1.0,5.0,6.0,8.0,12.0,1.0,7.0,,,,59.0,27.0,6.7,8.0,0.183855,1.0,1,,2.0,2.0,3.0,1.0,,,1.0,1.0,,,2.0,,,,,,0.0185,,,,1.0,,,1.0,1.0,1.0,,,,
11368698,home,Mallorca,Omar Mascarell,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,40.0,31.0,7.0,2.0,24.0,26.0,7.0,15.0,2.0,5.0,7.0,,,90.0,53.0,6.9,10.0,0.00579951,,0,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,
11368698,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,26.0,18.0,4.0,1.0,4.0,5.0,19.0,33.0,1.0,6.0,5.0,,,82.0,55.0,8.0,21.0,0.276464,2.0,2,,12.0,6.0,4.0,2.0,1.0,1.0,,,2.0,3.0,2.0,1.0,,,,,0.1665,,,,,2.0,,5.0,1.0,,,,,
11368698,home,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,13.0,7.0,1.0,1.0,4.0,5.0,3.0,10.0,4.0,8.0,3.0,,,68.0,24.0,6.5,11.0,0.250427,1.0,2,,2.0,5.0,2.0,,,,,,1.0,1.0,2.0,4.0,,1.0,,1.0,0.1777,0.0435,,,,1.0,1.0,,,,1.0,,,
11368698,home,Mallorca,Vedat Muriqi,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,22.0,14.0,1.0,,3.0,4.0,11.0,18.0,3.0,7.0,4.0,,,90.0,39.0,6.8,16.0,0.0832562,1.0,3,,,7.0,,,1.0,,,,3.0,2.0,1.0,5.0,,2.0,,,0.6957,0.0783,,,,1.0,,,3.0,,,vedatmuriqi,1.0,
11368698,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,8,8,True,29.0,22.0,2.0,,12.0,13.0,10.0,16.0,,4.0,8.0,,,45.0,36.0,6.8,10.0,0.0211297,1.0,0,,,4.0,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,2.0,,,,2.0,,,,,
11368698,home,Mallorca,Nemanja Radonjić,nemanja-radonjic,N. Radonjić,F,49,185,4597,M,802665,EUR,824342400,M,23,23,True,15.0,12.0,,,6.0,6.0,6.0,10.0,,2.0,1.0,,,31.0,28.0,7.0,7.0,0.0115349,,2,,1.0,4.0,6.0,4.0,1.0,1.0,,,1.0,,,,,1.0,,,0.0938,0.1248,,,,,,,,1.0,,n.radonjic7,,
11368698,home,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,6.0,3.0,1.0,1.0,,,3.0,6.0,2.0,3.0,,,,22.0,12.0,7.0,5.0,0.00604578,,3,,,3.0,2.0,1.0,,,,,1.0,,,2.0,,1.0,,1.0,0.1617,0.1313,,,,2.0,,,,,,,,
11368698,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,11,11,True,3.0,2.0,1.0,,1.0,2.0,3.0,3.0,,1.0,,,,9.0,8.0,6.8,1.0,0.0747857,2.0,0,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,
11368698,home,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,True,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,,1.0,,,,8.0,9.0,7.0,2.0,0.10329,2.0,1,,3.0,,1.0,,,,,,,,,,,,,,0.02,,,,,,,2.0,,1.0,,,,1.0
11368698,home,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Iván Cuéllar,ivan-cuellar,I. Cuéllar,G,25,187,119,M,19013,EUR,454464000,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Siebe Van Der Heyden,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368698,home,Mallorca,Javi Llabrés,javi-llabres,J. Llabrés,M,19,174,115,M,1162309,EUR,1031702400,F,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Javi Llabrés,,,,,,,,,,,
